airport,terminal,date,hour,us_avg_wait,us_max_wait,non_us_avg_wait,non_us_max_wait,all_avg_wait,all_max_wait,all_n_0..15,all_n_16..30,all_n_31..45,all_n_46..60,all_n_61..90,all_n_91..120,all_n_120..,all_excluded,all_total,all_flights,all_booths
ORD,Terminal 5,3/6/2016,0500 - 0600,13,115,59,117,43,117,209,56,45,51,99,94,0,24,578,3,9
ORD,Terminal 5,3/6/2016,0700 - 0800,15,37,17,37,17,37,112,120,19,0,0,0,0,5,256,2,8
ORD,Terminal 5,3/6/2016,0800 - 0900,6,39,28,65,25,65,174,69,34,88,18,0,0,14,397,2,8
ORD,Terminal 5,3/6/2016,0900 - 1000,9,52,35,69,26,69,130,60,55,50,27,0,0,11,333,2,10
ORD,Terminal 5,3/6/2016,1000 - 1100,6,24,7,24,6,24,236,21,0,0,0,0,0,11,268,2,10
ORD,Terminal 5,3/6/2016,1100 - 1200,5,15,9,17,7,17,190,5,0,0,0,0,0,9,204,2,12
ORD,Terminal 5,3/6/2016,1200 - 1300,9,73,25,79,18,79,821,246,196,89,84,0,0,51,1487,8,28
ORD,Terminal 5,3/6/2016,1300 - 1400,15,56,30,63,24,63,339,117,204,130,6,0,0,28,824,4,24
ORD,Terminal 5,3/6/2016,1400 - 1500,9,47,30,86,20,86,896,355,127,91,147,0,0,67,1683,9,25
ORD,Terminal 5,3/6/2016,1500 - 1600,9,59,29,72,19,72,730,164,68,152,79,0,0,39,1232,8,22
ORD,Terminal 5,3/6/2016,1600 - 1700,7,59,27,59,15,59,743,216,115,102,0,0,0,44,1220,8,23
ORD,Terminal 5,3/6/2016,1700 - 1800,12,42,12,43,12,43,734,277,41,0,0,0,0,38,1090,7,20
ORD,Terminal 5,3/6/2016,1800 - 1900,16,48,15,48,15,48,778,574,197,4,0,0,0,46,1599,10,24
ORD,Terminal 5,3/6/2016,1900 - 2000,10,28,12,30,10,30,523,174,0,0,0,0,0,31,728,5,20
ORD,Terminal 5,3/6/2016,2000 - 2100,6,18,7,18,6,18,157,7,0,0,0,0,0,6,170,1,16
ORD,Terminal 5,3/6/2016,2100 - 2200,6,14,11,11,6,14,169,0,0,0,0,0,0,10,179,1,3
ORD,Terminal 5,3/6/2016,2200 - 2300,9,26,11,27,10,27,105,38,0,0,0,0,0,9,152,1,8
ORD,Terminal 5,3/6/2016,2300 - 0000,8,26,14,26,10,26,84,33,0,0,0,0,0,3,120,1,6
ORD,Terminal 5,3/10/2016,0000 - 0100,12,29,16,30,14,30,65,62,0,0,0,0,0,3,130,1,5
ORD,Terminal 5,3/10/2016,0500 - 0600,0,11,6,17,4,17,92,3,0,0,0,0,0,3,98,1,7
ORD,Terminal 5,3/10/2016,0600 - 0700,16,79,43,97,31,97,100,40,36,25,40,5,0,8,254,1,10
ORD,Terminal 5,3/10/2016,0700 - 0800,10,61,23,68,19,68,257,80,21,54,25,0,0,12,449,3,11
ORD,Terminal 5,3/10/2016,0800 - 0900,12,66,32,64,22,66,150,29,44,43,10,0,0,9,285,2,11
ORD,Terminal 5,3/10/2016,1100 - 1200,4,36,11,36,7,36,606,127,6,0,0,0,0,52,791,4,15
ORD,Terminal 5,3/10/2016,1200 - 1300,11,56,24,58,19,58,400,172,141,62,0,0,0,23,798,5,20
ORD,Terminal 5,3/10/2016,1300 - 1400,9,44,21,45,15,45,332,149,108,0,0,0,0,23,612,5,18
ORD,Terminal 5,3/10/2016,1400 - 1500,12,60,33,61,21,61,313,221,132,88,3,0,0,40,797,4,21
ORD,Terminal 5,3/10/2016,1500 - 1600,17,101,47,118,30,118,671,503,280,138,192,97,0,151,2032,12,20
ORD,Terminal 5,3/10/2016,1600 - 1700,17,71,40,78,22,78,321,396,71,71,41,0,0,34,934,7,15
ORD,Terminal 5,3/10/2016,1700 - 1800,12,59,29,68,21,68,406,165,140,85,12,0,0,23,831,5,20
ORD,Terminal 5,3/10/2016,1800 - 1900,10,38,11,33,10,38,888,230,20,0,0,0,0,38,1176,9,17
ORD,Terminal 5,3/10/2016,1900 - 2000,9,38,17,38,13,38,500,281,45,0,0,0,0,28,854,5,23
ORD,Terminal 5,3/10/2016,2000 - 2100,9,22,12,22,9,22,55,37,0,0,0,0,0,4,96,1,9
ORD,Terminal 5,3/10/2016,2100 - 2200,7,14,14,14,7,14,159,0,0,0,0,0,0,5,164,1,4
ORD,Terminal 5,3/10/2016,2200 - 2300,5,25,15,31,8,31,105,18,1,0,0,0,0,4,128,1,4
ORD,Terminal 5,3/11/2016,0000 - 0100,16,64,25,64,21,64,133,66,56,22,4,0,0,13,294,2,4
ORD,Terminal 5,3/11/2016,0500 - 0600,17,94,55,110,43,110,119,60,60,36,91,40,0,14,420,2,9
ORD,Terminal 5,3/11/2016,0600 - 0700,4,70,56,111,35,111,179,12,12,4,98,36,0,11,352,2,13
ORD,Terminal 5,3/11/2016,0700 - 0800,3,39,24,60,18,60,129,22,18,46,0,0,0,8,223,2,13
ORD,Terminal 5,3/11/2016,0800 - 0900,6,36,21,43,15,43,243,164,52,0,0,0,0,16,475,3,13
ORD,Terminal 5,3/11/2016,1000 - 1100,2,12,11,20,4,20,192,18,0,0,0,0,0,9,219,1,12
ORD,Terminal 5,3/11/2016,1100 - 1200,3,23,9,26,5,26,419,44,0,0,0,0,0,11,474,2,15
ORD,Terminal 5,3/11/2016,1200 - 1300,6,22,12,25,10,25,299,99,0,0,0,0,0,12,410,2,25
ORD,Terminal 5,3/11/2016,1300 - 1400,15,77,29,82,22,82,608,277,153,128,72,0,0,46,1284,6,28
ORD,Terminal 5,3/11/2016,1400 - 1500,14,76,38,78,23,78,577,477,198,156,66,0,0,54,1528,10,26
ORD,Terminal 5,3/11/2016,1500 - 1600,12,100,60,132,33,132,594,317,62,71,174,117,28,53,1416,8,22
ORD,Terminal 5,3/11/2016,1600 - 1700,11,123,84,146,32,146,811,196,52,49,27,152,89,47,1423,8,19
ORD,Terminal 5,3/11/2016,1700 - 1800,11,79,40,103,24,103,433,118,37,13,111,16,0,23,751,4,20
ORD,Terminal 5,3/11/2016,1800 - 1900,22,72,47,76,26,76,366,446,201,114,101,0,0,55,1283,9,17
ORD,Terminal 5,3/11/2016,1900 - 2000,24,70,45,76,31,76,257,294,320,162,117,0,0,41,1191,7,18
ORD,Terminal 5,3/11/2016,2000 - 2100,5,24,14,27,8,27,159,47,0,0,0,0,0,9,215,1,16
ORD,Terminal 5,3/11/2016,2100 - 2200,7,12,6,11,7,12,170,0,0,0,0,0,0,10,180,1,4
ORD,Terminal 5,3/11/2016,2200 - 2300,14,44,20,44,15,44,193,148,48,0,0,0,0,14,403,4,5
ORD,Terminal 5,3/12/2016,0100 - 0200,10,21,10,21,10,21,88,25,0,0,0,0,0,1,114,1,6
ORD,Terminal 5,3/12/2016,0400 - 0500,10,54,20,58,14,58,243,82,28,19,0,0,0,13,385,3,7
ORD,Terminal 5,3/12/2016,0500 - 0600,20,55,46,55,23,55,43,80,6,12,0,0,0,5,146,1,5
ORD,Terminal 5,3/12/2016,0600 - 0700,9,68,34,75,26,75,239,70,72,72,68,0,0,23,544,2,11
ORD,Terminal 5,3/12/2016,0700 - 0800,4,47,25,72,20,72,265,37,74,43,24,0,0,19,462,3,13
ORD,Terminal 5,3/12/2016,0800 - 0900,8,67,47,75,31,75,216,31,55,123,78,0,0,24,527,3,11
ORD,Terminal 5,3/12/2016,0900 - 1000,1,16,5,16,3,16,274,5,0,0,0,0,0,6,285,2,8
ORD,Terminal 5,3/12/2016,1100 - 1200,8,54,30,57,18,57,549,179,147,78,0,0,0,36,989,5,26
ORD,Terminal 5,3/12/2016,1200 - 1300,10,40,18,41,14,41,535,427,60,0,0,0,0,30,1052,5,26
ORD,Terminal 5,3/12/2016,1300 - 1400,12,60,26,63,19,63,468,288,119,72,9,0,0,28,984,4,28
ORD,Terminal 5,3/12/2016,1400 - 1500,7,42,22,49,13,49,1289,416,242,13,0,0,0,62,2022,9,26
ORD,Terminal 5,3/12/2016,1500 - 1600,10,84,34,83,21,84,838,306,177,166,102,0,0,60,1649,8,26
ORD,Terminal 5,3/12/2016,1600 - 1700,13,43,18,43,14,43,804,558,98,0,0,0,0,57,1517,9,25
ORD,Terminal 5,3/12/2016,1700 - 1800,11,43,11,42,11,43,1462,453,89,0,0,0,0,61,2065,12,23
ORD,Terminal 5,3/12/2016,1800 - 1900,10,24,8,23,9,24,1239,310,0,0,0,0,0,44,1593,10,29
ORD,Terminal 5,3/12/2016,1900 - 2000,9,33,9,32,9,33,1537,306,12,0,0,0,0,60,1915,12,27
ORD,Terminal 5,3/12/2016,2000 - 2100,7,19,4,10,7,19,293,19,0,0,0,0,0,8,320,3,7
ORD,Terminal 5,3/12/2016,2100 - 2200,7,17,11,16,7,17,306,11,0,0,0,0,0,18,335,2,5
ORD,Terminal 5,3/12/2016,2200 - 2300,10,38,22,46,12,46,325,104,32,1,0,0,0,22,484,4,6
ORD,Terminal 5,3/12/2016,2300 - 0000,9,36,18,35,10,36,122,15,8,0,0,0,0,9,154,1,4
ORD,Terminal 5,3/13/2016,0100 - 0200,12,43,29,52,20,52,145,71,64,29,0,0,0,15,324,2,9
ORD,Terminal 5,3/13/2016,0400 - 0500,14,46,14,31,14,46,128,82,9,4,0,0,0,7,230,2,7
ORD,Terminal 5,3/13/2016,0500 - 0600,19,39,21,39,20,39,53,60,30,0,0,0,0,1,144,1,7
ORD,Terminal 5,3/13/2016,0600 - 0700,4,35,14,40,10,40,352,56,49,0,0,0,0,11,468,3,8
ORD,Terminal 5,3/13/2016,0800 - 0900,13,102,33,118,30,118,438,105,49,50,77,90,0,26,835,4,13
ORD,Terminal 5,3/13/2016,0900 - 1000,10,89,49,97,31,97,227,65,46,20,92,25,0,16,491,3,11
ORD,Terminal 5,3/13/2016,1000 - 1100,3,26,19,33,16,33,89,100,19,0,0,0,0,3,211,1,14
ORD,Terminal 5,3/13/2016,1100 - 1200,4,16,6,16,5,16,328,3,0,0,0,0,0,9,340,2,11
ORD,Terminal 5,3/13/2016,1200 - 1300,2,12,6,17,3,17,359,2,0,0,0,0,0,11,372,2,20
ORD,Terminal 5,3/13/2016,1300 - 1400,6,23,8,23,7,23,1166,136,0,0,0,0,0,42,1344,7,29
ORD,Terminal 5,3/13/2016,1400 - 1500,13,75,26,80,21,80,855,213,206,133,84,0,0,56,1547,7,29
ORD,Terminal 5,3/13/2016,1500 - 1600,13,63,32,78,22,78,1106,539,262,285,87,0,0,88,2367,13,27
ORD,Terminal 5,3/13/2016,1600 - 1700,17,78,46,96,27,96,674,414,293,107,187,11,0,60,1746,10,29
ORD,Terminal 5,3/13/2016,1700 - 1800,8,54,32,59,18,59,643,113,81,174,0,0,0,33,1044,6,24
ORD,Terminal 5,3/13/2016,1800 - 1900,14,48,20,50,16,50,775,483,150,17,0,0,0,56,1481,10,22
ORD,Terminal 5,3/13/2016,1900 - 2000,12,45,15,48,13,48,1002,351,117,5,0,0,0,50,1525,8,24
ORD,Terminal 5,3/13/2016,2000 - 2100,25,49,31,51,28,51,5,139,45,11,0,0,0,9,209,1,17
ORD,Terminal 5,3/13/2016,2100 - 2200,7,14,5,12,7,14,172,0,0,0,0,0,0,7,179,1,4
ORD,Terminal 5,3/13/2016,2300 - 0000,9,31,17,31,11,31,240,77,2,0,0,0,0,19,338,3,7
ORD,Terminal 5,3/14/2016,0300 - 0400,8,34,19,35,12,35,71,35,9,0,0,0,0,3,118,1,3
ORD,Terminal 5,3/14/2016,0500 - 0600,6,25,10,27,9,27,86,33,0,0,0,0,0,5,124,1,7
ORD,Terminal 5,3/14/2016,0700 - 0800,11,90,36,104,30,104,245,81,78,65,63,26,0,21,579,3,10
ORD,Terminal 5,3/14/2016,0800 - 0900,10,94,31,94,27,94,228,18,36,32,86,8,0,16,424,2,13
ORD,Terminal 5,3/14/2016,0900 - 1000,9,67,45,71,32,71,151,55,31,138,56,0,0,14,445,3,18
ORD,Terminal 5,3/14/2016,1000 - 1100,1,12,5,16,3,16,131,3,0,0,0,0,0,3,137,1,14
ORD,Terminal 5,3/14/2016,1100 - 1200,3,10,7,18,5,18,92,3,0,0,0,0,0,3,98,1,10
ORD,Terminal 5,3/14/2016,1200 - 1300,2,24,7,26,5,26,543,46,0,0,0,0,0,24,613,3,26
ORD,Terminal 5,3/14/2016,1300 - 1400,8,25,9,28,9,28,553,142,0,0,0,0,0,42,737,3,30
ORD,Terminal 5,3/14/2016,1400 - 1500,14,66,25,69,20,69,895,480,205,139,38,0,0,67,1824,9,29
ORD,Terminal 5,3/14/2016,1500 - 1600,16,86,40,97,29,97,682,621,130,116,289,26,0,61,1925,10,28
ORD,Terminal 5,3/14/2016,1600 - 1700,24,67,37,78,29,78,230,461,231,93,98,0,0,86,1199,7,24
ORD,Terminal 5,3/14/2016,1700 - 1800,5,22,10,22,6,22,520,29,0,0,0,0,0,39,588,5,20
ORD,Terminal 5,3/14/2016,1800 - 1900,8,21,7,20,8,21,830,66,0,0,0,0,0,25,921,7,20
ORD,Terminal 5,3/14/2016,1900 - 2000,9,23,11,50,11,50,621,184,2,1,0,0,0,31,839,5,24
ORD,Terminal 5,3/14/2016,2000 - 2100,5,42,22,43,12,43,164,47,37,0,0,0,0,10,258,2,6
ORD,Terminal 5,3/14/2016,2100 - 2200,7,36,18,36,11,36,309,74,26,0,0,0,0,18,427,3,9
ORD,Terminal 5,3/14/2016,2300 - 0000,12,34,19,34,15,34,76,52,13,0,0,0,0,5,146,1,7
ORD,Terminal 5,3/15/2016,0000 - 0100,4,15,8,15,5,15,76,0,0,0,0,0,0,3,79,1,6
ORD,Terminal 5,3/15/2016,0100 - 0200,9,24,12,24,10,24,74,36,0,0,0,0,0,3,113,1,5
ORD,Terminal 5,3/15/2016,0400 - 0500,16,51,27,51,21,51,51,33,35,9,0,0,0,4,132,1,5
ORD,Terminal 5,3/15/2016,0600 - 0700,0,1,5,10,5,10,35,0,0,0,0,0,0,2,37,1,2
ORD,Terminal 5,3/15/2016,0700 - 0800,18,144,73,151,53,151,124,54,31,32,52,66,43,13,415,2,12
ORD,Terminal 5,3/15/2016,0800 - 0900,9,118,47,145,40,145,242,40,41,11,22,50,54,14,474,2,13
ORD,Terminal 5,3/15/2016,0900 - 1000,15,96,65,104,47,104,150,66,41,23,136,79,0,17,512,3,15
ORD,Terminal 5,3/15/2016,1000 - 1100,1,22,13,32,4,32,91,9,3,0,0,0,0,5,108,1,10
ORD,Terminal 5,3/15/2016,1200 - 1300,1,12,2,10,2,12,138,0,0,0,0,0,0,5,143,2,13
ORD,Terminal 5,3/15/2016,1300 - 1400,6,21,7,24,7,24,805,68,0,0,0,0,0,30,903,4,24
ORD,Terminal 5,3/15/2016,1400 - 1500,17,73,26,83,22,83,544,358,243,93,43,0,0,66,1347,8,25
ORD,Terminal 5,3/15/2016,1500 - 1600,11,54,29,68,20,68,761,351,203,169,31,0,0,62,1577,9,25
ORD,Terminal 5,3/15/2016,1600 - 1700,5,26,10,28,7,28,464,56,0,0,0,0,0,23,543,5,17
ORD,Terminal 5,3/15/2016,1700 - 1800,5,30,11,32,8,32,878,121,8,0,0,0,0,34,1041,8,25
ORD,Terminal 5,3/15/2016,1800 - 1900,9,30,9,30,9,30,789,163,0,0,0,0,0,37,989,7,25
ORD,Terminal 5,3/15/2016,1900 - 2000,7,25,10,36,8,36,733,92,3,0,0,0,0,30,858,6,23
ORD,Terminal 5,3/15/2016,2000 - 2100,8,25,13,27,11,27,159,50,0,0,0,0,0,4,213,1,17
ORD,Terminal 5,3/15/2016,2100 - 2200,6,19,0,0,6,19,123,3,0,0,0,0,0,5,131,1,3
ORD,Terminal 5,3/16/2016,0000 - 0100,11,32,16,34,13,34,54,25,10,0,0,0,0,1,90,1,4
ORD,Terminal 5,3/16/2016,0100 - 0200,13,35,18,37,15,37,65,33,12,0,0,0,0,7,117,1,4
ORD,Terminal 5,3/16/2016,0200 - 0300,9,30,17,32,11,32,92,37,4,0,0,0,0,8,141,1,5
ORD,Terminal 5,3/16/2016,0400 - 0500,12,40,27,48,20,48,58,37,38,3,0,0,0,5,141,1,7
ORD,Terminal 5,3/16/2016,0600 - 0700,6,8,7,12,7,12,30,0,0,0,0,0,0,1,31,1,4
ORD,Terminal 5,3/16/2016,0700 - 0800,18,99,42,102,34,102,147,58,49,36,62,28,0,12,392,2,10
ORD,Terminal 5,3/16/2016,0800 - 0900,29,70,34,81,33,81,50,47,30,22,32,0,0,6,187,1,9
ORD,Terminal 5,3/16/2016,0900 - 1000,11,89,57,116,42,116,247,77,57,28,126,109,0,19,663,4,13
ORD,Terminal 5,3/16/2016,1100 - 1200,3,32,15,33,6,33,102,20,7,0,0,0,0,5,134,1,12
ORD,Terminal 5,3/16/2016,1200 - 1300,6,22,9,24,8,24,709,124,0,0,0,0,0,24,857,5,24
ORD,Terminal 5,3/16/2016,1300 - 1400,2,14,6,18,4,18,199,3,0,0,0,0,0,7,209,1,22
ORD,Terminal 5,3/16/2016,1400 - 1500,15,101,28,103,23,103,807,527,269,153,86,9,0,67,1918,10,25
ORD,Terminal 5,3/16/2016,1500 - 1600,29,98,61,110,44,110,194,357,275,119,279,129,0,44,1397,7,21
ORD,Terminal 5,3/16/2016,1600 - 1700,15,72,48,101,30,101,373,204,66,80,172,7,0,80,982,6,19
ORD,Terminal 5,3/16/2016,1700 - 1800,13,45,28,51,14,51,526,204,70,11,0,0,0,33,844,7,16
ORD,Terminal 5,3/16/2016,1800 - 1900,10,41,19,46,14,46,653,374,93,1,0,0,0,38,1159,8,21
ORD,Terminal 5,3/16/2016,1900 - 2000,8,26,12,28,10,28,818,226,0,0,0,0,0,36,1080,7,19
ORD,Terminal 5,3/16/2016,2000 - 2100,9,23,12,24,10,24,238,64,0,0,0,0,0,10,312,2,19
ORD,Terminal 5,3/16/2016,2100 - 2200,9,25,14,27,9,27,140,40,0,0,0,0,0,11,191,2,4
ORD,Terminal 5,3/16/2016,2300 - 0000,9,26,14,31,11,31,97,44,1,0,0,0,0,9,151,1,8
ORD,Terminal 5,3/17/2016,0000 - 0100,14,34,29,42,22,42,31,33,24,0,0,0,0,3,91,1,8
ORD,Terminal 5,3/17/2016,0100 - 0200,31,52,38,55,35,55,4,40,46,27,0,0,0,4,121,1,4
ORD,Terminal 5,3/17/2016,0500 - 0600,10,35,26,48,21,48,59,42,40,5,0,0,0,5,151,1,7
ORD,Terminal 5,3/17/2016,0600 - 0700,3,9,1,4,2,9,25,0,0,0,0,0,0,0,25,1,2
ORD,Terminal 5,3/17/2016,0700 - 0800,6,39,17,41,13,41,214,51,56,0,0,0,0,9,330,2,12
ORD,Terminal 5,3/17/2016,0800 - 0900,6,24,10,27,9,27,186,46,0,0,0,0,0,11,243,2,9
ORD,Terminal 5,3/17/2016,0900 - 1000,4,18,7,21,6,21,153,22,0,0,0,0,0,6,181,1,9
ORD,Terminal 5,3/17/2016,1000 - 1100,5,37,19,42,12,42,283,102,45,0,0,0,0,33,463,2,11
ORD,Terminal 5,3/17/2016,1100 - 1200,4,24,9,27,6,27,128,28,0,0,0,0,0,13,169,1,10
ORD,Terminal 5,3/17/2016,1200 - 1300,1,16,5,16,3,16,341,3,0,0,0,0,0,12,356,2,17
ORD,Terminal 5,3/17/2016,1300 - 1400,6,24,11,24,9,24,539,122,0,0,0,0,0,25,686,3,24
ORD,Terminal 5,3/17/2016,1400 - 1500,10,105,41,140,26,140,1073,390,264,118,150,124,9,158,2286,12,24
ORD,Terminal 5,3/17/2016,1500 - 1600,39,145,83,177,59,177,377,200,311,321,390,205,252,120,2176,11,23
ORD,Terminal 5,3/17/2016,1600 - 1700,26,109,75,118,40,118,217,101,71,121,68,89,0,22,689,5,16
ORD,Terminal 5,3/17/2016,1700 - 1800,38,88,57,111,42,111,134,181,272,140,227,48,0,45,1047,7,18
ORD,Terminal 5,3/17/2016,1800 - 1900,18,91,59,124,29,124,566,418,182,79,99,102,5,62,1513,9,20
ORD,Terminal 5,3/17/2016,1900 - 2000,13,98,49,107,31,107,302,189,68,79,58,64,0,30,790,4,27
ORD,Terminal 5,3/17/2016,2000 - 2100,15,40,26,42,20,42,118,150,67,0,0,0,0,8,343,2,17
ORD,Terminal 5,3/17/2016,2100 - 2200,6,15,6,7,6,15,168,0,0,0,0,0,0,10,178,1,4
ORD,Terminal 5,3/17/2016,2300 - 0000,12,63,24,63,19,63,81,34,21,9,5,0,0,8,158,1,6
ORD,Terminal 5,3/18/2016,0000 - 0100,26,56,40,63,32,63,30,25,33,34,5,0,0,6,133,1,7
ORD,Terminal 5,3/18/2016,0100 - 0200,12,39,24,43,18,43,80,40,33,0,0,0,0,4,157,1,6
ORD,Terminal 5,3/18/2016,0600 - 0700,8,29,17,37,15,37,82,52,23,0,0,0,0,5,162,2,9
ORD,Terminal 5,3/18/2016,0700 - 0800,17,86,42,90,34,90,113,34,72,50,52,0,0,9,330,1,14
ORD,Terminal 5,3/18/2016,0800 - 0900,2,24,28,56,15,56,230,22,43,45,0,0,0,12,352,2,9
ORD,Terminal 5,3/18/2016,0900 - 1000,2,24,24,53,17,53,244,124,78,32,0,0,0,16,494,3,14
ORD,Terminal 5,3/18/2016,1000 - 1100,4,24,10,28,6,28,440,49,0,0,0,0,0,16,505,2,18
ORD,Terminal 5,3/18/2016,1100 - 1200,6,24,12,25,8,25,288,56,0,0,0,0,0,9,353,2,16
ORD,Terminal 5,3/18/2016,1200 - 1300,15,61,34,64,23,64,295,293,200,90,10,0,0,28,916,4,31
ORD,Terminal 5,3/18/2016,1300 - 1400,6,28,21,48,14,48,718,415,107,4,0,0,0,37,1281,5,32
ORD,Terminal 5,3/18/2016,1400 - 1500,12,85,31,111,22,111,995,406,178,95,106,47,0,65,1892,9,26
ORD,Terminal 5,3/18/2016,1500 - 1600,17,82,39,91,26,91,729,386,209,135,214,3,0,65,1741,9,26
ORD,Terminal 5,3/18/2016,1600 - 1700,7,44,29,81,14,81,545,122,66,53,4,0,0,31,821,5,18
ORD,Terminal 5,3/18/2016,1700 - 1800,14,60,16,53,14,60,662,76,32,131,0,0,0,42,943,6,16
ORD,Terminal 5,3/18/2016,1800 - 1900,18,71,24,64,20,71,972,972,361,113,15,0,0,94,2527,14,23
ORD,Terminal 5,3/18/2016,1900 - 2000,16,63,36,68,24,68,495,413,253,132,33,0,0,46,1372,7,23
ORD,Terminal 5,3/18/2016,2000 - 2100,6,24,18,46,10,46,655,93,46,6,0,0,0,26,826,5,17
ORD,Terminal 5,3/18/2016,2100 - 2200,1,7,4,7,2,7,114,0,0,0,0,0,0,2,116,1,5
ORD,Terminal 5,3/18/2016,2300 - 0000,11,40,32,49,16,49,241,47,93,7,0,0,0,22,410,3,6
ORD,Terminal 5,3/19/2016,0100 - 0200,6,33,17,37,11,37,53,17,9,0,0,0,0,3,82,1,4
ORD,Terminal 5,3/19/2016,0400 - 0500,6,32,15,35,9,35,290,51,11,0,0,0,0,13,365,3,7
ORD,Terminal 5,3/19/2016,0500 - 0600,8,21,25,43,16,43,156,43,52,0,0,0,0,8,259,2,10
ORD,Terminal 5,3/19/2016,0700 - 0800,7,53,21,56,16,56,315,104,78,37,0,0,0,17,551,3,14
ORD,Terminal 5,3/19/2016,0800 - 0900,1,14,8,20,5,20,161,22,0,0,0,0,0,5,188,1,12
ORD,Terminal 5,3/19/2016,0900 - 1000,5,50,24,81,17,81,482,122,54,40,54,0,0,28,780,4,13
ORD,Terminal 5,3/19/2016,1000 - 1100,8,22,29,44,14,44,274,41,76,0,0,0,0,19,410,2,14
ORD,Terminal 5,3/19/2016,1100 - 1200,7,25,14,29,10,29,264,100,0,0,0,0,0,12,376,2,12
ORD,Terminal 5,3/19/2016,1200 - 1300,11,46,19,45,15,46,465,171,165,2,0,0,0,30,833,4,23
ORD,Terminal 5,3/19/2016,1300 - 1400,7,48,17,48,12,48,1158,413,131,7,0,0,0,65,1774,8,30
ORD,Terminal 5,3/19/2016,1400 - 1500,8,24,12,24,9,24,614,104,0,0,0,0,0,22,740,4,24
ORD,Terminal 5,3/19/2016,1500 - 1600,8,53,23,64,14,64,1706,597,257,90,13,0,0,98,2761,10,28
ORD,Terminal 5,3/19/2016,1600 - 1700,10,43,29,64,16,64,830,120,207,81,10,0,0,51,1299,8,23
ORD,Terminal 5,3/19/2016,1700 - 1800,8,23,8,28,8,28,1800,243,0,0,0,0,0,54,2097,13,27
ORD,Terminal 5,3/19/2016,1800 - 1900,11,53,16,53,12,53,1757,507,144,27,0,0,0,76,2511,14,31
ORD,Terminal 5,3/19/2016,1900 - 2000,17,53,18,49,17,53,1155,607,338,75,0,0,0,76,2251,14,24
ORD,Terminal 5,3/19/2016,2000 - 2100,8,27,19,47,12,47,402,48,56,6,0,0,0,13,525,3,22
ORD,Terminal 5,3/19/2016,2100 - 2200,23,43,21,26,23,43,40,198,50,0,0,0,0,14,302,2,4
ORD,Terminal 5,3/19/2016,2200 - 2300,10,37,15,37,11,37,261,126,10,0,0,0,0,16,413,3,7
ORD,Terminal 5,3/20/2016,0000 - 0100,6,22,14,28,8,28,260,36,0,0,0,0,0,6,302,2,9
ORD,Terminal 5,3/20/2016,0100 - 0200,12,28,13,27,13,28,67,46,0,0,0,0,0,5,118,1,6
ORD,Terminal 5,3/20/2016,0200 - 0300,5,12,0,0,5,12,132,0,0,0,0,0,0,6,138,1,4
ORD,Terminal 5,3/20/2016,0400 - 0500,3,21,7,21,4,21,227,8,0,0,0,0,0,6,241,2,5
ORD,Terminal 5,3/20/2016,0500 - 0600,11,53,21,58,15,58,336,113,70,29,0,0,0,15,563,4,6
ORD,Terminal 5,3/20/2016,0600 - 0700,1,20,22,50,17,50,91,46,34,11,0,0,0,6,188,1,8
ORD,Terminal 5,3/20/2016,0700 - 0800,16,128,67,133,50,133,106,26,27,51,60,51,17,17,355,2,11
ORD,Terminal 5,3/20/2016,0800 - 0900,12,105,60,157,54,157,203,8,20,18,57,66,64,16,452,2,13
ORD,Terminal 5,3/20/2016,0900 - 1000,23,166,99,168,66,168,176,132,11,35,53,126,142,27,702,4,20
ORD,Terminal 5,3/20/2016,1100 - 1200,12,47,33,72,18,72,246,95,31,17,22,0,0,18,429,2,20
ORD,Terminal 5,3/20/2016,1200 - 1300,8,32,21,44,12,44,823,195,117,0,0,0,0,42,1177,6,26
ORD,Terminal 5,3/20/2016,1300 - 1400,6,33,16,37,12,37,842,330,56,0,0,0,0,39,1267,5,28
ORD,Terminal 5,3/20/2016,1400 - 1500,15,90,27,103,20,103,716,431,227,77,49,7,0,54,1561,7,23
ORD,Terminal 5,3/20/2016,1500 - 1600,15,80,41,96,26,96,831,478,127,93,275,4,0,61,1869,9,25
ORD,Terminal 5,3/20/2016,1600 - 1700,17,115,51,119,27,119,904,436,277,24,204,93,0,79,2017,11,25
ORD,Terminal 5,3/20/2016,1700 - 1800,13,60,47,104,21,104,720,285,30,43,91,32,0,44,1245,8,21
ORD,Terminal 5,3/20/2016,1800 - 1900,8,49,30,60,14,60,1217,223,125,134,0,0,0,63,1762,10,28
ORD,Terminal 5,3/20/2016,1900 - 2000,23,75,33,75,27,75,391,406,349,134,56,0,0,52,1388,8,20
ORD,Terminal 5,3/20/2016,2000 - 2100,12,49,19,49,15,49,509,315,85,4,0,0,0,32,945,5,17
ORD,Terminal 5,3/20/2016,2100 - 2200,11,32,18,32,11,32,262,90,9,0,0,0,0,16,377,3,7
ORD,Terminal 5,3/20/2016,2300 - 0000,8,26,19,28,11,28,107,42,0,0,0,0,0,5,154,1,7
ORD,Terminal 5,3/21/2016,0100 - 0200,9,49,21,51,14,51,196,59,23,11,0,0,0,16,305,2,6
ORD,Terminal 5,3/21/2016,0600 - 0700,2,24,12,26,10,26,125,72,0,0,0,0,0,3,200,1,11
