airport,terminal,date,hour,us_avg_wait,us_max_wait,non_us_avg_wait,non_us_max_wait,all_avg_wait,all_max_wait,all_n_0..15,all_n_16..30,all_n_31..45,all_n_46..60,all_n_61..90,all_n_91..120,all_n_120..,all_excluded,all_total,all_flights,all_booths
ORD,Terminal 5,1/2/2016,0600 - 0700,9,44,18,45,14,45,382,117,86,0,0,0,0,20,605,2,12
ORD,Terminal 5,1/2/2016,0700 - 0800,7,26,13,27,10,27,184,61,0,0,0,0,0,7,252,1,11
ORD,Terminal 5,1/2/2016,0800 - 0900,6,41,31,68,23,68,356,154,68,128,35,0,0,21,762,4,12
ORD,Terminal 5,1/2/2016,0900 - 1000,13,45,29,45,23,45,25,15,29,0,0,0,0,3,72,1,10
ORD,Terminal 5,1/2/2016,1000 - 1100,3,20,11,24,6,24,216,36,0,0,0,0,0,8,260,1,11
ORD,Terminal 5,1/2/2016,1100 - 1200,11,46,19,46,14,46,444,100,106,3,0,0,0,22,675,3,22
ORD,Terminal 5,1/2/2016,1200 - 1300,11,49,16,57,13,57,671,283,62,27,0,0,0,37,1080,5,30
ORD,Terminal 5,1/2/2016,1300 - 1400,12,40,20,41,15,41,700,460,98,0,0,0,0,42,1300,6,28
ORD,Terminal 5,1/2/2016,1400 - 1500,10,36,11,35,10,36,1575,446,13,0,0,0,0,76,2110,9,31
ORD,Terminal 5,1/2/2016,1500 - 1600,8,31,14,33,10,33,1173,301,23,0,0,0,0,40,1537,7,28
ORD,Terminal 5,1/2/2016,1600 - 1700,11,40,8,28,10,40,934,90,102,0,0,0,0,32,1158,6,36
ORD,Terminal 5,1/2/2016,1700 - 1800,9,31,10,30,9,31,1257,244,6,0,0,0,0,38,1545,10,31
ORD,Terminal 5,1/2/2016,1800 - 1900,15,45,13,44,15,45,1694,1027,242,0,0,0,0,102,3065,16,28
ORD,Terminal 5,1/2/2016,1900 - 2000,17,48,14,48,16,48,547,276,141,18,0,0,0,26,1008,6,22
ORD,Terminal 5,1/2/2016,2000 - 2100,12,32,10,26,12,32,828,378,11,0,0,0,0,37,1254,8,9
ORD,Terminal 5,1/2/2016,2100 - 2200,6,17,6,11,6,17,401,7,0,0,0,0,0,18,426,3,7
ORD,Terminal 5,1/2/2016,2200 - 2300,6,19,9,19,6,19,264,16,0,0,0,0,0,11,291,2,8
ORD,Terminal 5,1/2/2016,2300 - 0000,7,15,6,15,7,15,151,0,0,0,0,0,0,2,153,1,8
ORD,Terminal 5,1/3/2016,0000 - 0100,18,41,17,37,18,41,99,176,15,0,0,0,0,12,302,2,5
ORD,Terminal 5,1/3/2016,0300 - 0400,5,20,4,16,5,20,146,8,0,0,0,0,0,4,158,1,5
ORD,Terminal 5,1/3/2016,0400 - 0500,6,24,8,17,6,24,271,14,0,0,0,0,0,9,294,2,8
ORD,Terminal 5,1/3/2016,0500 - 0600,13,41,18,43,15,43,346,235,58,0,0,0,0,23,662,3,14
ORD,Terminal 5,1/3/2016,0600 - 0700,4,27,16,27,11,27,154,106,0,0,0,0,0,9,269,1,16
ORD,Terminal 5,1/3/2016,0700 - 0800,4,20,6,21,6,21,480,36,0,0,0,0,0,17,533,3,17
ORD,Terminal 5,1/3/2016,0800 - 0900,14,39,24,39,20,39,94,117,51,0,0,0,0,4,266,1,14
ORD,Terminal 5,1/3/2016,0900 - 1000,5,21,11,25,8,25,511,109,0,0,0,0,0,20,640,3,15
ORD,Terminal 5,1/3/2016,1000 - 1100,5,25,9,25,7,25,282,29,0,0,0,0,0,12,323,2,15
ORD,Terminal 5,1/3/2016,1100 - 1200,6,18,9,18,7,18,453,38,0,0,0,0,0,23,514,2,19
ORD,Terminal 5,1/3/2016,1200 - 1300,10,41,16,45,13,45,939,463,91,0,0,0,0,53,1546,7,31
ORD,Terminal 5,1/3/2016,1300 - 1400,14,43,19,43,16,43,630,587,155,0,0,0,0,53,1425,6,29
ORD,Terminal 5,1/3/2016,1400 - 1500,10,33,13,33,11,33,704,233,7,0,0,0,0,35,979,4,26
ORD,Terminal 5,1/3/2016,1500 - 1600,10,51,17,50,13,51,1486,574,154,7,0,0,0,106,2327,11,37
ORD,Terminal 5,1/3/2016,1600 - 1700,6,27,14,28,12,28,584,320,0,0,0,0,0,48,952,6,36
ORD,Terminal 5,1/3/2016,1700 - 1800,12,45,13,45,12,45,1376,329,174,0,0,0,0,81,1960,10,23
ORD,Terminal 5,1/3/2016,1800 - 1900,9,25,9,25,9,25,1088,147,0,0,0,0,0,54,1289,8,24
ORD,Terminal 5,1/3/2016,1900 - 2000,12,32,11,33,11,33,1111,548,8,0,0,0,0,70,1737,9,25
ORD,Terminal 5,1/3/2016,2000 - 2100,11,21,13,32,12,32,416,151,12,0,0,0,0,29,608,3,18
ORD,Terminal 5,1/3/2016,2100 - 2200,6,12,9,12,6,12,175,0,0,0,0,0,0,7,182,1,6
ORD,Terminal 5,1/3/2016,2200 - 2300,9,20,10,20,9,20,120,34,0,0,0,0,0,9,163,1,7
ORD,Terminal 5,1/3/2016,2300 - 0000,5,13,4,13,5,13,150,0,0,0,0,0,0,4,154,1,7
ORD,Terminal 5,1/4/2016,0000 - 0100,11,26,15,25,12,26,101,55,0,0,0,0,0,6,162,1,7
ORD,Terminal 5,1/4/2016,0400 - 0500,32,54,35,52,32,54,0,64,78,11,0,0,0,4,157,1,14
ORD,Terminal 5,1/4/2016,0500 - 0600,7,42,14,42,11,42,418,89,52,0,0,0,0,24,583,2,15
ORD,Terminal 5,1/4/2016,0600 - 0700,5,6,6,11,6,11,26,0,0,0,0,0,0,1,27,1,4
ORD,Terminal 5,1/4/2016,0700 - 0800,3,24,12,37,11,37,315,107,29,0,0,0,0,15,466,2,15
ORD,Terminal 5,1/4/2016,0800 - 0900,8,39,33,69,27,69,173,85,93,83,37,0,0,16,487,2,15
ORD,Terminal 5,1/4/2016,0900 - 1000,4,27,11,26,7,27,246,65,0,0,0,0,0,15,326,2,10
ORD,Terminal 5,1/4/2016,1100 - 1200,1,12,4,18,2,18,389,4,0,0,0,0,0,14,407,2,17
ORD,Terminal 5,1/4/2016,1200 - 1300,17,62,23,62,21,62,268,238,154,47,4,0,0,25,736,7,31
ORD,Terminal 5,1/4/2016,1300 - 1400,15,30,20,35,17,35,104,148,8,0,0,0,0,9,269,2,17
ORD,Terminal 5,1/4/2016,1400 - 1500,15,56,21,56,18,56,592,390,226,41,0,0,0,43,1292,11,26
ORD,Terminal 5,1/4/2016,1500 - 1600,16,39,19,40,18,40,218,360,40,0,0,0,0,19,637,6,25
ORD,Terminal 5,1/4/2016,1600 - 1700,8,30,16,36,14,36,480,303,34,0,0,0,0,26,843,5,34
ORD,Terminal 5,1/4/2016,1700 - 1800,8,25,10,25,9,25,974,168,0,0,0,0,0,42,1184,6,27
ORD,Terminal 5,1/4/2016,1800 - 1900,11,32,11,31,11,32,1581,559,3,0,0,0,0,60,2203,12,29
ORD,Terminal 5,1/4/2016,1900 - 2000,13,36,11,32,12,36,765,334,14,0,0,0,0,27,1140,6,23
ORD,Terminal 5,1/4/2016,2000 - 2100,12,24,11,20,12,24,302,98,0,0,0,0,0,15,415,2,18
ORD,Terminal 5,1/4/2016,2100 - 2200,14,25,17,20,14,25,93,76,0,0,0,0,0,9,178,1,7
ORD,Terminal 5,1/4/2016,2300 - 0000,5,21,9,20,6,21,112,17,0,0,0,0,0,4,133,1,8
ORD,Terminal 5,1/5/2016,0000 - 0100,10,28,14,28,11,28,177,86,0,0,0,0,0,15,278,2,6
ORD,Terminal 5,1/5/2016,0400 - 0500,20,34,22,34,21,34,33,108,17,0,0,0,0,5,163,1,11
ORD,Terminal 5,1/5/2016,0500 - 0600,12,56,28,60,22,60,143,79,57,49,0,0,0,12,340,1,16
ORD,Terminal 5,1/5/2016,0600 - 0700,9,49,22,55,18,55,159,54,46,36,0,0,0,10,305,2,16
ORD,Terminal 5,1/5/2016,0700 - 0800,3,18,8,23,7,23,183,38,0,0,0,0,0,5,226,1,12
ORD,Terminal 5,1/5/2016,0800 - 0900,4,31,22,65,18,65,382,139,92,58,15,0,0,21,707,3,15
ORD,Terminal 5,1/5/2016,0900 - 1000,3,27,16,31,12,31,45,22,6,0,0,0,0,1,74,1,11
ORD,Terminal 5,1/5/2016,1000 - 1100,4,18,8,22,5,22,224,25,0,0,0,0,0,8,257,1,14
ORD,Terminal 5,1/5/2016,1100 - 1200,2,11,7,22,5,22,201,20,0,0,0,0,0,9,230,1,20
ORD,Terminal 5,1/5/2016,1200 - 1300,12,43,21,49,16,49,368,186,98,17,0,0,0,23,692,3,36
ORD,Terminal 5,1/5/2016,1300 - 1400,9,25,14,47,12,47,787,269,58,5,0,0,0,33,1152,5,34
ORD,Terminal 5,1/5/2016,1400 - 1500,12,63,18,68,14,68,1548,624,220,54,22,0,0,89,2557,11,33
ORD,Terminal 5,1/5/2016,1500 - 1600,15,53,28,73,21,73,510,388,175,92,30,0,0,38,1233,7,29
ORD,Terminal 5,1/5/2016,1600 - 1700,10,31,21,39,17,39,393,424,71,0,0,0,0,28,916,4,34
ORD,Terminal 5,1/5/2016,1700 - 1800,19,54,25,56,21,56,558,609,345,66,0,0,0,49,1627,8,28
ORD,Terminal 5,1/5/2016,1800 - 1900,14,36,20,39,16,39,771,896,97,0,0,0,0,56,1820,10,26
ORD,Terminal 5,1/5/2016,1900 - 2000,9,23,9,23,9,23,604,120,0,0,0,0,0,19,743,4,19
ORD,Terminal 5,1/5/2016,2000 - 2100,6,13,10,13,6,13,99,0,0,0,0,0,0,1,100,1,6
ORD,Terminal 5,1/5/2016,2100 - 2200,6,17,6,17,6,17,257,6,0,0,0,0,0,12,275,3,12
ORD,Terminal 5,1/5/2016,2300 - 0000,9,31,12,32,10,32,206,56,5,0,0,0,0,12,279,2,9
ORD,Terminal 5,1/6/2016,0000 - 0100,14,25,15,27,14,27,66,56,0,0,0,0,0,4,126,1,6
ORD,Terminal 5,1/6/2016,0500 - 0600,17,67,30,71,24,71,310,126,132,71,49,0,0,22,710,3,13
ORD,Terminal 5,1/6/2016,0600 - 0700,4,6,4,8,4,8,36,0,0,0,0,0,0,1,37,1,4
ORD,Terminal 5,1/6/2016,0700 - 0800,7,19,13,49,11,49,172,52,8,2,0,0,0,8,242,1,13
ORD,Terminal 5,1/6/2016,0800 - 0900,8,39,19,44,16,44,255,133,83,0,0,0,0,15,486,2,13
ORD,Terminal 5,1/6/2016,0900 - 1000,9,47,38,62,32,62,59,46,77,71,5,0,0,10,268,2,16
ORD,Terminal 5,1/6/2016,1000 - 1100,5,25,11,25,8,25,178,47,0,0,0,0,0,5,230,1,14
ORD,Terminal 5,1/6/2016,1100 - 1200,7,41,14,42,11,42,439,99,70,0,0,0,0,17,625,3,22
ORD,Terminal 5,1/6/2016,1200 - 1300,8,40,16,47,12,47,423,128,46,6,0,0,0,14,617,2,26
ORD,Terminal 5,1/6/2016,1300 - 1400,13,46,22,47,17,47,475,230,141,7,0,0,0,27,880,5,23
ORD,Terminal 5,1/6/2016,1400 - 1500,15,84,38,112,26,112,1016,754,338,211,215,37,0,84,2655,10,30
ORD,Terminal 5,1/6/2016,1500 - 1600,11,71,36,89,21,89,642,136,79,76,96,0,0,36,1065,7,30
ORD,Terminal 5,1/6/2016,1600 - 1700,9,21,10,23,10,23,143,42,0,0,0,0,0,4,189,2,14
ORD,Terminal 5,1/6/2016,1700 - 1800,10,33,12,35,11,35,930,311,6,0,0,0,0,49,1296,6,25
ORD,Terminal 5,1/6/2016,1800 - 1900,21,68,32,84,25,84,888,665,442,268,113,0,0,102,2478,13,25
ORD,Terminal 5,1/6/2016,1900 - 2000,18,54,24,63,20,63,254,82,116,29,6,0,0,14,501,3,18
ORD,Terminal 5,1/6/2016,2100 - 2200,9,23,11,23,9,23,351,46,0,0,0,0,0,19,416,3,9
ORD,Terminal 5,1/6/2016,2300 - 0000,20,61,33,63,24,63,136,37,49,54,5,0,0,14,295,2,5
ORD,Terminal 5,1/7/2016,0000 - 0100,9,22,12,22,10,22,101,40,0,0,0,0,0,5,146,1,7
ORD,Terminal 5,1/7/2016,0500 - 0600,9,64,34,73,24,73,366,112,62,95,79,0,0,28,742,3,13
ORD,Terminal 5,1/7/2016,0700 - 0800,8,33,14,40,12,40,336,91,45,0,0,0,0,17,489,3,10
ORD,Terminal 5,1/7/2016,0800 - 0900,7,39,18,40,13,40,175,77,28,0,0,0,0,9,289,2,10
ORD,Terminal 5,1/7/2016,1000 - 1100,8,21,10,22,9,22,198,50,0,0,0,0,0,8,256,1,14
ORD,Terminal 5,1/7/2016,1100 - 1200,3,22,8,22,5,22,356,35,0,0,0,0,0,16,407,2,16
ORD,Terminal 5,1/7/2016,1200 - 1300,8,30,14,35,11,35,503,176,17,0,0,0,0,22,718,3,26
ORD,Terminal 5,1/7/2016,1300 - 1400,16,61,26,66,22,66,525,447,172,121,22,0,0,42,1329,7,28
ORD,Terminal 5,1/7/2016,1400 - 1500,10,48,23,67,17,67,851,334,167,83,3,0,0,53,1491,7,24
ORD,Terminal 5,1/7/2016,1500 - 1600,11,62,37,71,23,71,527,140,174,120,73,0,0,36,1070,6,30
ORD,Terminal 5,1/7/2016,1600 - 1700,9,34,25,50,20,50,278,170,130,26,0,0,0,20,624,5,36
ORD,Terminal 5,1/7/2016,1700 - 1800,8,56,30,83,21,83,762,273,166,141,70,0,0,56,1468,9,27
ORD,Terminal 5,1/7/2016,1800 - 1900,10,60,37,87,20,87,878,278,83,104,125,0,0,50,1518,8,28
ORD,Terminal 5,1/7/2016,1900 - 2000,7,32,21,47,11,47,681,107,88,6,0,0,0,27,909,6,26
ORD,Terminal 5,1/7/2016,2000 - 2100,5,15,9,15,6,15,107,0,0,0,0,0,0,4,111,1,10
ORD,Terminal 5,1/7/2016,2100 - 2200,6,26,11,28,9,28,360,73,0,0,0,0,0,12,445,2,17
ORD,Terminal 5,1/7/2016,2200 - 2300,12,29,17,30,14,30,77,62,0,0,0,0,0,8,147,1,6
ORD,Terminal 5,1/7/2016,2300 - 0000,8,30,16,31,12,31,93,38,4,0,0,0,0,2,137,1,6
ORD,Terminal 5,1/8/2016,0000 - 0100,10,19,11,19,10,19,94,23,0,0,0,0,0,3,120,1,6
ORD,Terminal 5,1/8/2016,0400 - 0500,10,27,18,28,12,28,79,40,0,0,0,0,0,6,125,1,9
ORD,Terminal 5,1/8/2016,0600 - 0700,9,65,22,69,18,69,315,131,71,34,18,0,0,14,583,2,14
ORD,Terminal 5,1/8/2016,0700 - 0800,25,64,47,75,40,75,20,72,44,51,47,0,0,8,242,2,12
ORD,Terminal 5,1/8/2016,0800 - 0900,5,51,28,67,20,67,235,92,122,49,1,0,0,16,515,3,15
ORD,Terminal 5,1/8/2016,0900 - 1000,1,8,52,71,47,71,25,12,46,76,70,0,0,4,233,1,17
ORD,Terminal 5,1/8/2016,1100 - 1200,3,23,12,27,8,27,465,112,0,0,0,0,0,16,593,3,17
ORD,Terminal 5,1/8/2016,1200 - 1300,9,43,17,45,13,45,674,329,54,0,0,0,0,30,1087,5,36
ORD,Terminal 5,1/8/2016,1300 - 1400,9,57,25,57,17,57,497,243,141,36,0,0,0,32,949,5,36
ORD,Terminal 5,1/8/2016,1400 - 1500,7,76,28,96,20,96,1229,443,166,126,136,10,0,75,2185,9,32
ORD,Terminal 5,1/8/2016,1500 - 1600,9,75,38,91,23,91,644,129,116,93,121,7,0,40,1150,8,26
ORD,Terminal 5,1/8/2016,1600 - 1700,10,41,35,65,24,65,451,272,177,172,15,0,0,37,1124,6,31
ORD,Terminal 5,1/8/2016,1700 - 1800,9,53,22,54,14,54,733,244,91,32,0,0,0,33,1133,7,31
ORD,Terminal 5,1/8/2016,1800 - 1900,13,45,19,47,15,47,785,523,121,6,0,0,0,47,1482,9,29
ORD,Terminal 5,1/8/2016,1900 - 2000,9,36,16,40,12,40,492,188,34,0,0,0,0,23,737,4,22
ORD,Terminal 5,1/8/2016,2000 - 2100,12,22,15,21,12,22,97,37,0,0,0,0,0,3,137,1,15
ORD,Terminal 5,1/8/2016,2100 - 2200,6,24,11,24,8,24,320,43,0,0,0,0,0,13,376,2,16
ORD,Terminal 5,1/8/2016,2300 - 0000,9,26,15,27,11,27,178,55,0,0,0,0,0,9,242,2,7
ORD,Terminal 5,1/9/2016,0000 - 0100,30,44,29,43,30,44,0,65,56,0,0,0,0,3,124,1,5
ORD,Terminal 5,1/9/2016,0400 - 0500,11,24,14,24,12,24,81,47,0,0,0,0,0,3,131,1,10
ORD,Terminal 5,1/9/2016,0500 - 0600,9,15,9,21,9,21,122,5,0,0,0,0,0,4,131,1,9
ORD,Terminal 5,1/9/2016,0600 - 0700,3,15,10,23,8,23,200,57,0,0,0,0,0,8,265,1,12
ORD,Terminal 5,1/9/2016,0700 - 0800,9,39,19,46,16,46,426,238,129,2,0,0,0,26,821,4,18
ORD,Terminal 5,1/9/2016,0800 - 0900,4,29,18,36,15,36,234,193,29,0,0,0,0,14,470,2,18
ORD,Terminal 5,1/9/2016,0900 - 1000,3,8,6,11,5,11,53,0,0,0,0,0,0,2,55,1,11
ORD,Terminal 5,1/9/2016,1000 - 1100,1,9,5,14,3,14,190,0,0,0,0,0,0,8,198,1,16
ORD,Terminal 5,1/9/2016,1100 - 1200,11,25,14,27,12,27,245,134,0,0,0,0,0,14,393,2,20
ORD,Terminal 5,1/9/2016,1200 - 1300,10,58,21,78,16,78,725,234,87,64,25,0,0,35,1170,6,33
ORD,Terminal 5,1/9/2016,1300 - 1400,10,59,23,69,18,69,775,368,206,68,21,0,0,55,1493,7,37
ORD,Terminal 5,1/9/2016,1400 - 1500,16,102,47,111,34,111,792,566,287,210,435,103,0,92,2485,11,35
ORD,Terminal 5,1/9/2016,1500 - 1600,8,54,46,108,27,108,453,69,47,32,116,40,0,27,784,4,31
ORD,Terminal 5,1/9/2016,1600 - 1700,9,54,38,68,25,68,482,173,266,174,34,0,0,41,1170,6,43
ORD,Terminal 5,1/9/2016,1700 - 1800,7,38,15,43,10,43,1403,356,49,0,0,0,0,62,1870,13,35
ORD,Terminal 5,1/9/2016,1800 - 1900,12,45,18,45,14,45,1164,606,183,0,0,0,0,62,2015,13,31
ORD,Terminal 5,1/9/2016,1900 - 2000,9,28,9,28,9,28,1083,213,0,0,0,0,0,41,1337,9,22
ORD,Terminal 5,1/9/2016,2000 - 2100,8,27,13,29,10,29,685,178,0,0,0,0,0,27,890,6,20
ORD,Terminal 5,1/9/2016,2100 - 2200,6,19,6,19,6,19,307,8,0,0,0,0,0,15,330,2,7
ORD,Terminal 5,1/9/2016,2200 - 2300,16,60,24,59,18,60,208,94,49,21,0,0,0,14,386,3,6
ORD,Terminal 5,1/9/2016,2300 - 0000,17,35,20,30,18,35,59,92,4,0,0,0,0,2,157,1,8
ORD,Terminal 5,1/10/2016,0300 - 0400,17,35,21,33,17,35,41,41,13,0,0,0,0,5,100,1,4
ORD,Terminal 5,1/10/2016,0400 - 0500,27,42,32,42,30,42,0,65,50,0,0,0,0,4,119,1,9
ORD,Terminal 5,1/10/2016,0500 - 0600,2,24,12,29,9,29,186,75,0,0,0,0,0,6,267,1,9
ORD,Terminal 5,1/10/2016,0600 - 0700,7,47,29,66,20,66,178,69,37,35,15,0,0,9,343,1,11
ORD,Terminal 5,1/10/2016,0700 - 0800,6,27,24,57,21,57,133,28,32,47,0,0,0,6,246,1,12
ORD,Terminal 5,1/10/2016,0800 - 0900,4,28,16,37,13,37,283,159,55,0,0,0,0,13,510,2,12
ORD,Terminal 5,1/10/2016,0900 - 1000,5,70,37,71,27,71,168,82,62,68,44,0,0,10,434,3,15
ORD,Terminal 5,1/10/2016,1000 - 1100,2,15,11,24,7,24,157,38,0,0,0,0,0,38,233,2,13
ORD,Terminal 5,1/10/2016,1100 - 1200,2,19,14,33,10,33,289,143,4,0,0,0,0,15,451,2,19
ORD,Terminal 5,1/10/2016,1200 - 1300,14,38,19,47,17,47,376,311,88,3,0,0,0,25,803,5,34
ORD,Terminal 5,1/10/2016,1300 - 1400,9,40,14,41,12,41,1056,472,81,0,0,0,0,53,1662,8,36
ORD,Terminal 5,1/10/2016,1400 - 1500,10,42,22,69,17,69,976,417,198,102,22,0,0,62,1777,8,32
ORD,Terminal 5,1/10/2016,1500 - 1600,11,76,39,89,26,89,698,195,127,163,204,0,0,49,1436,7,38
ORD,Terminal 5,1/10/2016,1600 - 1700,9,35,14,38,11,38,671,270,22,0,0,0,0,28,991,6,31
ORD,Terminal 5,1/10/2016,1700 - 1800,12,58,25,59,17,59,534,219,109,46,0,0,0,27,935,6,29
ORD,Terminal 5,1/10/2016,1800 - 1900,10,50,20,71,14,71,1179,425,107,47,21,0,0,53,1832,10,33
ORD,Terminal 5,1/10/2016,1900 - 2000,12,61,33,80,23,80,815,333,199,212,73,0,0,57,1689,8,26
ORD,Terminal 5,1/10/2016,2000 - 2100,12,44,37,71,24,71,290,63,54,27,77,0,0,18,529,3,13
ORD,Terminal 5,1/10/2016,2100 - 2200,5,11,7,10,5,11,161,0,0,0,0,0,0,8,169,1,5
ORD,Terminal 5,1/10/2016,2200 - 2300,7,19,9,19,7,19,102,10,0,0,0,0,0,4,116,1,6
ORD,Terminal 5,1/11/2016,0100 - 0200,11,22,10,22,11,22,118,39,0,0,0,0,0,3,160,1,7
ORD,Terminal 5,1/11/2016,0400 - 0500,22,54,30,55,25,55,70,96,48,33,0,0,0,11,258,2,11
ORD,Terminal 5,1/11/2016,0600 - 0700,8,39,28,63,22,63,279,114,102,75,15,0,0,15,600,2,12
ORD,Terminal 5,1/11/2016,0700 - 0800,6,19,12,38,11,38,178,57,15,0,0,0,0,7,257,2,11
ORD,Terminal 5,1/11/2016,0800 - 0900,6,29,25,63,20,63,255,76,72,68,5,0,0,18,494,2,12
ORD,Terminal 5,1/11/2016,0900 - 1000,3,10,35,59,31,59,53,57,79,69,0,0,0,9,267,2,14
ORD,Terminal 5,1/11/2016,1000 - 1100,2,21,9,28,7,28,120,31,0,0,0,0,0,3,154,1,11
ORD,Terminal 5,1/11/2016,1100 - 1200,3,37,16,43,11,43,289,94,54,0,0,0,0,12,449,2,18
ORD,Terminal 5,1/11/2016,1200 - 1300,4,17,8,25,6,25,403,48,0,0,0,0,0,14,465,2,28
ORD,Terminal 5,1/11/2016,1300 - 1400,12,41,17,51,15,51,875,592,138,17,0,0,0,52,1674,9,38
ORD,Terminal 5,1/11/2016,1400 - 1500,9,54,16,59,13,59,806,341,68,15,0,0,0,43,1273,6,39
ORD,Terminal 5,1/11/2016,1500 - 1600,11,71,24,75,18,75,973,359,271,87,42,0,0,52,1784,9,38
ORD,Terminal 5,1/11/2016,1600 - 1700,18,62,21,90,20,90,410,230,163,36,10,0,0,32,881,6,26
ORD,Terminal 5,1/11/2016,1700 - 1800,12,38,46,75,29,75,222,161,89,89,93,0,0,25,679,3,25
ORD,Terminal 5,1/11/2016,1800 - 1900,11,46,20,48,15,48,663,373,117,7,0,0,0,67,1227,7,27
ORD,Terminal 5,1/11/2016,1900 - 2000,17,46,20,54,18,54,383,369,108,15,0,0,0,50,925,6,23
ORD,Terminal 5,1/11/2016,2000 - 2100,14,60,33,78,23,78,385,245,166,75,46,0,0,32,949,5,17
ORD,Terminal 5,1/11/2016,2100 - 2200,6,18,18,41,10,41,210,13,33,0,0,0,0,16,272,2,10
ORD,Terminal 5,1/11/2016,2200 - 2300,6,17,9,17,7,17,82,6,0,0,0,0,0,4,92,1,6
ORD,Terminal 5,1/11/2016,2300 - 0000,10,18,10,17,10,18,126,16,0,0,0,0,0,4,146,1,8
ORD,Terminal 5,1/12/2016,0000 - 0100,8,18,10,19,9,19,121,22,0,0,0,0,0,7,150,1,9
ORD,Terminal 5,1/12/2016,0400 - 0500,23,43,31,43,26,43,9,46,28,0,0,0,0,3,86,1,6
ORD,Terminal 5,1/12/2016,0600 - 0700,10,83,38,100,30,100,259,76,82,53,76,29,0,18,593,2,15
ORD,Terminal 5,1/12/2016,0700 - 0800,9,59,32,62,27,62,190,21,77,146,8,0,0,13,455,2,17
ORD,Terminal 5,1/12/2016,0800 - 0900,7,34,20,34,14,34,147,90,20,0,0,0,0,12,269,1,17
ORD,Terminal 5,1/12/2016,0900 - 1000,5,12,18,37,17,37,98,94,26,0,0,0,0,7,225,2,17
ORD,Terminal 5,1/12/2016,1000 - 1100,6,21,12,24,10,24,159,52,0,0,0,0,0,7,218,1,22
ORD,Terminal 5,1/12/2016,1100 - 1200,9,24,14,30,12,30,262,108,0,0,0,0,0,10,380,2,21
ORD,Terminal 5,1/12/2016,1200 - 1300,7,26,10,30,9,30,601,130,0,0,0,0,0,28,759,4,28
ORD,Terminal 5,1/12/2016,1300 - 1400,15,67,28,69,24,69,323,382,215,62,40,0,0,34,1056,5,34
ORD,Terminal 5,1/12/2016,1400 - 1500,9,42,24,64,18,64,795,435,211,63,9,0,0,54,1567,7,32
ORD,Terminal 5,1/12/2016,1500 - 1600,9,44,26,55,18,55,526,168,194,46,0,0,0,29,963,7,28
