Id,Id2,Geography,Total:,Urban:,Urban: - Inside urbanized areas,Urban: - Inside urban clusters,Rural,Not defined for this file
8600000US54173,54173,ZCTA5 54173,4095,2358,2358,0,1737,0
8600000US54174,54174,ZCTA5 54174,3013,0,0,0,3013,0
8600000US54175,54175,ZCTA5 54175,1018,0,0,0,1018,0
8600000US54177,54177,ZCTA5 54177,2898,0,0,0,2898,0
8600000US54180,54180,ZCTA5 54180,2861,2524,0,2524,337,0
8600000US54201,54201,ZCTA5 54201,5345,3070,0,3070,2275,0
8600000US54202,54202,ZCTA5 54202,1240,0,0,0,1240,0
8600000US54204,54204,ZCTA5 54204,1819,0,0,0,1819,0
8600000US54205,54205,ZCTA5 54205,2177,0,0,0,2177,0
8600000US54207,54207,ZCTA5 54207,176,0,0,0,176,0
8600000US54208,54208,ZCTA5 54208,6061,0,0,0,6061,0
8600000US54209,54209,ZCTA5 54209,1195,0,0,0,1195,0
8600000US54210,54210,ZCTA5 54210,897,0,0,0,897,0
8600000US54211,54211,ZCTA5 54211,277,0,0,0,277,0
8600000US54212,54212,ZCTA5 54212,997,0,0,0,997,0
8600000US54213,54213,ZCTA5 54213,1276,0,0,0,1276,0
8600000US54214,54214,ZCTA5 54214,334,0,0,0,334,0
8600000US54216,54216,ZCTA5 54216,6276,2622,0,2622,3654,0
8600000US54217,54217,ZCTA5 54217,7405,0,0,0,7405,0
8600000US54220,54220,ZCTA5 54220,40220,34405,0,34405,5815,0
8600000US54227,54227,ZCTA5 54227,1568,0,0,0,1568,0
8600000US54228,54228,ZCTA5 54228,2682,0,0,0,2682,0
8600000US54229,54229,ZCTA5 54229,4306,912,912,0,3394,0
8600000US54230,54230,ZCTA5 54230,4782,0,0,0,4782,0
8600000US54232,54232,ZCTA5 54232,779,0,0,0,779,0
8600000US54234,54234,ZCTA5 54234,1614,0,0,0,1614,0
8600000US54235,54235,ZCTA5 54235,17203,8617,0,8617,8586,0
8600000US54241,54241,ZCTA5 54241,14884,11955,0,11955,2929,0
8600000US54245,54245,ZCTA5 54245,2259,0,0,0,2259,0
8600000US54246,54246,ZCTA5 54246,708,0,0,0,708,0
8600000US54247,54247,ZCTA5 54247,2339,0,0,0,2339,0
8600000US54301,54301,ZCTA5 54301,22742,22742,22742,0,0,0
8600000US54302,54302,ZCTA5 54302,30611,30611,30611,0,0,0
8600000US54303,54303,ZCTA5 54303,27041,26995,26995,0,46,0
8600000US54304,54304,ZCTA5 54304,28153,28153,28153,0,0,0
8600000US54307,54307,ZCTA5 54307,1092,1092,1092,0,0,0
8600000US54311,54311,ZCTA5 54311,33580,29491,29491,0,4089,0
8600000US54313,54313,ZCTA5 54313,35897,30481,30481,0,5416,0
8600000US54401,54401,ZCTA5 54401,30702,24926,24926,0,5776,0
8600000US54403,54403,ZCTA5 54403,24272,19155,19155,0,5117,0
8600000US54405,54405,ZCTA5 54405,3032,2138,0,2138,894,0
8600000US54406,54406,ZCTA5 54406,3469,0,0,0,3469,0
8600000US54407,54407,ZCTA5 54407,1515,0,0,0,1515,0
8600000US54408,54408,ZCTA5 54408,1068,0,0,0,1068,0
8600000US54409,54409,ZCTA5 54409,13238,8158,0,8158,5080,0
8600000US54410,54410,ZCTA5 54410,2392,0,0,0,2392,0
8600000US54411,54411,ZCTA5 54411,5406,0,0,0,5406,0
8600000US54412,54412,ZCTA5 54412,2181,0,0,0,2181,0
8600000US54413,54413,ZCTA5 54413,191,0,0,0,191,0
8600000US54414,54414,ZCTA5 54414,3404,0,0,0,3404,0
8600000US54416,54416,ZCTA5 54416,1684,0,0,0,1684,0
8600000US54417,54417,ZCTA5 54417,46,0,0,0,46,0
8600000US54418,54418,ZCTA5 54418,1080,0,0,0,1080,0
8600000US54420,54420,ZCTA5 54420,1307,0,0,0,1307,0
8600000US54421,54421,ZCTA5 54421,3455,1828,0,1828,1627,0
8600000US54422,54422,ZCTA5 54422,1209,0,0,0,1209,0
8600000US54423,54423,ZCTA5 54423,2343,0,0,0,2343,0
8600000US54424,54424,ZCTA5 54424,1651,0,0,0,1651,0
8600000US54425,54425,ZCTA5 54425,2036,0,0,0,2036,0
8600000US54426,54426,ZCTA5 54426,4479,0,0,0,4479,0
8600000US54427,54427,ZCTA5 54427,1099,0,0,0,1099,0
8600000US54428,54428,ZCTA5 54428,1127,0,0,0,1127,0
8600000US54430,54430,ZCTA5 54430,135,0,0,0,135,0
8600000US54433,54433,ZCTA5 54433,1845,0,0,0,1845,0
8600000US54435,54435,ZCTA5 54435,2010,0,0,0,2010,0
8600000US54436,54436,ZCTA5 54436,2203,0,0,0,2203,0
8600000US54437,54437,ZCTA5 54437,3077,0,0,0,3077,0
8600000US54440,54440,ZCTA5 54440,2964,0,0,0,2964,0
8600000US54441,54441,ZCTA5 54441,828,562,0,562,266,0
8600000US54442,54442,ZCTA5 54442,1177,0,0,0,1177,0
8600000US54443,54443,ZCTA5 54443,2137,0,0,0,2137,0
8600000US54446,54446,ZCTA5 54446,3123,0,0,0,3123,0
8600000US54447,54447,ZCTA5 54447,498,0,0,0,498,0
8600000US54448,54448,ZCTA5 54448,4249,0,0,0,4249,0
8600000US54449,54449,ZCTA5 54449,26418,18859,0,18859,7559,0
8600000US54450,54450,ZCTA5 54450,436,0,0,0,436,0
8600000US54451,54451,ZCTA5 54451,11755,4046,0,4046,7709,0
8600000US54452,54452,ZCTA5 54452,19360,10282,0,10282,9078,0
8600000US54454,54454,ZCTA5 54454,1279,0,0,0,1279,0
8600000US54455,54455,ZCTA5 54455,17029,9327,9327,0,7702,0
8600000US54456,54456,ZCTA5 54456,6085,0,0,0,6085,0
8600000US54457,54457,ZCTA5 54457,8539,2253,0,2253,6286,0
8600000US54458,54458,ZCTA5 54458,124,0,0,0,124,0
8600000US54459,54459,ZCTA5 54459,1148,0,0,0,1148,0
8600000US54460,54460,ZCTA5 54460,2746,0,0,0,2746,0
8600000US54462,54462,ZCTA5 54462,348,0,0,0,348,0
8600000US54463,54463,ZCTA5 54463,684,0,0,0,684,0
8600000US54465,54465,ZCTA5 54465,536,0,0,0,536,0
8600000US54466,54466,ZCTA5 54466,2815,0,0,0,2815,0
8600000US54467,54467,ZCTA5 54467,13635,11862,0,11862,1773,0
8600000US54469,54469,ZCTA5 54469,1792,1726,0,1726,66,0
8600000US54470,54470,ZCTA5 54470,2068,0,0,0,2068,0
8600000US54471,54471,ZCTA5 54471,1854,44,44,0,1810,0
8600000US54473,54473,ZCTA5 54473,2700,0,0,0,2700,0
8600000US54474,54474,ZCTA5 54474,4019,4019,4019,0,0,0
8600000US54475,54475,ZCTA5 54475,1482,0,0,0,1482,0
8600000US54476,54476,ZCTA5 54476,18580,17161,17161,0,1419,0
8600000US54479,54479,ZCTA5 54479,4119,0,0,0,4119,0
8600000US54480,54480,ZCTA5 54480,1332,0,0,0,1332,0
8600000US54481,54481,ZCTA5 54481,29340,27382,0,27382,1958,0
8600000US54482,54482,ZCTA5 54482,8955,4979,0,4979,3976,0
8600000US54484,54484,ZCTA5 54484,4984,0,0,0,4984,0
8600000US54485,54485,ZCTA5 54485,322,0,0,0,322,0
8600000US54486,54486,ZCTA5 54486,2290,0,0,0,2290,0
8600000US54487,54487,ZCTA5 54487,9594,2926,0,2926,6668,0
8600000US54488,54488,ZCTA5 54488,1262,0,0,0,1262,0
8600000US54489,54489,ZCTA5 54489,1550,0,0,0,1550,0
8600000US54490,54490,ZCTA5 54490,893,0,0,0,893,0
8600000US54491,54491,ZCTA5 54491,1652,0,0,0,1652,0
8600000US54493,54493,ZCTA5 54493,668,0,0,0,668,0
8600000US54494,54494,ZCTA5 54494,27126,20149,0,20149,6977,0
8600000US54495,54495,ZCTA5 54495,7637,5041,0,5041,2596,0
8600000US54498,54498,ZCTA5 54498,2421,0,0,0,2421,0
8600000US54499,54499,ZCTA5 54499,3223,0,0,0,3223,0
8600000US54501,54501,ZCTA5 54501,20019,9010,0,9010,11009,0
8600000US54511,54511,ZCTA5 54511,1216,0,0,0,1216,0
8600000US54512,54512,ZCTA5 54512,833,0,0,0,833,0
8600000US54513,54513,ZCTA5 54513,478,0,0,0,478,0
8600000US54514,54514,ZCTA5 54514,1717,0,0,0,1717,0
8600000US54515,54515,ZCTA5 54515,472,0,0,0,472,0
8600000US54517,54517,ZCTA5 54517,112,0,0,0,112,0
8600000US54519,54519,ZCTA5 54519,1231,0,0,0,1231,0
8600000US54520,54520,ZCTA5 54520,4141,0,0,0,4141,0
8600000US54521,54521,ZCTA5 54521,7509,0,0,0,7509,0
8600000US54524,54524,ZCTA5 54524,670,0,0,0,670,0
8600000US54525,54525,ZCTA5 54525,279,226,0,226,53,0
8600000US54526,54526,ZCTA5 54526,919,0,0,0,919,0
8600000US54527,54527,ZCTA5 54527,1081,0,0,0,1081,0
8600000US54529,54529,ZCTA5 54529,1133,0,0,0,1133,0
8600000US54530,54530,ZCTA5 54530,868,0,0,0,868,0
8600000US54531,54531,ZCTA5 54531,1454,0,0,0,1454,0
8600000US54534,54534,ZCTA5 54534,2459,1281,0,1281,1178,0
8600000US54536,54536,ZCTA5 54536,184,0,0,0,184,0
8600000US54537,54537,ZCTA5 54537,561,0,0,0,561,0
8600000US54538,54538,ZCTA5 54538,3137,0,0,0,3137,0
8600000US54539,54539,ZCTA5 54539,1383,0,0,0,1383,0
8600000US54540,54540,ZCTA5 54540,947,0,0,0,947,0
8600000US54541,54541,ZCTA5 54541,1552,0,0,0,1552,0
8600000US54542,54542,ZCTA5 54542,470,0,0,0,470,0
8600000US54545,54545,ZCTA5 54545,736,0,0,0,736,0
8600000US54546,54546,ZCTA5 54546,1266,0,0,0,1266,0
8600000US54547,54547,ZCTA5 54547,1392,0,0,0,1392,0
8600000US54548,54548,ZCTA5 54548,4626,0,0,0,4626,0
8600000US54550,54550,ZCTA5 54550,685,398,0,398,287,0
8600000US54552,54552,ZCTA5 54552,4416,0,0,0,4416,0
8600000US54554,54554,ZCTA5 54554,1120,0,0,0,1120,0
8600000US54555,54555,ZCTA5 54555,4872,0,0,0,4872,0
8600000US54556,54556,ZCTA5 54556,1298,0,0,0,1298,0
8600000US54557,54557,ZCTA5 54557,925,0,0,0,925,0
8600000US54558,54558,ZCTA5 54558,2177,0,0,0,2177,0
8600000US54559,54559,ZCTA5 54559,795,0,0,0,795,0
8600000US54560,54560,ZCTA5 54560,589,0,0,0,589,0
8600000US54561,54561,ZCTA5 54561,35,0,0,0,35,0
8600000US54562,54562,ZCTA5 54562,1948,0,0,0,1948,0
8600000US54563,54563,ZCTA5 54563,720,0,0,0,720,0
8600000US54564,54564,ZCTA5 54564,387,0,0,0,387,0
8600000US54565,54565,ZCTA5 54565,60,0,0,0,60,0
8600000US54566,54566,ZCTA5 54566,1496,0,0,0,1496,0
8600000US54568,54568,ZCTA5 54568,5198,0,0,0,5198,0
8600000US54601,54601,ZCTA5 54601,49282,44274,44274,0,5008,0
8600000US54603,54603,ZCTA5 54603,14305,14305,14305,0,0,0
8600000US54610,54610,ZCTA5 54610,1624,0,0,0,1624,0
8600000US54611,54611,ZCTA5 54611,1307,0,0,0,1307,0
8600000US54612,54612,ZCTA5 54612,5152,2993,0,2993,2159,0
8600000US54613,54613,ZCTA5 54613,1826,0,0,0,1826,0
8600000US54614,54614,ZCTA5 54614,2947,0,0,0,2947,0
8600000US54615,54615,ZCTA5 54615,10742,5677,0,5677,5065,0
8600000US54616,54616,ZCTA5 54616,2601,0,0,0,2601,0
8600000US54618,54618,ZCTA5 54618,2262,0,0,0,2262,0
8600000US54619,54619,ZCTA5 54619,3923,0,0,0,3923,0
8600000US54621,54621,ZCTA5 54621,1147,0,0,0,1147,0
8600000US54622,54622,ZCTA5 54622,2121,0,0,0,2121,0
8600000US54623,54623,ZCTA5 54623,1930,0,0,0,1930,0
8600000US54624,54624,ZCTA5 54624,1383,0,0,0,1383,0
8600000US54625,54625,ZCTA5 54625,240,0,0,0,240,0
8600000US54626,54626,ZCTA5 54626,1215,0,0,0,1215,0
8600000US54627,54627,ZCTA5 54627,1819,0,0,0,1819,0
8600000US54628,54628,ZCTA5 54628,1092,0,0,0,1092,0
8600000US54629,54629,ZCTA5 54629,2576,0,0,0,2576,0
8600000US54630,54630,ZCTA5 54630,3770,0,0,0,3770,0
8600000US54631,54631,ZCTA5 54631,1844,0,0,0,1844,0
8600000US54632,54632,ZCTA5 54632,1247,0,0,0,1247,0
8600000US54634,54634,ZCTA5 54634,4258,0,0,0,4258,0
8600000US54635,54635,ZCTA5 54635,1799,0,0,0,1799,0
8600000US54636,54636,ZCTA5 54636,13737,9918,9918,0,3819,0
8600000US54637,54637,ZCTA5 54637,187,0,0,0,187,0
8600000US54638,54638,ZCTA5 54638,1487,0,0,0,1487,0
8600000US54639,54639,ZCTA5 54639,2397,0,0,0,2397,0
8600000US54641,54641,ZCTA5 54641,2,0,0,0,2,0
8600000US54642,54642,ZCTA5 54642,2125,0,0,0,2125,0
8600000US54643,54643,ZCTA5 54643,12,0,0,0,12,0
8600000US54644,54644,ZCTA5 54644,1434,0,0,0,1434,0
8600000US54645,54645,ZCTA5 54645,81,0,0,0,81,0
8600000US54646,54646,ZCTA5 54646,3899,0,0,0,3899,0
8600000US54648,54648,ZCTA5 54648,1737,0,0,0,1737,0
8600000US54650,54650,ZCTA5 54650,23377,21471,21471,0,1906,0
8600000US54651,54651,ZCTA5 54651,1382,0,0,0,1382,0
8600000US54652,54652,ZCTA5 54652,953,0,0,0,953,0
8600000US54653,54653,ZCTA5 54653,894,0,0,0,894,0
8600000US54654,54654,ZCTA5 54654,153,0,0,0,153,0
8600000US54655,54655,ZCTA5 54655,1778,0,0,0,1778,0
8600000US54656,54656,ZCTA5 54656,17377,9907,0,9907,7470,0
8600000US54657,54657,ZCTA5 54657,411,0,0,0,411,0
8600000US54658,54658,ZCTA5 54658,2501,233,233,0,2268,0
8600000US54659,54659,ZCTA5 54659,1409,0,0,0,1409,0
8600000US54660,54660,ZCTA5 54660,15688,9002,0,9002,6686,0
8600000US54661,54661,ZCTA5 54661,3415,0,0,0,3415,0
8600000US54664,54664,ZCTA5 54664,1516,0,0,0,1516,0
8600000US54665,54665,ZCTA5 54665,8427,4097,0,4097,4330,0
8600000US54666,54666,ZCTA5 54666,2593,0,0,0,2593,0
8600000US54667,54667,ZCTA5 54667,4599,0,0,0,4599,0
8600000US54669,54669,ZCTA5 54669,7619,5309,5309,0,2310,0
8600000US54670,54670,ZCTA5 54670,1878,0,0,0,1878,0
8600000US54701,54701,ZCTA5 54701,38803,33205,33205,0,5598,0
8600000US54703,54703,ZCTA5 54703,42272,38138,38138,0,4134,0
8600000US54720,54720,ZCTA5 54720,7039,7037,7037,0,2,0
8600000US54721,54721,ZCTA5 54721,1373,0,0,0,1373,0
8600000US54722,54722,ZCTA5 54722,4016,0,0,0,4016,0
8600000US54723,54723,ZCTA5 54723,1191,0,0,0,1191,0
8600000US54724,54724,ZCTA5 54724,7174,3348,0,3348,3826,0
8600000US54725,54725,ZCTA5 54725,2897,0,0,0,2897,0
8600000US54726,54726,ZCTA5 54726,1690,0,0,0,1690,0
8600000US54727,54727,ZCTA5 54727,4915,79,79,0,4836,0
8600000US54728,54728,ZCTA5 54728,6139,2700,0,2700,3439,0
8600000US54729,54729,ZCTA5 54729,31469,24393,24393,0,7076,0
8600000US54730,54730,ZCTA5 54730,4903,401,0,401,4502,0
8600000US54731,54731,ZCTA5 54731,802,0,0,0,802,0
8600000US54732,54732,ZCTA5 54732,2924,0,0,0,2924,0
8600000US54733,54733,ZCTA5 54733,1340,0,0,0,1340,0
8600000US54734,54734,ZCTA5 54734,856,0,0,0,856,0
8600000US54736,54736,ZCTA5 54736,4127,0,0,0,4127,0
8600000US54737,54737,ZCTA5 54737,487,0,0,0,487,0
8600000US54738,54738,ZCTA5 54738,3149,0,0,0,3149,0
8600000US54739,54739,ZCTA5 54739,4950,0,0,0,4950,0
8600000US54740,54740,ZCTA5 54740,2056,0,0,0,2056,0
8600000US54741,54741,ZCTA5 54741,1577,0,0,0,1577,0
8600000US54742,54742,ZCTA5 54742,4459,0,0,0,4459,0
8600000US54745,54745,ZCTA5 54745,2261,0,0,0,2261,0
8600000US54746,54746,ZCTA5 54746,746,0,0,0,746,0
8600000US54747,54747,ZCTA5 54747,2534,0,0,0,2534,0
8600000US54748,54748,ZCTA5 54748,1217,0,0,0,1217,0
8600000US54749,54749,ZCTA5 54749,1231,0,0,0,1231,0
8600000US54750,54750,ZCTA5 54750,1062,0,0,0,1062,0
8600000US54751,54751,ZCTA5 54751,25642,17443,0,17443,8199,0
8600000US54754,54754,ZCTA5 54754,1552,0,0,0,1552,0
8600000US54755,54755,ZCTA5 54755,7502,0,0,0,7502,0
8600000US54756,54756,ZCTA5 54756,916,0,0,0,916,0
8600000US54757,54757,ZCTA5 54757,3314,0,0,0,3314,0
8600000US54758,54758,ZCTA5 54758,4626,0,0,0,4626,0
8600000US54759,54759,ZCTA5 54759,1533,0,0,0,1533,0
8600000US54760,54760,ZCTA5 54760,255,0,0,0,255,0
8600000US54761,54761,ZCTA5 54761,1216,0,0,0,1216,0
8600000US54762,54762,ZCTA5 54762,1246,0,0,0,1246,0
8600000US54763,54763,ZCTA5 54763,1134,0,0,0,1134,0
8600000US54765,54765,ZCTA5 54765,24,0,0,0,24,0
8600000US54766,54766,ZCTA5 54766,1707,0,0,0,1707,0
8600000US54767,54767,ZCTA5 54767,3221,0,0,0,3221,0
8600000US54768,54768,ZCTA5 54768,5990,3447,0,3447,2543,0
8600000US54769,54769,ZCTA5 54769,502,0,0,0,502,0
8600000US54770,54770,ZCTA5 54770,2101,0,0,0,2101,0
8600000US54771,54771,ZCTA5 54771,4286,0,0,0,4286,0
8600000US54772,54772,ZCTA5 54772,1103,0,0,0,1103,0
8600000US54773,54773,ZCTA5 54773,3336,0,0,0,3336,0
8600000US54801,54801,ZCTA5 54801,6493,2673,0,2673,3820,0
8600000US54805,54805,ZCTA5 54805,1471,0,0,0,1471,0
8600000US54806,54806,ZCTA5 54806,11810,7293,0,7293,4517,0
8600000US54810,54810,ZCTA5 54810,2512,0,0,0,2512,0
8600000US54812,54812,ZCTA5 54812,5728,3292,0,3292,2436,0
8600000US54813,54813,ZCTA5 54813,601,0,0,0,601,0
8600000US54814,54814,ZCTA5 54814,2478,0,0,0,2478,0
8600000US54817,54817,ZCTA5 54817,2188,0,0,0,2188,0
8600000US54819,54819,ZCTA5 54819,2544,0,0,0,2544,0
8600000US54820,54820,ZCTA5 54820,864,0,0,0,864,0
8600000US54821,54821,ZCTA5 54821,1276,0,0,0,1276,0
8600000US54822,54822,ZCTA5 54822,4516,137,0,137,4379,0
8600000US54824,54824,ZCTA5 54824,2271,0,0,0,2271,0
8600000US54826,54826,ZCTA5 54826,807,0,0,0,807,0
8600000US54827,54827,ZCTA5 54827,221,0,0,0,221,0
8600000US54828,54828,ZCTA5 54828,678,0,0,0,678,0
8600000US54829,54829,ZCTA5 54829,5236,0,0,0,5236,0
8600000US54830,54830,ZCTA5 54830,2752,0,0,0,2752,0
8600000US54832,54832,ZCTA5 54832,412,0,0,0,412,0
8600000US54835,54835,ZCTA5 54835,1018,0,0,0,1018,0
8600000US54836,54836,ZCTA5 54836,1080,0,0,0,1080,0
8600000US54837,54837,ZCTA5 54837,3778,0,0,0,3778,0
8600000US54838,54838,ZCTA5 54838,1103,0,0,0,1103,0
8600000US54839,54839,ZCTA5 54839,302,0,0,0,302,0
8600000US54840,54840,ZCTA5 54840,4643,0,0,0,4643,0
8600000US54841,54841,ZCTA5 54841,259,0,0,0,259,0
8600000US54842,54842,ZCTA5 54842,185,0,0,0,185,0
8600000US54843,54843,ZCTA5 54843,11487,2616,0,2616,8871,0
8600000US54844,54844,ZCTA5 54844,267,0,0,0,267,0
8600000US54845,54845,ZCTA5 54845,147,0,0,0,147,0
8600000US54846,54846,ZCTA5 54846,547,0,0,0,547,0
8600000US54847,54847,ZCTA5 54847,2222,0,0,0,2222,0
8600000US54848,54848,ZCTA5 54848,6141,3449,0,3449,2692,0
8600000US54849,54849,ZCTA5 54849,1967,0,0,0,1967,0
8600000US54850,54850,ZCTA5 54850,261,0,0,0,261,0
8600000US54853,54853,ZCTA5 54853,4009,0,0,0,4009,0
8600000US54854,54854,ZCTA5 54854,990,0,0,0,990,0
8600000US54855,54855,ZCTA5 54855,774,0,0,0,774,0
8600000US54856,54856,ZCTA5 54856,1616,0,0,0,1616,0
8600000US54857,54857,ZCTA5 54857,62,0,0,0,62,0
8600000US54858,54858,ZCTA5 54858,1518,0,0,0,1518,0
8600000US54859,54859,ZCTA5 54859,1896,0,0,0,1896,0
8600000US54861,54861,ZCTA5 54861,150,0,0,0,150,0
8600000US54862,54862,ZCTA5 54862,261,0,0,0,261,0
8600000US54864,54864,ZCTA5 54864,1322,0,0,0,1322,0
8600000US54865,54865,ZCTA5 54865,440,0,0,0,440,0
8600000US54867,54867,ZCTA5 54867,435,0,0,0,435,0
8600000US54868,54868,ZCTA5 54868,15512,9500,0,9500,6012,0
8600000US54870,54870,ZCTA5 54870,1486,0,0,0,1486,0
8600000US54871,54871,ZCTA5 54871,3105,0,0,0,3105,0
8600000US54872,54872,ZCTA5 54872,2581,0,0,0,2581,0
8600000US54873,54873,ZCTA5 54873,2799,0,0,0,2799,0
8600000US54874,54874,ZCTA5 54874,3646,142,142,0,3504,0
8600000US54875,54875,ZCTA5 54875,1055,0,0,0,1055,0
8600000US54876,54876,ZCTA5 54876,1551,0,0,0,1551,0
8600000US54880,54880,ZCTA5 54880,30772,26903,26903,0,3869,0
8600000US54888,54888,ZCTA5 54888,1345,0,0,0,1345,0
8600000US54889,54889,ZCTA5 54889,2742,0,0,0,2742,0
8600000US54891,54891,ZCTA5 54891,3389,0,0,0,3389,0
8600000US54893,54893,ZCTA5 54893,3767,0,0,0,3767,0
8600000US54895,54895,ZCTA5 54895,910,0,0,0,910,0
8600000US54896,54896,ZCTA5 54896,1478,0,0,0,1478,0
8600000US54901,54901,ZCTA5 54901,37710,37274,37274,0,436,0
8600000US54902,54902,ZCTA5 54902,22375,20454,20454,0,1921,0
8600000US54904,54904,ZCTA5 54904,20623,16388,16263,125,4235,0
8600000US54909,54909,ZCTA5 54909,2181,0,0,0,2181,0
8600000US54911,54911,ZCTA5 54911,26674,26674,26674,0,0,0
8600000US54913,54913,ZCTA5 54913,17629,10880,10880,0,6749,0
8600000US54914,54914,ZCTA5 54914,30475,30200,30200,0,275,0
8600000US54915,54915,ZCTA5 54915,41855,41772,41772,0,83,0
8600000US54921,54921,ZCTA5 54921,1326,0,0,0,1326,0
8600000US54922,54922,ZCTA5 54922,1514,0,0,0,1514,0
8600000US54923,54923,ZCTA5 54923,8733,4891,0,4891,3842,0
8600000US54927,54927,ZCTA5 54927,538,538,0,538,0,0
8600000US54928,54928,ZCTA5 54928,450,0,0,0,450,0
8600000US54929,54929,ZCTA5 54929,8746,4481,0,4481,4265,0
8600000US54930,54930,ZCTA5 54930,1786,0,0,0,1786,0
8600000US54931,54931,ZCTA5 54931,260,0,0,0,260,0
8600000US54932,54932,ZCTA5 54932,1185,0,0,0,1185,0
8600000US54933,54933,ZCTA5 54933,231,0,0,0,231,0
8600000US54934,54934,ZCTA5 54934,148,0,0,0,148,0
8600000US54935,54935,ZCTA5 54935,41651,41450,41450,0,201,0
8600000US54937,54937,ZCTA5 54937,19112,11805,11805,0,7307,0
8600000US54940,54940,ZCTA5 54940,4020,0,0,0,4020,0
8600000US54941,54941,ZCTA5 54941,2613,0,0,0,2613,0
8600000US54942,54942,ZCTA5 54942,8580,6419,6419,0,2161,0
8600000US54943,54943,ZCTA5 54943,1923,0,0,0,1923,0
8600000US54944,54944,ZCTA5 54944,8257,98,98,0,8159,0
8600000US54945,54945,ZCTA5 54945,3545,0,0,0,3545,0
8600000US54946,54946,ZCTA5 54946,108,108,0,108,0,0
8600000US54947,54947,ZCTA5 54947,2601,0,0,0,2601,0
8600000US54948,54948,ZCTA5 54948,320,0,0,0,320,0
8600000US54949,54949,ZCTA5 54949,3430,0,0,0,3430,0
8600000US54950,54950,ZCTA5 54950,3083,0,0,0,3083,0
8600000US54952,54952,ZCTA5 54952,25729,24940,24940,0,789,0
8600000US54956,54956,ZCTA5 54956,42696,37533,37533,0,5163,0
8600000US54960,54960,ZCTA5 54960,2800,0,0,0,2800,0
8600000US54961,54961,ZCTA5 54961,14266,7643,0,7643,6623,0
8600000US54962,54962,ZCTA5 54962,1110,0,0,0,1110,0
8600000US54963,54963,ZCTA5 54963,6917,3358,0,3358,3559,0
8600000US54964,54964,ZCTA5 54964,1022,0,0,0,1022,0
8600000US54965,54965,ZCTA5 54965,1344,0,0,0,1344,0
8600000US54966,54966,ZCTA5 54966,2008,0,0,0,2008,0
8600000US54967,54967,ZCTA5 54967,434,0,0,0,434,0
8600000US54968,54968,ZCTA5 54968,2779,0,0,0,2779,0
8600000US54970,54970,ZCTA5 54970,3902,0,0,0,3902,0
8600000US54971,54971,ZCTA5 54971,10827,7930,0,7930,2897,0
8600000US54974,54974,ZCTA5 54974,1581,0,0,0,1581,0
8600000US54977,54977,ZCTA5 54977,1337,0,0,0,1337,0
8600000US54979,54979,ZCTA5 54979,1472,117,117,0,1355,0
8600000US54980,54980,ZCTA5 54980,149,0,0,0,149,0
8600000US54981,54981,ZCTA5 54981,15426,7647,0,7647,7779,0
8600000US54982,54982,ZCTA5 54982,7117,2573,0,2573,4544,0
8600000US54983,54983,ZCTA5 54983,4642,0,0,0,4642,0
8600000US54984,54984,ZCTA5 54984,2989,0,0,0,2989,0
8600000US54985,54985,ZCTA5 54985,836,836,836,0,0,0
8600000US54986,54986,ZCTA5 54986,4770,2991,0,2991,1779,0
