zip,obese,bmi,pop,sex,age,pct_m_bach,pct_f_bach,households,income,urban,rural,population,p_urban
54170,50,153,310,female,18-34,13.3,19.2,1358,63167,0,3730,3730,0
54171,30,158,281,female,18-34,27.6,33.3,1332,86463,0,3362,3362,0
54173,31,150,283,female,18-34,28.2,35,1649,79795,2358,1737,4095,0.5758241758241758
54174,48,115,230,female,18-34,7.2,13.3,1294,46818,0,3013,3013,0
54175,NA,NA,30,female,18-34,19.1,18.3,477,54306,0,1018,1018,0
54177,NA,NA,174,female,18-34,12.1,17,1429,40098,0,2898,2898,0
54180,19,64,346,female,18-34,27,36.5,1255,75791,2524,337,2861,0.882209017825935
54201,29,80,451,female,18-34,16.6,14.6,2199,47152,3070,2275,5345,0.5743685687558466
54202,NA,NA,67,female,18-34,41.3,37.7,695,55256,0,1240,1240,0
54204,NA,NA,129,female,18-34,15.2,18.4,728,66548,0,1819,1819,0
54205,25,83,149,female,18-34,12.5,15.7,775,64896,0,2177,2177,0
54207,NA,NA,15,female,18-34,0,13.8,64,64643,0,176,176,0
54208,54,198,621,female,18-34,14.3,21.4,2357,71250,0,6061,6061,0
54209,NA,NA,92,female,18-34,44.4,37.2,610,66538,0,1195,1195,0
54210,NA,NA,68,female,18-34,45.3,43.3,426,61429,0,897,897,0
54211,NA,NA,10,female,18-34,56.3,58.7,140,82500,0,277,277,0
54212,NA,NA,38,female,18-34,58,58.9,491,74583,0,997,997,0
54213,NA,NA,72,female,18-34,9.8,14.9,534,56111,0,1276,1276,0
54214,NA,NA,20,female,18-34,13.4,12.3,110,53250,0,334,334,0
54216,63,173,456,female,18-34,17.6,16.6,2718,58333,2622,3654,6276,0.41778202676864246
54217,94,341,596,female,18-34,19,23,2793,67873,0,7405,7405,0
54220,NA,NA,3746,female,18-34,20.5,23.6,17063,47428,34405,5815,40220,0.855420188960716
54227,NA,NA,135,female,18-34,11.1,22.3,602,75156,0,1568,1568,0
54228,NA,NA,182,female,18-34,14.2,16.1,1087,58313,0,2682,2682,0
54229,38,184,357,female,18-34,18.7,22,1783,74245,912,3394,4306,0.21179749187180677
54230,NA,NA,407,female,18-34,11.9,21.5,1807,59961,0,4782,4782,0
54232,NA,NA,48,female,18-34,9.9,13.7,350,44167,0,779,779,0
54234,NA,NA,45,female,18-34,50.5,45.3,809,55388,0,1614,1614,0
54235,69,176,1373,female,18-34,26.3,28.7,8064,54777,8617,8586,17203,0.5009010056385514
54241,NA,NA,1164,female,18-34,16.9,17.7,6504,44315,11955,2929,14884,0.8032115022843321
54245,NA,NA,225,female,18-34,15.2,18.8,884,58750,0,2259,2259,0
54246,NA,NA,28,female,18-34,38.6,48.4,399,58542,0,708,708,0
54247,NA,NA,165,female,18-34,18.1,20.6,918,67037,0,2339,2339,0
54301,316,978,2150,female,18-34,34.8,33.3,9207,55798,22742,0,22742,1
54302,480,1232,4713,female,18-34,18.4,23.1,12914,39676,30611,0,30611,1
54303,565,1443,4078,female,18-34,15.7,18,11946,38658,26995,46,27041,0.9982988794793092
54304,438,1209,3071,female,18-34,23.1,23.2,12479,47439,28153,0,28153,1
54307,NA,NA,0,female,18-34,0,NA,0,NA,1092,0,1092,1
54311,401,1437,4750,female,18-34,30,33,13398,61119,29491,4089,33580,0.8782310899344848
54313,351,1560,2890,female,18-34,32.6,33.7,14440,79744,30481,5416,35897,0.8491238822185698
54401,864,2607,3605,female,18-34,28.4,26.7,13147,47627,24926,5776,30702,0.8118689336199596
54403,585,1768,2027,female,18-34,25.6,27.1,10472,47827,19155,5117,24272,0.7891809492419248
54405,75,181,240,female,18-34,12.2,11.7,1122,43750,2138,894,3032,0.7051451187335093
54406,24,82,240,female,18-34,27.4,30.8,1340,65565,0,3469,3469,0
54407,15,42,78,female,18-34,31.9,33.6,604,67292,0,1515,1515,0
54408,20,61,90,female,18-34,5.7,13.6,439,47656,0,1068,1068,0
54409,374,979,1074,female,18-34,18.6,15.8,5732,42903,8158,5080,13238,0.6162562320592234
54410,33,118,194,female,18-34,12.1,20.4,829,61595,0,2392,2392,0
54411,114,295,527,female,18-34,11,16.9,1894,57031,0,5406,5406,0
54412,16,67,136,female,18-34,11.8,20.8,840,61554,0,2181,2181,0
54413,NA,NA,5,female,18-34,6.1,11.9,70,44167,0,191,191,0
54414,76,210,286,female,18-34,10.3,16.2,1259,52740,0,3404,3404,0
54416,30,55,144,female,18-34,7.3,13.6,683,36336,0,1684,1684,0
54417,NA,NA,0,female,18-34,0,0,18,33333,0,46,46,0
54418,26,63,67,female,18-34,8.9,12.8,396,57000,0,1080,1080,0
54420,17,60,114,female,18-34,14.6,24.8,465,51625,0,1307,1307,0
54421,69,164,265,female,18-34,7,10,1249,52813,1828,1627,3455,0.5290882778581766
54422,12,42,121,female,18-34,4.2,7.7,377,48958,0,1209,1209,0
54423,19,70,196,female,18-34,25.7,23.1,860,74500,0,2343,2343,0
54424,39,91,107,female,18-34,18.3,18.3,725,61080,0,1651,1651,0
54425,42,105,193,female,18-34,5.3,12.9,785,53884,0,2036,2036,0
54426,103,282,402,female,18-34,10.2,18.5,1612,61302,0,4479,4479,0
54427,21,74,87,female,18-34,9.2,11.5,477,51719,0,1099,1099,0
54428,13,47,76,female,18-34,12.7,20.4,464,41797,0,1127,1127,0
54430,NA,NA,8,female,18-34,24.5,4.3,54,66250,0,135,135,0
54433,37,93,140,female,18-34,12.5,15.7,723,45815,0,1845,1845,0
54435,22,78,175,female,18-34,13.2,14.7,945,53355,0,2010,2010,0
54436,NA,NA,194,female,18-34,8.2,10.6,775,50433,0,2203,2203,0
54437,21,66,308,female,18-34,9.8,19.2,1100,51181,0,3077,3077,0
54440,73,198,270,female,18-34,10.2,19.6,1212,60323,0,2964,2964,0
54441,12,50,54,female,18-34,25,30.5,323,78125,562,266,828,0.678743961352657
54442,14,35,46,female,18-34,15.4,15.1,417,57083,0,1177,1177,0
54443,22,77,154,female,18-34,15.8,19.4,896,58000,0,2137,2137,0
54446,32,83,301,female,18-34,9.3,13.5,1134,55667,0,3123,3123,0
54447,NA,NA,55,female,18-34,15.5,14.5,214,44000,0,498,498,0
54448,68,285,281,female,18-34,15.5,21,1657,70120,0,4249,4249,0
54449,411,1308,2661,female,18-34,28.4,28.9,11526,54167,18859,7559,26418,0.7138693315163903
54450,NA,NA,61,female,18-34,3.8,13,164,39375,0,436,436,0
54451,300,820,893,female,18-34,12.1,16.6,5084,50389,4046,7709,11755,0.344193960017014
54452,427,1158,1682,female,18-34,15.5,18,8140,56498,10282,9078,19360,0.531095041322314
54454,17,56,140,female,18-34,7.5,14.3,539,52083,0,1279,1279,0
54455,400,1246,1543,female,18-34,25.9,29.6,6932,73324,9327,7702,17029,0.547712725350872
54456,32,81,467,female,18-34,11.6,15.7,2553,47177,0,6085,6085,0
54457,199,507,668,female,18-34,15.2,14.9,3571,49867,2253,6286,8539,0.26384822578756295
54458,NA,NA,6,female,18-34,32.1,24.2,37,46250,0,124,124,0
54459,23,63,68,female,18-34,14.8,13.8,528,44375,0,1148,1148,0
54460,29,69,210,female,18-34,9.2,14.1,983,43080,0,2746,2746,0
54462,NA,NA,8,female,18-34,4.5,10.1,172,41667,0,348,348,0
54463,NA,NA,49,female,18-34,19.2,16.9,259,53438,0,684,684,0
54465,NA,NA,10,female,18-34,8.1,10.2,299,37014,0,536,536,0
54466,43,122,246,female,18-34,14.3,20,1194,51223,0,2815,2815,0
54467,206,623,1701,female,18-34,33.4,31.7,5649,61388,11862,1773,13635,0.8699669966996699
54469,54,140,122,female,18-34,24.3,23.6,681,49602,1726,66,1792,0.9631696428571429
54470,43,120,178,female,18-34,12.3,15.9,905,48259,0,2068,2068,0
54471,29,118,153,female,18-34,18.6,25.7,696,70833,44,1810,1854,0.023732470334412083
54473,37,90,199,female,18-34,13.4,16.6,1106,53688,0,2700,2700,0
54474,112,311,417,female,18-34,19.4,26.3,1678,53883,4019,0,4019,1
54475,37,102,127,female,18-34,11.5,16.7,682,62614,0,1482,1482,0
54476,528,1586,2269,female,18-34,23.5,27.2,7553,60633,17161,1419,18580,0.9236275565123789
54479,49,171,328,female,18-34,10.8,17.3,1468,54787,0,4119,4119,0
54480,40,94,149,female,18-34,12.3,10,577,49276,0,1332,1332,0
54481,359,1146,6213,female,18-34,33,36.3,11525,47423,27382,1958,29340,0.9332651670074983
54482,80,305,684,female,18-34,30.2,33.2,3809,65135,4979,3976,8955,0.5560022333891681
54484,83,250,449,female,18-34,15.7,20.7,1963,64261,0,4984,4984,0
54485,NA,NA,26,female,18-34,17.9,15.6,146,38333,0,322,322,0
54486,21,53,207,female,18-34,8.7,16.4,1006,45427,0,2290,2290,0
54487,71,186,635,female,18-34,16.7,17.3,4467,50792,2926,6668,9594,0.3049822805920367
54488,23,47,107,female,18-34,5.7,8.1,463,51146,0,1262,1262,0
54489,33,89,134,female,18-34,10.5,15.7,654,59886,0,1550,1550,0
54490,19,48,70,female,18-34,13.1,15.1,365,53542,0,893,893,0
54491,24,57,78,female,18-34,11.6,11.1,756,40875,0,1652,1652,0
54493,NA,NA,55,female,18-34,9.2,12.8,265,44205,0,668,668,0
54494,723,2056,2132,female,18-34,19.3,20,11741,54200,20149,6977,27126,0.7427928924279289
54495,293,705,824,female,18-34,11.8,14.9,3446,38304,5041,2596,7637,0.6600759460521147
54498,33,71,201,female,18-34,4.6,9.1,881,47056,0,2421,2421,0
54499,70,189,236,female,18-34,14.7,16,1209,48750,0,3223,3223,0
54501,271,790,1670,female,18-34,23.3,26.1,8224,53750,9010,11009,20019,0.45007243119036916
54511,NA,NA,108,female,18-34,9.3,14,554,46310,0,1216,1216,0
54512,NA,NA,18,female,18-34,41.6,36,427,49866,0,833,833,0
54513,NA,NA,19,female,18-34,10.9,10.3,200,45227,0,478,478,0
54514,16,56,107,female,18-34,15.2,15.9,841,49965,0,1717,1717,0
54515,NA,NA,15,female,18-34,7.2,11.8,214,43000,0,472,472,0
54517,NA,NA,3,female,18-34,23.6,6.7,43,34464,0,112,112,0
54519,NA,NA,73,female,18-34,19.3,29.8,627,46719,0,1231,1231,0
54520,50,105,425,female,18-34,11.3,16.2,1939,41193,0,4141,4141,0
54521,48,144,584,female,18-34,23.7,27,3804,45609,0,7509,7509,0
54524,NA,NA,129,female,18-34,15,18.9,361,47236,0,670,670,0
54525,NA,NA,30,female,18-34,11.8,15.9,119,39821,226,53,279,0.8100358422939068
54526,NA,NA,75,female,18-34,10.1,16.1,355,42431,0,919,919,0
54527,NA,NA,47,female,18-34,12.4,12.4,461,35982,0,1081,1081,0
54529,NA,NA,86,female,18-34,25.1,21,479,54554,0,1133,1133,0
54530,NA,NA,69,female,18-34,7.4,10.2,359,39034,0,868,868,0
54531,NA,NA,75,female,18-34,24.3,39.2,580,60000,0,1454,1454,0
54534,55,183,189,female,18-34,16,19.7,1150,36250,1281,1178,2459,0.5209434729564864
54536,NA,NA,18,female,18-34,16.1,15.3,103,26806,0,184,184,0
54537,12,30,33,female,18-34,10.3,15.4,213,45375,0,561,561,0
54538,22,45,277,female,18-34,29.6,19.7,1509,28255,0,3137,3137,0
54539,11,30,65,female,18-34,19.4,29.2,564,47917,0,1383,1383,0
54540,NA,NA,18,female,18-34,34.1,22,463,43523,0,947,947,0
54541,15,38,116,female,18-34,13,19.8,481,50644,0,1552,1552,0
54542,NA,NA,15,female,18-34,6.3,6.5,219,29471,0,470,470,0
54545,NA,NA,23,female,18-34,43.5,36,481,57639,0,736,736,0
54546,NA,NA,109,female,18-34,10.8,12,535,36713,0,1266,1266,0
54547,13,41,62,female,18-34,24.3,20.5,792,42500,0,1392,1392,0
54548,31,119,292,female,18-34,34.3,31.2,2120,55045,0,4626,4626,0
54550,19,51,52,female,18-34,23.6,26.6,274,40962,398,287,685,0.581021897810219
54552,65,184,256,female,18-34,18.1,16.2,2060,44036,0,4416,4416,0
54554,NA,NA,50,female,18-34,22.2,28.9,495,43162,0,1120,1120,0
54555,100,252,292,female,18-34,18.8,18.2,2309,47064,0,4872,4872,0
54556,33,84,105,female,18-34,9.8,13,582,43918,0,1298,1298,0
54557,NA,NA,30,female,18-34,37.5,40.2,471,57279,0,925,925,0
54558,10,32,98,female,18-34,21.9,25.6,997,39707,0,2177,2177,0
54559,NA,NA,73,female,18-34,10.5,17.6,344,44318,0,795,795,0
54560,NA,NA,34,female,18-34,18.7,42.1,285,61198,0,589,589,0
54561,NA,NA,0,female,18-34,72,16.7,6,NA,0,35,35,0
54562,21,69,86,female,18-34,38.2,38.2,855,52863,0,1948,1948,0
54563,NA,NA,54,female,18-34,13.2,24.8,311,46023,0,720,720,0
54564,NA,NA,14,female,18-34,4.1,7.4,196,52500,0,387,387,0
54565,NA,NA,5,female,18-34,24.1,25,33,NA,0,60,60,0
54566,NA,NA,116,female,18-34,8.9,17.5,590,47625,0,1496,1496,0
54568,40,126,340,female,18-34,23.4,23.1,2357,39678,0,5198,5198,0
54601,1072,3660,10941,female,18-34,37.7,39.2,20046,47362,44274,5008,49282,0.8983807475345968
54603,390,1039,1458,female,18-34,20.8,21.2,6352,45678,14305,0,14305,1
54610,NA,NA,118,female,18-34,20.3,20,713,55673,0,1624,1624,0
54611,NA,NA,120,female,18-34,17.7,21.9,489,50625,0,1307,1307,0
54612,145,452,515,female,18-34,15.6,20.5,1905,52917,2993,2159,5152,0.5809394409937888
54613,15,40,98,female,18-34,8.4,9.1,809,42067,0,1826,1826,0
54614,72,205,347,female,18-34,12.7,21.9,1116,62241,0,2947,2947,0
54615,69,170,794,female,18-34,12,16.3,4031,51943,5677,5065,10742,0.5284863153975051
54616,68,148,280,female,18-34,11.8,14.5,989,49291,0,2601,2601,0
54618,45,120,222,female,18-34,10.2,14.6,796,60313,0,2262,2262,0
54619,44,133,390,female,18-34,11.1,14.6,1196,56667,0,3923,3923,0
54621,10,53,68,female,18-34,19.2,20.7,517,61250,0,1147,1147,0
54622,22,62,178,female,18-34,15.2,23.5,896,55600,0,2121,2121,0
54623,32,116,126,female,18-34,24.4,32.8,816,64063,0,1930,1930,0
54624,24,61,94,female,18-34,14.4,18,649,53750,0,1383,1383,0
54625,NA,NA,20,female,18-34,1,22.7,122,36250,0,240,240,0
54626,26,58,111,female,18-34,14.7,16.2,536,50833,0,1215,1215,0
54627,37,105,131,female,18-34,17.1,21.1,748,59211,0,1819,1819,0
54628,13,30,53,female,18-34,13.8,14.7,426,48281,0,1092,1092,0
54629,21,68,219,female,18-34,19.3,26.5,1117,57837,0,2576,2576,0
54630,91,290,402,female,18-34,19.8,26.8,1683,55250,0,3770,3770,0
54631,22,58,144,female,18-34,15.2,22.4,706,47885,0,1844,1844,0
54632,17,53,78,female,18-34,16.2,26.3,469,57039,0,1247,1247,0
54634,61,153,392,female,18-34,14.4,17.5,1692,49625,0,4258,4258,0
54635,14,32,155,female,18-34,12.2,14.9,787,55156,0,1799,1799,0
54636,291,1077,1194,female,18-34,24.3,32,5256,78602,9918,3819,13737,0.7219917012448133
54637,NA,NA,16,female,18-34,13.1,15.4,94,38125,0,187,187,0
54638,33,67,119,female,18-34,8.2,13.6,575,46298,0,1487,1487,0
54639,13,40,206,female,18-34,17.9,22.5,967,45236,0,2397,2397,0
54641,NA,NA,0,female,18-34,100,0,1,NA,0,2,2,0
54642,34,110,212,female,18-34,14.9,19.3,817,54875,0,2125,2125,0
54643,NA,NA,1,female,18-34,0,0,0,NA,0,12,12,0
54644,23,80,111,female,18-34,18.9,20,572,58906,0,1434,1434,0
54645,NA,NA,3,female,18-34,19,29.2,31,30250,0,81,81,0
54646,39,102,329,female,18-34,11.9,14.5,1601,45966,0,3899,3899,0
54648,30,82,126,female,18-34,9.4,11.7,577,49271,0,1737,1737,0
54650,515,1853,2556,female,18-34,33.5,35.9,9827,60664,21471,1906,23377,0.918466869144886
54651,22,48,127,female,18-34,12,14.3,532,44706,0,1382,1382,0
54652,NA,NA,84,female,18-34,17.1,22.1,383,40268,0,953,953,0
54653,30,76,119,female,18-34,8.4,13.8,311,61094,0,894,894,0
54654,NA,NA,12,female,18-34,25.8,12.8,46,NA,0,153,153,0
54655,20,48,133,female,18-34,12.6,16.5,698,43958,0,1778,1778,0
54656,499,1283,1616,female,18-34,17.6,21.9,7266,58727,9907,7470,17377,0.5701214248719572
54657,NA,NA,39,female,18-34,5.8,17.3,146,46000,0,411,411,0
54658,44,156,196,female,18-34,19.2,29,1087,53594,233,2268,2501,0.09316273490603759
54659,28,51,144,female,18-34,8.4,14,553,56023,0,1409,1409,0
54660,410,1054,1627,female,18-34,18.5,20.5,6403,54355,9002,6686,15688,0.573814380418154
54661,63,231,309,female,18-34,25.9,26.6,1583,60977,0,3415,3415,0
54664,13,39,139,female,18-34,15.3,24.3,638,43864,0,1516,1516,0
54665,84,273,617,female,18-34,20.4,25.8,3535,48895,4097,4330,8427,0.4861753886317788
54666,52,145,185,female,18-34,12.3,18.9,1105,60216,0,2593,2593,0
54667,66,211,476,female,18-34,23.1,24,1869,53596,0,4599,4599,0
54669,162,547,603,female,18-34,30.9,34.5,3048,73319,5309,2310,7619,0.6968106050662817
54670,32,57,188,female,18-34,7.4,13,574,57692,0,1878,1878,0
54701,314,930,7334,female,18-34,37.3,39.8,15904,52861,33205,5598,38803,0.8557328041646265
54703,375,1103,6930,female,18-34,23.6,29,17515,49699,38138,4134,42272,0.9022047691143074
54720,64,206,846,female,18-34,39.4,30.1,3133,53270,7037,2,7039,0.9997158687313539
54721,NA,NA,140,female,18-34,8.5,16.4,573,51902,0,1373,1373,0
54722,60,128,404,female,18-34,10.7,13.7,1434,56042,0,4016,4016,0
54723,NA,NA,134,female,18-34,14.2,18.5,530,60795,0,1191,1191,0
54724,51,124,800,female,18-34,15.9,16.2,3051,54018,3348,3826,7174,0.4666852522999721
54725,NA,NA,236,female,18-34,13.4,16.6,1129,50273,0,2897,2897,0
54726,14,44,166,female,18-34,10.7,12.4,664,52436,0,1690,1690,0
54727,55,161,452,female,18-34,16.5,15.8,1961,54555,79,4836,4915,0.01607324516785351
54728,62,164,513,female,18-34,15.6,18.9,2582,50726,2700,3439,6139,0.4398110441439974
54729,352,1032,2911,female,18-34,19.8,26.9,13532,57679,24393,7076,31469,0.7751437923035368
54730,16,55,463,female,18-34,25.8,25.5,1930,66250,401,4502,4903,0.0817866612278197
54731,NA,NA,40,female,18-34,6.6,8.6,247,48750,0,802,802,0
54732,43,111,276,female,18-34,12.7,15.9,1181,44044,0,2924,2924,0
54733,19,42,118,female,18-34,9.8,16.7,493,61953,0,1340,1340,0
54734,NA,NA,71,female,18-34,14.9,20.1,338,61786,0,856,856,0
54736,NA,NA,334,female,18-34,15.8,17.3,1637,54112,0,4127,4127,0
54737,NA,NA,46,female,18-34,14.5,22.7,235,66528,0,487,487,0
54738,23,67,264,female,18-34,20.6,22.8,1229,63355,0,3149,3149,0
54739,25,70,526,female,18-34,23,24.6,1810,69352,0,4950,4950,0
54740,NA,NA,149,female,18-34,13.6,17.8,804,56563,0,2056,2056,0
54741,14,41,279,female,18-34,7.7,13,663,40069,0,1577,1577,0
54742,24,93,226,female,18-34,23.3,21.7,1740,58611,0,4459,4459,0
54745,18,54,149,female,18-34,16.3,15.5,836,51500,0,2261,2261,0
54746,NA,NA,59,female,18-34,11.6,8.1,312,52000,0,746,746,0
54747,95,219,273,female,18-34,11.4,16.4,1057,50938,0,2534,2534,0
54748,13,40,162,female,18-34,16.2,6.2,554,37955,0,1217,1217,0
54749,NA,NA,101,female,18-34,14.3,18.8,482,59375,0,1231,1231,0
54750,NA,NA,66,female,18-34,18.5,19.1,429,59750,0,1062,1062,0
54751,NA,NA,4852,female,18-34,34.5,29.9,9513,51247,17443,8199,25642,0.6802511504562827
54754,NA,NA,115,female,18-34,11.1,8.1,799,42337,0,1552,1552,0
54755,41,127,638,female,18-34,16.2,18.1,2978,54109,0,7502,7502,0
54756,NA,NA,46,female,18-34,13.7,18.2,405,50114,0,916,916,0
54757,25,76,292,female,18-34,16.2,23.6,1311,53589,0,3314,3314,0
54758,32,89,335,female,18-34,17.4,22.1,1862,56535,0,4626,4626,0
54759,NA,NA,65,female,18-34,16.5,23.1,626,49700,0,1533,1533,0
54760,NA,NA,7,female,18-34,17,28.2,113,36250,0,255,255,0
54761,NA,NA,110,female,18-34,17.3,16.4,460,54079,0,1216,1216,0
54762,NA,NA,81,female,18-34,12,19.6,512,44861,0,1246,1246,0
54763,NA,NA,97,female,18-34,12.5,18,474,53636,0,1134,1134,0
54765,NA,NA,8,female,18-34,0,70,11,23750,0,24,24,0
54766,10,45,132,female,18-34,8.2,10.5,629,44770,0,1707,1707,0
54767,NA,NA,308,female,18-34,20.4,25.8,1376,67188,0,3221,3221,0
54768,35,101,426,female,18-34,6,11.9,1773,43314,3447,2543,5990,0.5754590984974959
54769,NA,NA,27,female,18-34,33.5,37.2,288,53750,0,502,502,0
54770,22,52,178,female,18-34,16.2,16.8,828,61974,0,2101,2101,0
54771,21,77,363,female,18-34,4.9,12.8,1548,48688,0,4286,4286,0
54772,NA,NA,106,female,18-34,19.6,20,392,53000,0,1103,1103,0
54773,68,203,276,female,18-34,15.1,19.3,1325,49726,0,3336,3336,0
54801,26,70,557,female,18-34,25,23.7,3016,48306,2673,3820,6493,0.4116741105806253
54805,NA,NA,137,female,18-34,9.3,13.8,544,43871,0,1471,1471,0
54806,NA,NA,1212,female,18-34,25.2,28.3,4807,44875,7293,4517,11810,0.6175275190516512
54810,NA,NA,115,female,18-34,16.1,19.4,947,53828,0,2512,2512,0
54812,51,116,507,female,18-34,13.3,14.9,2060,47619,3292,2436,5728,0.57472067039106145
54813,NA,NA,42,female,18-34,9.1,11.2,255,48036,0,601,601,0
54814,NA,NA,237,female,18-34,25.3,32.8,1104,48618,0,2478,2478,0
54817,21,53,143,female,18-34,27.5,20.1,1062,51786,0,2188,2188,0
54819,21,63,167,female,18-34,11.6,14.8,1104,41154,0,2544,2544,0
54820,NA,NA,21,female,18-34,13.9,23.2,330,48333,0,864,864,0
54821,NA,NA,57,female,18-34,29.4,23.9,643,42772,0,1276,1276,0
54822,35,123,417,female,18-34,16.9,17.3,1866,49951,137,4379,4516,0.030336581045172718
54824,NA,NA,264,female,18-34,10.5,14.2,955,49803,0,2271,2271,0
54826,NA,NA,30,female,18-34,16.2,17.6,315,52841,0,807,807,0
54827,NA,NA,8,female,18-34,31.2,45.6,142,49423,0,221,221,0
54828,NA,NA,47,female,18-34,22.2,16.3,363,34491,0,678,678,0
54829,42,115,464,female,18-34,22.2,25.4,2253,49418,0,5236,5236,0
54830,NA,NA,105,female,18-34,20.1,19.5,1528,43684,0,2752,2752,0
54832,NA,NA,33,female,18-34,30,30.1,191,43125,0,412,412,0
54835,NA,NA,60,female,18-34,9.8,12.3,444,45000,0,1018,1018,0
54836,NA,NA,62,female,18-34,8.9,20.3,393,71250,0,1080,1080,0
54837,NA,NA,281,female,18-34,14,18.2,1581,46847,0,3778,3778,0
54838,NA,NA,41,female,18-34,16.8,21.4,538,51957,0,1103,1103,0
54839,NA,NA,25,female,18-34,11.8,14.6,121,37188,0,302,302,0
54840,NA,NA,364,female,18-34,17.2,19.7,1980,49015,0,4643,4643,0
54841,NA,NA,46,female,18-34,8.9,17.9,139,43125,0,259,259,0
54842,NA,NA,10,female,18-34,18.4,16.4,53,72625,0,185,185,0
54843,41,101,884,female,18-34,26.9,23,5166,44311,2616,8871,11487,0.22773570122747452
54844,NA,NA,10,female,18-34,40.8,40.8,147,47917,0,267,267,0
54845,NA,NA,15,female,18-34,5.4,3.7,49,42188,0,147,147,0
54846,NA,NA,55,female,18-34,13.3,25.7,197,41806,0,547,547,0
54847,NA,NA,119,female,18-34,22.4,23.5,1068,51724,0,2222,2222,0
54848,59,170,451,female,18-34,14.3,19.9,2618,39930,3449,2692,6141,0.5616349128806384
54849,NA,NA,113,female,18-34,32.6,37.9,819,66467,0,1967,1967,0
54850,NA,NA,10,female,18-34,52.3,62.7,90,49773,0,261,261,0
54853,NA,NA,343,female,18-34,17,20.4,1817,52462,0,4009,4009,0
54854,NA,NA,87,female,18-34,23.1,27.8,394,56923,0,990,990,0
54855,NA,NA,78,female,18-34,16.3,12.5,248,50000,0,774,774,0
54856,NA,NA,134,female,18-34,14.2,20.8,655,50272,0,1616,1616,0
54857,NA,NA,9,female,18-34,35.7,47.4,21,NA,0,62,62,0
54858,NA,NA,175,female,18-34,11.4,18.9,760,42200,0,1518,1518,0
54859,NA,NA,59,female,18-34,21.5,16.9,815,46349,0,1896,1896,0
54861,NA,NA,35,female,18-34,0,14.9,55,19306,0,150,150,0
54862,NA,NA,10,female,18-34,6,10.8,130,41071,0,261,261,0
54864,NA,NA,126,female,18-34,24.4,33.3,541,61477,0,1322,1322,0
54865,NA,NA,14,female,18-34,27.6,30.3,235,41369,0,440,440,0
54867,NA,NA,16,female,18-34,11.5,12,199,26607,0,435,435,0
54868,192,538,1315,female,18-34,17.9,22.4,6902,48022,9500,6012,15512,0.612429087158329
54870,NA,NA,97,female,18-34,22.6,25.4,711,56827,0,1486,1486,0
54871,20,50,216,female,18-34,19.7,18,1319,42917,0,3105,3105,0
54872,NA,NA,206,female,18-34,17.3,18.6,1268,40417,0,2581,2581,0
54873,NA,NA,136,female,18-34,22.7,25.7,1369,53425,0,2799,2799,0
54874,NA,NA,293,female,18-34,19.9,24.6,1479,64798,142,3504,3646,0.038946791003839826
54875,NA,NA,99,female,18-34,12.4,18.6,515,43173,0,1055,1055,0
54876,NA,NA,118,female,18-34,23.2,26.3,652,44167,0,1551,1551,0
54880,NA,NA,3939,female,18-34,20.8,23.4,13100,46113,26903,3869,30772,0.8742688158065774
54888,NA,NA,66,female,18-34,16.9,15.6,599,49922,0,1345,1345,0
54889,NA,NA,282,female,18-34,14.1,19.3,1106,48333,0,2742,2742,0
54891,NA,NA,228,female,18-34,39.3,43.4,1476,49706,0,3389,3389,0
54893,NA,NA,244,female,18-34,18.8,18.2,1741,42198,0,3767,3767,0
54895,NA,NA,52,female,18-34,17.4,13.6,424,50313,0,910,910,0
54896,NA,NA,69,female,18-34,12.5,13.2,749,42171,0,1478,1478,0
54901,NA,NA,7059,female,18-34,19.2,26.9,13799,43790,37274,436,37710,0.9884380800848581
54902,115,319,2652,female,18-34,20.4,23.4,10102,47158,20454,1921,22375,0.914145251396648
54904,92,322,1900,female,18-34,36.7,39.1,8855,69032,16388,4235,20623,0.7946467536245939
54909,18,38,170,female,18-34,15.9,24.1,848,52339,0,2181,2181,0
54911,361,1021,3794,female,18-34,27.5,30.8,10487,49595,26674,0,26674,1
54913,191,825,2038,female,18-34,45.2,45,7753,79390,10880,6749,17629,0.6171648987463838
54914,434,1332,3772,female,18-34,26.1,26.8,13033,52570,30200,275,30475,0.9909762100082035
54915,485,1755,4627,female,18-34,31.6,35.4,16803,63459,41772,83,41855,0.9980169633257675
54921,13,37,102,female,18-34,11.1,13.4,442,47738,0,1326,1326,0
54922,18,50,145,female,18-34,7.3,9.6,550,65962,0,1514,1514,0
54923,NA,NA,746,female,18-34,11.3,19.8,3776,48462,4891,3842,8733,0.5600595442574144
54927,NA,NA,14,female,18-34,17.8,32.3,227,82708,538,0,538,1
54928,NA,NA,37,female,18-34,11.8,18.7,159,58281,0,450,450,0
54929,NA,NA,933,female,18-34,12.2,17.9,3760,47230,4481,4265,8746,0.5123485021724217
54930,NA,NA,124,female,18-34,14.9,13.5,652,44405,0,1786,1786,0
54931,NA,NA,22,female,18-34,6,9.1,120,53750,0,260,260,0
54932,NA,NA,137,female,18-34,14.6,30.9,497,77083,0,1185,1185,0
54933,NA,NA,22,female,18-34,5.1,19.1,107,57250,0,231,231,0
54934,NA,NA,19,female,18-34,2.7,5.7,150,31885,0,148,148,0
54935,NA,NA,4936,female,18-34,22.6,24.8,17605,50075,41450,201,41651,0.9951741854937457
