zip,obese,bmi,pop,sex,age,pct_m_bach,pct_f_bach,households,income,urban,rural,population,p_urban
54841,NA,NA,17,female,75-plus,8.9,17.9,139,43125,0,259,259,0
54842,NA,NA,1,female,75-plus,18.4,16.4,53,72625,0,185,185,0
54843,NA,NA,525,female,75-plus,26.9,23,5166,44311,2616,8871,11487,0.22773570122747452
54844,NA,NA,15,female,75-plus,40.8,40.8,147,47917,0,267,267,0
54845,NA,NA,7,female,75-plus,5.4,3.7,49,42188,0,147,147,0
54846,NA,NA,18,female,75-plus,13.3,25.7,197,41806,0,547,547,0
54847,NA,NA,100,female,75-plus,22.4,23.5,1068,51724,0,2222,2222,0
54848,82,263,474,female,75-plus,14.3,19.9,2618,39930,3449,2692,6141,0.5616349128806384
54849,NA,NA,67,female,75-plus,32.6,37.9,819,66467,0,1967,1967,0
54850,NA,NA,6,female,75-plus,52.3,62.7,90,49773,0,261,261,0
54853,NA,NA,212,female,75-plus,17,20.4,1817,52462,0,4009,4009,0
54854,NA,NA,14,female,75-plus,23.1,27.8,394,56923,0,990,990,0
54855,NA,NA,20,female,75-plus,16.3,12.5,248,50000,0,774,774,0
54856,NA,NA,48,female,75-plus,14.2,20.8,655,50272,0,1616,1616,0
54857,NA,NA,0,female,75-plus,35.7,47.4,21,NA,0,62,62,0
54858,NA,NA,37,female,75-plus,11.4,18.9,760,42200,0,1518,1518,0
54859,NA,NA,102,female,75-plus,21.5,16.9,815,46349,0,1896,1896,0
54861,NA,NA,7,female,75-plus,0,14.9,55,19306,0,150,150,0
54862,NA,NA,17,female,75-plus,6,10.8,130,41071,0,261,261,0
54864,NA,NA,41,female,75-plus,24.4,33.3,541,61477,0,1322,1322,0
54865,NA,NA,22,female,75-plus,27.6,30.3,235,41369,0,440,440,0
54867,NA,NA,23,female,75-plus,11.5,12,199,26607,0,435,435,0
54868,198,597,990,female,75-plus,17.9,22.4,6902,48022,9500,6012,15512,0.612429087158329
54870,18,54,61,female,75-plus,22.6,25.4,711,56827,0,1486,1486,0
54871,NA,NA,197,female,75-plus,19.7,18,1319,42917,0,3105,3105,0
54872,NA,NA,130,female,75-plus,17.3,18.6,1268,40417,0,2581,2581,0
54873,NA,NA,118,female,75-plus,22.7,25.7,1369,53425,0,2799,2799,0
54874,NA,NA,142,female,75-plus,19.9,24.6,1479,64798,142,3504,3646,0.038946791003839826
54875,NA,NA,35,female,75-plus,12.4,18.6,515,43173,0,1055,1055,0
54876,NA,NA,62,female,75-plus,23.2,26.3,652,44167,0,1551,1551,0
54880,NA,NA,1319,female,75-plus,20.8,23.4,13100,46113,26903,3869,30772,0.8742688158065774
54888,NA,NA,44,female,75-plus,16.9,15.6,599,49922,0,1345,1345,0
54889,NA,NA,112,female,75-plus,14.1,19.3,1106,48333,0,2742,2742,0
54891,NA,NA,152,female,75-plus,39.3,43.4,1476,49706,0,3389,3389,0
54893,NA,NA,211,female,75-plus,18.8,18.2,1741,42198,0,3767,3767,0
54895,12,33,31,female,75-plus,17.4,13.6,424,50313,0,910,910,0
54896,18,47,65,female,75-plus,12.5,13.2,749,42171,0,1478,1478,0
54901,NA,NA,1351,female,75-plus,19.2,26.9,13799,43790,37274,436,37710,0.9884380800848581
54902,NA,NA,1396,female,75-plus,20.4,23.4,10102,47158,20454,1921,22375,0.914145251396648
54904,52,125,701,female,75-plus,36.7,39.1,8855,69032,16388,4235,20623,0.7946467536245939
54909,NA,NA,59,female,75-plus,15.9,24.1,848,52339,0,2181,2181,0
54911,180,551,1494,female,75-plus,27.5,30.8,10487,49595,26674,0,26674,1
54913,92,279,308,female,75-plus,45.2,45,7753,79390,10880,6749,17629,0.6171648987463838
54914,151,481,1208,female,75-plus,26.1,26.8,13033,52570,30200,275,30475,0.9909762100082035
54915,149,513,1210,female,75-plus,31.6,35.4,16803,63459,41772,83,41855,0.9980169633257675
54921,NA,NA,31,female,75-plus,11.1,13.4,442,47738,0,1326,1326,0
54922,NA,NA,35,female,75-plus,7.3,9.6,550,65962,0,1514,1514,0
54923,NA,NA,464,female,75-plus,11.3,19.8,3776,48462,4891,3842,8733,0.5600595442574144
54927,NA,NA,28,female,75-plus,17.8,32.3,227,82708,538,0,538,1
54928,NA,NA,9,female,75-plus,11.8,18.7,159,58281,0,450,450,0
54929,NA,NA,479,female,75-plus,12.2,17.9,3760,47230,4481,4265,8746,0.5123485021724217
54930,NA,NA,80,female,75-plus,14.9,13.5,652,44405,0,1786,1786,0
54931,NA,NA,33,female,75-plus,6,9.1,120,53750,0,260,260,0
54932,NA,NA,32,female,75-plus,14.6,30.9,497,77083,0,1185,1185,0
54933,NA,NA,9,female,75-plus,5.1,19.1,107,57250,0,231,231,0
54934,NA,NA,0,female,75-plus,2.7,5.7,150,31885,0,148,148,0
54935,NA,NA,2127,female,75-plus,22.6,24.8,17605,50075,41450,201,41651,0.9951741854937457
54937,NA,NA,742,female,75-plus,24,24.7,7427,63900,11805,7307,19112,0.6176747593135203
54940,NA,NA,193,female,75-plus,17.8,21.9,1727,68042,0,4020,4020,0
54941,NA,NA,130,female,75-plus,33.2,31.1,1113,52375,0,2613,2613,0
54942,24,74,159,female,75-plus,42.3,34.4,3305,100344,6419,2161,8580,0.7481351981351981
54943,11,30,116,female,75-plus,9.3,13.8,844,43571,0,1923,1923,0
54944,37,85,227,female,75-plus,24.6,25.7,3271,78875,98,8159,8257,0.011868717451859028
54945,NA,NA,170,female,75-plus,22.5,23.3,1539,52137,0,3545,3545,0
54946,NA,NA,16,female,75-plus,29.3,11.1,0,NA,108,0,108,1
54947,14,46,108,female,75-plus,18.8,24.2,1088,81638,0,2601,2601,0
54948,NA,NA,18,female,75-plus,2.7,17.3,98,48125,0,320,320,0
54949,NA,NA,118,female,75-plus,10.8,14.1,1409,55938,0,3430,3430,0
54950,NA,NA,148,female,75-plus,6.2,13,1195,43973,0,3083,3083,0
54952,137,419,1080,female,75-plus,22.3,24.6,11072,54537,24940,789,25729,0.9693342143107
54956,287,952,1491,female,75-plus,31.8,35.1,18181,64553,37533,5163,42696,0.8790753232152895
54960,NA,NA,192,female,75-plus,13.8,16.1,1185,48112,0,2800,2800,0
54961,NA,NA,546,female,75-plus,14.1,22.6,5735,55898,7643,6623,14266,0.5357493340810319
54962,NA,NA,30,female,75-plus,10.9,12.1,496,53920,0,1110,1110,0
54963,15,38,266,female,75-plus,21.6,23.9,2670,60577,3358,3559,6917,0.4854705797310973
54964,NA,NA,21,female,75-plus,15.1,23.8,374,76667,0,1022,1022,0
54965,NA,NA,48,female,75-plus,11.7,12.3,608,60000,0,1344,1344,0
54966,NA,NA,56,female,75-plus,7.8,11.7,771,53828,0,2008,2008,0
54967,NA,NA,17,female,75-plus,11.8,17.6,191,46375,0,434,434,0
54968,NA,NA,116,female,75-plus,14.6,14.5,1235,45625,0,2779,2779,0
54970,NA,NA,155,female,75-plus,8.4,16.8,1237,44196,0,3902,3902,0
54971,NA,NA,598,female,75-plus,24,23.1,4624,55417,7930,2897,10827,0.732428188787291
54974,NA,NA,47,female,75-plus,19.6,26.7,554,65156,0,1581,1581,0
54977,NA,NA,62,female,75-plus,20.1,18.8,590,62647,0,1337,1337,0
54979,NA,NA,36,female,75-plus,15.2,23,591,64250,117,1355,1472,0.07948369565217392
54980,NA,NA,3,female,75-plus,8.8,0,63,59821,0,149,149,0
54981,NA,NA,1120,female,75-plus,22.8,21.3,6513,55821,7647,7779,15426,0.4957215091404123
54982,NA,NA,367,female,75-plus,16.6,16.4,2987,48470,2573,4544,7117,0.36152873401714203
54983,NA,NA,147,female,75-plus,16.8,11.6,1803,54512,0,4642,4642,0
54984,NA,NA,254,female,75-plus,15.1,21.8,1344,47031,0,2989,2989,0
54985,NA,NA,36,female,75-plus,0,7.9,0,NA,836,0,836,1
54986,11,39,231,female,75-plus,24.3,24.8,2114,62727,2991,1779,4770,0.6270440251572327
53001,NA,NA,164,male,05-17,13,23,788,72206,0,1901,1901,0
53002,11,71,211,male,05-17,16.2,25.4,869,85478,0,2299,2299,0
53003,NA,NA,5,male,05-17,6.8,9.4,52,55500,0,141,141,0
53004,NA,NA,400,male,05-17,23.3,26.8,1217,77989,0,3330,3330,0
53005,NA,NA,1782,male,05-17,55.6,53.9,7556,97202,19425,0,19425,1
53006,NA,NA,176,male,05-17,15.4,26.8,670,74107,0,1779,1779,0
53007,NA,NA,118,male,05-17,25,29.5,895,41925,1841,0,1841,1
53010,29,201,647,male,05-17,12,18.3,2994,63509,0,7681,7681,0
53011,NA,NA,230,male,05-17,16.8,18.3,932,72500,0,2260,2260,0
53012,52,446,1750,male,05-17,53.4,48.1,7351,88844,13067,5030,18097,0.7220533790130961
53013,NA,NA,281,male,05-17,25.1,24.6,1301,68938,0,3308,3308,0
53014,17,103,591,male,05-17,17.5,21.2,3327,61834,3590,4372,7962,0.45089173574478775
53015,NA,NA,267,male,05-17,24.4,25.4,1025,67740,0,2609,2609,0
53016,NA,NA,38,male,05-17,3.8,13.9,138,51250,0,384,384,0
53017,13,154,597,male,05-17,41.5,42,2123,106577,2919,2619,5538,0.5270855904658721
53018,NA,NA,985,male,05-17,55.7,53.4,3105,97482,6148,1751,7899,0.7783263704266363
53019,NA,NA,239,male,05-17,11.5,18.2,764,61053,892,1135,2027,0.44005920078934385
53020,NA,NA,197,male,05-17,23.3,27.7,1654,63167,0,3500,3500,0
53021,19,92,497,male,05-17,17.4,21.8,1959,82750,0,4709,4709,0
53022,80,686,1974,male,05-17,41.3,38.5,7657,79230,17050,1870,18920,0.9011627906976745
53023,NA,NA,133,male,05-17,7.9,26.2,527,68750,0,1496,1496,0
53024,43,336,1378,male,05-17,43.8,42.1,6821,75592,13503,3076,16579,0.8144640810664093
53027,72,542,1628,male,05-17,24.6,27.9,8987,68701,14666,7375,22041,0.6653963068826279
53029,NA,NA,2239,male,05-17,47.5,45.6,7738,91435,18795,2004,20799,0.9036492139045147
53031,NA,NA,3,male,05-17,NA,NA,0,NA,0,43,43,0
53032,20,91,435,male,05-17,17.6,17.1,1834,62800,3493,1264,4757,0.7342863149043515
53033,16,124,314,male,05-17,32,34.7,2115,92620,3138,1747,4885,0.642374616171955
53034,NA,NA,190,male,05-17,11.3,14.9,686,62708,0,1811,1811,0
53035,10,52,197,male,05-17,10,19.1,915,64414,0,2406,2406,0
53036,NA,NA,238,male,05-17,23.6,29,1134,75179,950,1770,2720,0.3492647058823529
53037,52,396,855,male,05-17,29.7,26.9,3703,74327,7439,1821,9260,0.8033477321814255
53038,NA,NA,347,male,05-17,24.8,35,1590,75000,2701,1312,4013,0.6730625467231498
53039,11,76,462,male,05-17,11,17.3,1628,57800,2736,2127,4863,0.5626156693399136
53040,57,323,750,male,05-17,19.7,19.7,2980,70938,4007,4057,8064,0.49689980158730157
53042,17,78,592,male,05-17,15.1,14.4,2877,58583,3741,2949,6690,0.5591928251121077
53044,NA,NA,322,male,05-17,62.9,59.7,957,79063,2147,150,2297,0.934697431432303
53045,NA,NA,1608,male,05-17,65.2,54.9,8482,100438,21515,171,21686,0.9921147283962003
53046,NA,NA,79,male,05-17,18.8,13.9,487,56771,924,183,1107,0.8346883468834688
53047,NA,NA,7,male,05-17,21.4,42.9,15,126250,0,78,78,0
53048,NA,NA,232,male,05-17,15.3,16.6,1389,51725,0,3364,3364,0
53049,NA,NA,143,male,05-17,12.5,31.7,1069,83191,305,2146,2451,0.12443900448796409
53050,10,82,746,male,05-17,13.9,14.3,2827,54806,5134,1852,6986,0.7348983681649013
53051,112,916,2918,male,05-17,41.9,40.2,15011,76944,33459,2192,35651,0.9385150486662366
53057,NA,NA,150,male,05-17,12,22.1,648,67174,0,1928,1928,0
53058,NA,NA,419,male,05-17,46.9,51.3,1482,92792,2679,564,3243,0.8260869565217391
53059,NA,NA,106,male,05-17,8.6,13.9,750,69886,0,1767,1767,0
53061,NA,NA,597,male,05-17,18.3,20.8,2170,54509,3171,2025,5196,0.6102771362586605
53063,NA,NA,121,male,05-17,15.1,22.4,642,67333,0,1552,1552,0
53065,NA,NA,240,male,05-17,12.8,21.9,908,64342,0,2226,2226,0
53066,NA,NA,3664,male,05-17,43.1,41.3,13372,86343,25176,8654,33830,0.7441915459651197
53069,NA,NA,37,male,05-17,47.5,66.7,353,115568,697,0,697,1
53070,13,89,476,male,05-17,27.1,27.5,1891,62956,2724,1989,4713,0.5779758115849777
53072,NA,NA,2200,male,05-17,50.1,46.4,10617,82032,23224,683,23907,0.9714309616430334
53073,48,241,1330,male,05-17,26.3,31.1,6089,60744,8799,6958,15757,0.5584184806752555
53074,40,197,1050,male,05-17,33.7,35.3,5408,64446,11419,1461,12880,0.8865683229813665
53075,NA,NA,284,male,05-17,18.3,25.3,1332,68304,0,3345,3345,0
53076,NA,NA,271,male,05-17,31.4,37.3,1232,103000,676,2972,3648,0.18530701754385964
53078,NA,NA,131,male,05-17,15.4,18.1,711,69934,0,1912,1912,0
53079,NA,NA,83,male,05-17,10.8,21.2,597,71797,0,1413,1413,0
53080,10,90,468,male,05-17,27.1,21.6,2330,59545,4151,1564,5715,0.726334208223972
53081,114,486,3725,male,05-17,18.9,18.5,18180,44181,42584,545,43129,0.9873634909225811
53083,54,230,1975,male,05-17,30.7,28.9,8111,67704,18841,1521,20362,0.9253020331990963
53085,25,134,1013,male,05-17,20.6,21.9,5004,55579,7741,3526,11267,0.6870506789739949
53086,35,274,823,male,05-17,29.3,32,3332,78796,5858,2397,8255,0.7096305269533616
53088,NA,NA,32,male,05-17,9.9,8.2,183,57865,0,379,379,0
53089,50,459,1797,male,05-17,36,37.8,7333,87106,16769,1799,18568,0.9031128823782852
53090,115,824,1914,male,05-17,19.5,24.2,8798,66385,15779,6094,21873,0.7213916700955516
53091,NA,NA,190,male,05-17,10,14.3,804,62333,0,2018,2018,0
53092,31,308,1780,male,05-17,69.3,54.3,8661,96627,19467,557,20024,0.9721833799440671
53093,NA,NA,190,male,05-17,26.3,22.1,768,80938,0,1981,1981,0
53094,NA,NA,1898,male,05-17,16.9,24.7,7562,49514,15070,4099,19169,0.7861651625019563
53095,159,1099,2619,male,05-17,31.3,29,11728,63157,20695,6444,27139,0.7625557316039647
53097,12,115,485,male,05-17,64.2,62.2,1990,107667,3198,3121,6319,0.5060927361924356
53098,NA,NA,1027,male,05-17,17.8,21.6,4634,54760,8278,3687,11965,0.6918512327622232
53103,NA,NA,328,male,05-17,22.7,32,1503,86809,2365,1359,3724,0.6350698174006445
53104,NA,NA,401,male,05-17,18.4,26,2200,71462,1967,3459,5426,0.36251382233689644
53105,NA,NA,2524,male,05-17,20.4,24.7,11381,66699,16288,12937,29225,0.5573310521813516
53108,NA,NA,220,male,05-17,12.7,20.2,1291,68673,433,2896,3329,0.1300690898167618
53110,NA,NA,1539,male,05-17,21.1,21.6,7572,49882,18320,0,18320,1
53114,NA,NA,246,male,05-17,12.7,16.3,980,63190,1552,1126,2678,0.5795369678864825
53115,NA,NA,1350,male,05-17,18.9,18.7,6318,53868,10647,5141,15788,0.6743729414745376
53118,NA,NA,676,male,05-17,27.6,33,2863,79577,3058,4144,7202,0.4246042765898362
53119,NA,NA,567,male,05-17,24.1,29,2040,87553,2790,2818,5608,0.4975035663338088
53120,NA,NA,808,male,05-17,24.1,33.6,3926,66815,5479,4200,9679,0.5660708750904019
53121,NA,NA,1720,male,05-17,28.7,27.2,7407,65065,12484,6561,19045,0.6555001312680494
53122,NA,NA,651,male,05-17,78,67.5,2307,113750,5985,0,5985,1
53125,NA,NA,122,male,05-17,63.5,50.8,852,78971,1341,554,1895,0.7076517150395778
53126,NA,NA,689,male,05-17,22.7,27.4,2701,77393,1529,4902,6431,0.2377546260301664
53128,NA,NA,1009,male,05-17,19.4,19.7,3117,56057,7587,1360,8947,0.8479937409187437
53129,NA,NA,1149,male,05-17,41.4,39.7,5939,64622,13973,0,13973,1
53130,NA,NA,586,male,05-17,38.1,40.1,3182,71393,7755,0,7755,1
53132,NA,NA,2921,male,05-17,38.3,37.4,13358,76548,33334,1529,34863,0.9561426153802025
53137,NA,NA,138,male,05-17,17.4,25,621,75893,0,1702,1702,0
53139,NA,NA,175,male,05-17,20.2,34.4,1069,78831,1066,1736,2802,0.3804425410421128
53140,NA,NA,2701,male,05-17,16.7,18.5,11567,38486,29753,264,30017,0.9912049838424892
53142,NA,NA,3241,male,05-17,31.4,33.1,12036,66607,31696,679,32375,0.979027027027027
53143,NA,NA,2599,male,05-17,17.2,19.7,9024,45286,23264,0,23264,1
53144,NA,NA,2395,male,05-17,27.4,25.3,9778,55414,24381,2875,27256,0.8945186380980334
53146,NA,NA,611,male,05-17,30.8,34.8,3095,83586,5313,2145,7458,0.7123893805309734
53147,NA,NA,1312,male,05-17,34.3,31.8,6953,60943,12120,4337,16457,0.7364647262563043
53149,NA,NA,1824,male,05-17,31.5,33.4,7428,86899,14070,4987,19057,0.73831138164454
53150,NA,NA,2725,male,05-17,32.6,33.5,9411,85744,23025,1825,24850,0.9265593561368209
53151,NA,NA,2195,male,05-17,44.7,41.1,13657,76772,31987,0,31987,1
53153,NA,NA,177,male,05-17,28.9,30.2,912,90250,1941,387,2328,0.8337628865979382
53154,NA,NA,2540,male,05-17,31.1,32.2,14081,70530,34160,291,34451,0.9915532205160953
53156,NA,NA,228,male,05-17,18.1,22.2,1189,57989,0,2992,2992,0
53158,NA,NA,1388,male,05-17,33.4,33.8,6476,76851,15006,911,15917,0.9427655965320098
53167,NA,NA,52,male,05-17,13.1,45.1,308,51579,399,0,399,1
53168,NA,NA,766,male,05-17,21.5,22.4,3341,74088,6311,2332,8643,0.7301862779127618
53170,NA,NA,225,male,05-17,21.9,27.8,923,61228,2380,0,2380,1
53172,NA,NA,1564,male,05-17,18.9,22,8628,51484,21156,0,21156,1
53177,NA,NA,699,male,05-17,13.1,25.3,2663,64920,6858,1471,8329,0.823388161844159
53178,NA,NA,166,male,05-17,15.8,18.8,1157,60298,0,2626,2626,0
53179,NA,NA,742,male,05-17,18.5,23.9,2363,68199,4807,1503,6310,0.7618066561014263
53181,NA,NA,717,male,05-17,22.2,24.2,2715,65168,6416,941,7357,0.8720946037787142
53182,NA,NA,698,male,05-17,16.2,19.4,3321,66572,6335,3077,9412,0.6730769230769231
53183,NA,NA,280,male,05-17,41.6,46.6,1053,99095,2638,177,2815,0.9371225577264654
53184,NA,NA,570,male,05-17,23.3,28.4,1663,51377,3042,1229,4271,0.7122453757902131
53185,NA,NA,1712,male,05-17,28.2,31.1,7053,86729,15078,3473,18551,0.8127863727022802
53186,NA,NA,2579,male,05-17,36,35.5,13821,57423,33592,0,33592,1
53188,NA,NA,2685,male,05-17,33.8,36.3,14444,66359,33848,1347,35195,0.9617275181133684
53189,NA,NA,2729,male,05-17,38.2,37.7,9728,87062,20919,5309,26228,0.7975827360073204
53190,58,239,1120,male,05-17,31.1,36.6,6422,43339,14227,4973,19200,0.7409895833333333
53191,NA,NA,297,male,05-17,46.7,45.5,1194,63190,2601,241,2842,0.9152005629838142
53192,NA,NA,0,male,05-17,0,0,50,NA,113,104,217,0.5207373271889401
53195,NA,NA,0,male,05-17,12.2,10.7,55,52125,0,114,114,0
53202,NA,NA,112,male,05-17,64.6,70.3,15338,52441,23386,0,23386,1
53203,NA,NA,0,male,05-17,55.2,54.9,865,66161,938,0,938,1
53204,NA,NA,4800,male,05-17,8.3,8.4,13047,28218,42355,0,42355,1
53205,NA,NA,1184,male,05-17,9.9,9.8,3435,23125,10050,0,10050,1
53206,NA,NA,3376,male,05-17,4.2,7.6,8239,22877,28210,0,28210,1
53207,NA,NA,2465,male,05-17,31.5,40.9,16525,58646,35149,0,35149,1
53208,NA,NA,3037,male,05-17,24.5,25.1,12304,31592,31133,0,31133,1
53209,NA,NA,4944,male,05-17,20.7,21.1,18339,33395,46917,0,46917,1
53210,NA,NA,3223,male,05-17,17.5,21.7,9703,34516,28126,0,28126,1
53211,20,257,1566,male,05-17,64.2,70.1,14322,60195,35406,0,35406,1
53212,NA,NA,2888,male,05-17,29.6,31.4,13146,33597,30416,0,30416,1
53213,NA,NA,2085,male,05-17,60.2,58.3,11519,73308,26020,0,26020,1
53214,80,304,2632,male,05-17,21.4,24.6,15823,44343,34725,0,34725,1
53215,NA,NA,7232,male,05-17,7.4,11.2,19329,35803,60953,0,60953,1
53216,NA,NA,3434,male,05-17,13.7,20.3,13196,34977,32264,0,32264,1
53217,NA,NA,2810,male,05-17,72.7,68.5,11668,100262,29192,0,29192,1
53218,NA,NA,5455,male,05-17,10.4,13.4,14029,37692,40625,0,40625,1
53219,NA,NA,2703,male,05-17,18.9,25.3,14963,52468,33880,0,33880,1
53220,NA,NA,1722,male,05-17,22.9,24.3,11557,48523,26303,0,26303,1
53221,NA,NA,3760,male,05-17,21.7,24.1,15883,50645,37701,0,37701,1
53222,37,202,1867,male,05-17,36,40.8,11372,52811,25165,0,25165,1
53223,NA,NA,2491,male,05-17,28.3,26.7,12623,45973,29230,0,29230,1
53224,NA,NA,2433,male,05-17,24,26.1,7743,46766,21284,0,21284,1
53225,NA,NA,2886,male,05-17,17.5,19.9,9706,42665,25706,0,25706,1
53226,22,171,1294,male,05-17,57.2,55.6,8271,71121,18370,0,18370,1
53227,37,178,1422,male,05-17,25,28.5,10976,48613,23357,0,23357,1
53228,20,114,1029,male,05-17,30,31.5,6354,61839,14369,0,14369,1
53233,NA,NA,366,male,05-17,21.3,22.9,4497,14920,16453,0,16453,1
53235,NA,NA,403,male,05-17,28.6,30.8,4537,41719,9270,0,9270,1
53295,NA,NA,0,male,05-17,15.8,0,0,NA,359,0,359,1
53402,NA,NA,3043,male,05-17,28.8,27.8,13257,58134,31625,1549,33174,0.9533068065352385
53403,NA,NA,2823,male,05-17,19.4,20.6,10231,43411,27294,138,27432,0.9949693788276466
53404,NA,NA,1745,male,05-17,13,14.9,5484,35013,15658,0,15658,1
53405,NA,NA,2358,male,05-17,21.6,20.3,9815,52978,25193,0,25193,1
53406,NA,NA,1886,male,05-17,30.2,30.7,11050,64478,25056,789,25845,0.9694718514219385
53501,NA,NA,92,male,05-17,0,0,65,NA,0,23,23,0
53502,41,167,223,male,05-17,14.6,20,1003,51701,0,2421,2421,0
53503,16,67,184,male,05-17,16.2,23.4,811,55655,0,1947,1947,0
53504,23,102,158,male,05-17,14.2,20.9,818,51500,0,2084,2084,0
53505,NA,NA,65,male,05-17,7.4,28.1,169,62321,0,354,354,0
53506,NA,NA,106,male,05-17,10.6,16.1,437,42396,0,1125,1125,0
53507,28,143,268,male,05-17,27.9,31.9,858,81406,0,2196,2196,0
53508,54,387,601,male,05-17,29.2,34.3,2068,82778,0,5262,5262,0
53510,NA,NA,153,male,05-17,19.2,20.7,591,60302,0,1482,1482,0
53511,NA,NA,4398,male,05-17,14.8,18.3,18895,43055,43775,5154,48929,0.8946636963763821
53515,19,98,146,male,05-17,28.8,33.7,955,67454,1269,999,2268,0.5595238095238095
53516,33,165,227,male,05-17,22.4,32.9,927,66098,0,2152,2152,0
53517,20,130,164,male,05-17,33.1,33.5,704,76447,0,1752,1752,0
53518,NA,NA,126,male,05-17,12.9,21.9,599,47981,0,1330,1330,0
53520,61,379,533,male,05-17,17.7,17.4,2625,57227,3506,3304,6810,0.5148311306901615
53521,50,270,330,male,05-17,27.8,37.3,1464,85305,1424,2232,3656,0.38949671772428884
53522,22,73,71,male,05-17,10.9,21.3,434,55952,0,1085,1085,0
53523,27,190,352,male,05-17,30.4,37.1,2033,78705,2577,2372,4949,0.5207112547989493
53525,NA,NA,458,male,05-17,14.9,23.1,1485,65718,0,4052,4052,0
53526,NA,NA,63,male,05-17,18.6,23.1,253,52589,0,565,565,0
53527,103,777,1214,male,05-17,39.3,38.8,3795,92882,6987,2976,9963,0.701294790725685
53528,61,423,595,male,05-17,35.6,39.4,2335,86301,3575,2159,5734,0.6234740146494594
53529,21,113,214,male,05-17,19.2,27.2,801,80625,0,2031,2031,0
53530,23,96,496,male,05-17,15,19.8,1820,54375,0,4566,4566,0
53531,27,249,443,male,05-17,25,36.4,1679,79421,0,4338,4338,0
53532,155,971,1212,male,05-17,38,34.8,5490,78401,10795,2811,13606,0.7933999706012054
53533,36,257,616,male,05-17,20.6,26,2959,62128,4756,2520,7276,0.6536558548653106
53534,85,493,792,male,05-17,16.3,26.1,4900,65915,7208,4304,11512,0.626129256428075
53536,80,520,913,male,05-17,24.6,26.3,3449,65262,5669,2834,8503,0.666705868516994
53537,NA,NA,50,male,05-17,2.4,22.4,292,48917,0,781,781,0
53538,95,423,1767,male,05-17,19,25.9,7513,55340,13192,5276,18468,0.7143166558371237
53540,NA,NA,8,male,05-17,8.2,16.9,116,36364,0,169,169,0
53541,NA,NA,47,male,05-17,10.2,17.6,368,63833,0,861,861,0
53543,NA,NA,143,male,05-17,16.4,20.7,724,53750,0,1641,1641,0
53544,NA,NA,58,male,05-17,18.5,28.8,291,67813,0,800,800,0
53545,102,548,1813,male,05-17,24.7,24,9796,49359,21212,1905,23117,0.9175931132932474
53546,154,735,2950,male,05-17,20.4,22.9,12500,62500,27892,2756,30648,0.9100756982511093
53548,99,476,1711,male,05-17,17,21.3,7569,50724,15136,3422,18558,0.8156051298631318
53549,31,156,892,male,05-17,21.4,18.1,4079,54603,7913,2501,10414,0.7598425196850394
53550,21,79,115,male,05-17,4.5,12.6,414,60000,0,1239,1239,0
53551,32,178,695,male,05-17,35.3,36.7,3405,69227,6581,1692,8273,0.7954792699141786
53553,NA,NA,60,male,05-17,5,11.1,220,42500,0,624,624,0
53554,NA,NA,168,male,05-17,15.5,20.5,414,54500,0,1134,1134,0
53555,45,279,770,male,05-17,30.6,34.2,3512,73913,3014,5451,8465,0.35605434140578857
53556,12,45,241,male,05-17,9.8,14.1,1138,48125,0,2594,2594,0
53557,NA,NA,38,male,05-17,13,11.1,156,47188,0,482,482,0
53558,92,815,937,male,05-17,42.1,50.2,4638,90333,9935,807,10742,0.9248743250791287
53559,78,368,695,male,05-17,14.2,21.1,2229,71498,3834,2229,6063,0.632360217714003
53560,26,134,265,male,05-17,26.1,30.3,1496,67357,1687,1771,3458,0.48785425101214575
53561,10,44,62,male,05-17,25.6,26.7,800,73194,0,1618,1618,0
53562,224,1816,1990,male,05-17,60.8,60.6,10978,79240,21718,1909,23627,0.9192026071866932
53563,67,286,1130,male,05-17,25.3,31.7,4314,69955,6766,3962,10728,0.6306860551826995
53565,24,115,415,male,05-17,23.6,28.7,2058,57798,0,4765,4765,0
53566,235,1171,1221,male,05-17,21,22.7,6492,50778,10883,4334,15217,0.7151869619504502
53569,NA,NA,87,male,05-17,21.2,20.3,488,56500,0,1155,1155,0
53570,39,180,252,male,05-17,16.7,21.3,1126,64904,0,2627,2627,0
53571,NA,NA,83,male,05-17,37.7,48.8,98,98929,0,280,280,0
53572,85,721,1174,male,05-17,45.3,40.5,4089,74087,6997,2973,9970,0.7018054162487463
53573,NA,NA,270,male,05-17,12,15.2,1291,46250,0,3062,3062,0
53574,52,345,378,male,05-17,33.9,36.2,1499,74181,0,3877,3877,0
53575,142,1187,1420,male,05-17,37.7,43.4,5907,92274,9635,5859,15494,0.6218536207564218
53576,21,77,267,male,05-17,14.7,26.9,904,59565,0,2319,2319,0
53577,NA,NA,121,male,05-17,16.6,21,581,62266,0,1371,1371,0
53578,21,125,676,male,05-17,33.7,33,2570,67034,3972,1952,5924,0.6704929101958136
53579,NA,NA,148,male,05-17,9.7,11,714,56250,0,1760,1760,0
53580,NA,NA,56,male,05-17,20.1,21,209,56875,0,564,564,0
53581,33,148,885,male,05-17,18.2,22.7,4438,47500,5021,5678,10699,0.46929619590615945
53582,NA,NA,66,male,05-17,15,21.5,465,57750,0,1079,1079,0
53583,20,138,497,male,05-17,22,24.4,2301,70152,3761,1986,5747,0.6544283974247433
