airport,terminal,date,hour,us_avg_wait,us_max_wait,non_us_avg_wait,non_us_max_wait,all_avg_wait,all_max_wait,all_n_0..15,all_n_16..30,all_n_31..45,all_n_46..60,all_n_61..90,all_n_91..120,all_n_120..,all_excluded,all_total,all_flights,all_booths
ORD,Terminal 5,1/1/2018,0000 - 0100,4,14,7,15,5,15,145,0,0,0,0,0,0,5,150,1,8
ORD,Terminal 5,1/1/2018,0500 - 0600,9,21,13,21,10,21,122,25,0,0,0,0,0,9,156,1,8
ORD,Terminal 5,1/1/2018,0600 - 0700,9,30,16,31,13,31,192,101,5,0,0,0,0,15,313,1,17
ORD,Terminal 5,1/1/2018,0700 - 0800,6,23,12,31,10,31,345,77,5,0,0,0,0,14,441,2,15
ORD,Terminal 5,1/1/2018,0800 - 0900,5,20,13,27,12,27,122,80,0,0,0,0,0,5,207,1,13
ORD,Terminal 5,1/1/2018,0900 - 1000,18,34,16,34,17,34,171,274,21,0,0,0,0,20,486,2,13
ORD,Terminal 5,1/1/2018,1000 - 1100,11,25,9,25,11,25,140,100,0,0,0,0,0,13,253,3,12
ORD,Terminal 5,1/1/2018,1100 - 1200,6,31,27,57,16,57,596,140,171,58,0,0,0,40,1005,5,21
ORD,Terminal 5,1/1/2018,1200 - 1300,16,52,25,54,19,54,526,718,224,25,0,0,0,56,1549,8,26
ORD,Terminal 5,1/1/2018,1300 - 1400,23,46,25,48,24,48,220,740,312,5,0,0,0,58,1335,6,16
ORD,Terminal 5,1/1/2018,1400 - 1500,14,67,29,87,20,87,1146,564,335,117,65,0,0,86,2313,9,25
ORD,Terminal 5,1/1/2018,1500 - 1600,17,79,34,82,22,82,820,288,112,114,158,0,0,66,1558,8,25
ORD,Terminal 5,1/1/2018,1600 - 1700,23,54,25,82,23,82,345,570,343,50,20,0,0,57,1385,7,27
ORD,Terminal 5,1/1/2018,1700 - 1800,26,90,17,48,24,90,670,234,292,35,121,0,0,62,1414,8,26
ORD,Terminal 5,1/1/2018,1800 - 1900,31,96,39,97,34,97,376,95,0,0,232,8,0,40,751,6,19
ORD,Terminal 5,1/1/2018,1900 - 2000,15,31,11,31,14,31,78,130,2,0,0,0,0,11,221,4,16
ORD,Terminal 5,1/1/2018,2000 - 2100,9,24,12,24,9,24,509,90,0,0,0,0,0,26,625,4,27
ORD,Terminal 5,1/1/2018,2200 - 2300,5,11,5,9,5,11,165,0,0,0,0,0,0,7,172,1,6
ORD,Terminal 5,1/1/2018,2300 - 0000,16,38,21,38,16,38,138,76,68,0,0,0,0,14,296,2,10
ORD,Terminal 5,1/2/2018,0000 - 0100,8,15,7,18,8,18,153,1,0,0,0,0,0,9,163,1,9
ORD,Terminal 5,1/2/2018,0100 - 0200,7,14,8,14,7,14,163,0,0,0,0,0,0,6,169,1,10
ORD,Terminal 5,1/2/2018,0300 - 0400,10,18,9,18,10,18,88,19,0,0,0,0,0,6,113,1,7
ORD,Terminal 5,1/2/2018,0500 - 0600,6,57,23,65,14,65,380,40,37,53,10,0,0,15,535,3,11
ORD,Terminal 5,1/2/2018,0700 - 0800,7,41,21,42,16,42,306,123,91,0,0,0,0,20,540,2,15
ORD,Terminal 5,1/2/2018,0800 - 0900,7,67,41,69,36,69,99,40,136,112,54,0,0,15,456,2,11
ORD,Terminal 5,1/2/2018,0900 - 1000,9,28,22,45,17,45,146,67,49,0,0,0,0,8,270,1,10
ORD,Terminal 5,1/2/2018,1000 - 1100,6,29,20,40,12,40,203,77,21,0,0,0,0,10,311,2,12
ORD,Terminal 5,1/2/2018,1100 - 1200,13,51,37,77,23,77,495,282,104,130,82,0,0,44,1137,6,22
ORD,Terminal 5,1/2/2018,1200 - 1300,14,61,35,71,25,71,375,283,199,127,36,0,0,31,1051,6,27
ORD,Terminal 5,1/2/2018,1300 - 1400,17,59,26,58,21,59,509,439,236,75,0,0,0,54,1313,6,23
ORD,Terminal 5,1/2/2018,1400 - 1500,12,84,29,90,17,90,1763,590,299,148,95,0,0,120,3015,12,25
ORD,Terminal 5,1/2/2018,1500 - 1600,20,85,51,99,33,99,330,352,148,118,210,26,0,55,1239,7,26
ORD,Terminal 5,1/2/2018,1600 - 1700,19,57,21,58,20,58,463,465,91,131,0,0,0,50,1200,6,31
ORD,Terminal 5,1/2/2018,1700 - 1800,12,37,21,38,14,38,738,482,59,0,0,0,0,45,1324,7,24
ORD,Terminal 5,1/2/2018,1800 - 1900,17,52,19,52,17,52,1040,464,411,7,0,0,0,90,2012,12,23
ORD,Terminal 5,1/2/2018,1900 - 2000,11,32,11,31,11,32,524,222,6,0,0,0,0,32,784,4,16
ORD,Terminal 5,1/2/2018,2000 - 2100,14,42,20,44,16,44,245,176,29,0,0,0,0,18,468,2,9
ORD,Terminal 5,1/2/2018,2100 - 2200,56,71,54,69,56,71,6,0,32,30,96,0,0,10,174,1,6
ORD,Terminal 5,1/2/2018,2300 - 0000,5,13,5,12,5,13,290,0,0,0,0,0,0,7,297,2,11
ORD,Terminal 5,1/3/2018,0000 - 0100,2,11,4,11,2,11,313,0,0,0,0,0,0,5,318,2,11
ORD,Terminal 5,1/3/2018,0400 - 0500,3,20,8,20,5,20,109,16,0,0,0,0,0,5,130,1,6
ORD,Terminal 5,1/3/2018,0500 - 0600,8,49,21,52,15,52,238,94,43,30,0,0,0,11,416,2,8
ORD,Terminal 5,1/3/2018,0600 - 0700,7,30,17,31,13,31,159,88,5,0,0,0,0,4,256,1,9
ORD,Terminal 5,1/3/2018,0700 - 0800,7,18,10,24,9,24,371,86,0,0,0,0,0,19,476,2,12
ORD,Terminal 5,1/3/2018,0900 - 1000,5,23,19,41,16,41,239,150,74,0,0,0,0,13,476,2,12
ORD,Terminal 5,1/3/2018,1000 - 1100,15,35,22,36,18,36,97,130,22,0,0,0,0,14,263,1,8
ORD,Terminal 5,1/3/2018,1100 - 1200,17,66,41,83,28,83,469,220,123,125,177,0,0,50,1164,6,23
ORD,Terminal 5,1/3/2018,1200 - 1300,11,46,29,61,18,61,521,267,108,93,2,0,0,34,1025,6,23
ORD,Terminal 5,1/3/2018,1300 - 1400,11,30,14,30,12,30,894,528,0,0,0,0,0,63,1485,7,25
ORD,Terminal 5,1/3/2018,1400 - 1500,14,46,17,44,15,46,1524,719,360,7,0,0,0,106,2716,12,32
ORD,Terminal 5,1/3/2018,1500 - 1600,11,45,15,47,12,47,943,456,56,2,0,0,0,54,1511,6,25
ORD,Terminal 5,1/3/2018,1600 - 1700,11,39,13,38,12,39,910,406,66,0,0,0,0,48,1430,7,32
ORD,Terminal 5,1/3/2018,1700 - 1800,18,45,16,45,17,45,774,524,256,0,0,0,0,67,1621,9,21
ORD,Terminal 5,1/3/2018,1800 - 1900,21,43,20,43,21,43,333,458,214,0,0,0,0,49,1054,6,13
ORD,Terminal 5,1/3/2018,1900 - 2000,15,55,21,56,17,56,1009,620,246,48,0,0,0,82,2005,9,18
ORD,Terminal 5,1/3/2018,2100 - 2200,6,12,6,12,6,12,173,0,0,0,0,0,0,1,174,1,6
ORD,Terminal 5,1/3/2018,2300 - 0000,12,21,14,19,12,21,104,39,0,0,0,0,0,7,150,1,7
ORD,Terminal 5,1/4/2018,0000 - 0100,7,26,8,23,8,26,391,66,0,0,0,0,0,14,471,3,9
ORD,Terminal 5,1/4/2018,0300 - 0400,9,19,9,19,9,19,110,27,0,0,0,0,0,4,141,1,7
ORD,Terminal 5,1/4/2018,0400 - 0500,5,11,4,11,4,11,103,0,0,0,0,0,0,2,105,1,9
ORD,Terminal 5,1/4/2018,0500 - 0600,20,58,29,58,25,58,144,89,113,70,0,0,0,10,426,2,11
ORD,Terminal 5,1/4/2018,0600 - 0700,12,31,17,33,14,33,187,127,19,0,0,0,0,10,343,1,15
ORD,Terminal 5,1/4/2018,0700 - 0800,11,32,18,41,16,41,261,112,86,0,0,0,0,9,468,2,17
ORD,Terminal 5,1/4/2018,0800 - 0900,3,16,16,35,15,35,103,86,21,0,0,0,0,7,217,1,10
ORD,Terminal 5,1/4/2018,0900 - 1000,8,29,18,31,13,31,159,95,5,0,0,0,0,7,266,1,10
ORD,Terminal 5,1/4/2018,1000 - 1100,8,20,11,23,9,23,332,64,0,0,0,0,0,18,414,2,11
ORD,Terminal 5,1/4/2018,1100 - 1200,9,51,27,66,20,66,589,205,177,128,24,0,0,36,1159,5,22
ORD,Terminal 5,1/4/2018,1200 - 1300,11,47,24,66,18,66,663,478,240,21,3,0,0,63,1468,9,19
ORD,Terminal 5,1/4/2018,1300 - 1400,9,27,13,29,11,29,1066,351,0,0,0,0,0,58,1475,7,24
ORD,Terminal 5,1/4/2018,1400 - 1500,14,53,27,60,19,60,1051,712,467,60,0,0,0,99,2389,10,35
ORD,Terminal 5,1/4/2018,1500 - 1600,14,59,26,70,19,70,1379,670,437,156,48,0,0,108,2798,12,28
ORD,Terminal 5,1/4/2018,1600 - 1700,18,61,24,61,21,61,437,435,164,105,4,0,0,50,1195,7,35
ORD,Terminal 5,1/4/2018,1700 - 1800,26,79,21,76,24,79,730,441,111,144,183,0,0,84,1693,7,32
ORD,Terminal 5,1/4/2018,1800 - 1900,22,71,23,71,22,71,977,560,255,220,85,0,0,95,2192,10,28
ORD,Terminal 5,1/4/2018,1900 - 2000,31,73,26,73,30,73,429,37,148,202,119,0,0,47,982,6,17
ORD,Terminal 5,1/4/2018,2000 - 2100,19,89,24,92,21,92,1098,695,212,27,182,2,0,102,2318,9,25
ORD,Terminal 5,1/4/2018,2100 - 2200,24,86,40,92,31,92,176,697,358,180,121,5,0,61,1598,6,21
ORD,Terminal 5,1/4/2018,2200 - 2300,10,27,13,27,12,27,207,93,0,0,0,0,0,16,316,1,19
ORD,Terminal 5,1/4/2018,2300 - 0000,17,71,27,72,22,72,585,625,283,79,34,0,0,79,1685,8,18
ORD,Terminal 5,1/5/2018,0000 - 0100,19,58,36,59,26,59,177,202,166,88,0,0,0,29,662,3,18
ORD,Terminal 5,1/5/2018,0200 - 0300,6,15,6,15,6,15,139,0,0,0,0,0,0,7,146,1,10
ORD,Terminal 5,1/5/2018,0400 - 0500,11,20,14,23,13,23,84,41,0,0,0,0,0,4,129,1,9
ORD,Terminal 5,1/5/2018,0500 - 0600,10,49,30,53,22,53,185,74,110,49,0,0,0,15,433,2,8
ORD,Terminal 5,1/5/2018,0700 - 0800,9,61,27,61,19,61,326,94,65,84,2,0,0,21,592,2,12
ORD,Terminal 5,1/5/2018,0800 - 0900,6,48,36,57,29,57,89,5,63,80,0,0,0,7,244,1,11
ORD,Terminal 5,1/5/2018,0900 - 1000,4,39,22,41,20,41,81,76,57,0,0,0,0,5,219,1,9
ORD,Terminal 5,1/5/2018,1000 - 1100,10,64,25,69,16,69,461,226,68,49,14,0,0,31,849,5,9
ORD,Terminal 5,1/5/2018,1100 - 1200,18,52,26,52,20,52,265,286,121,27,0,0,0,23,722,4,18
ORD,Terminal 5,1/5/2018,1200 - 1300,10,41,23,49,18,49,519,493,213,8,0,0,0,44,1277,6,34
ORD,Terminal 5,1/5/2018,1300 - 1400,16,54,16,54,16,54,692,282,79,91,0,0,0,39,1183,5,30
ORD,Terminal 5,1/5/2018,1400 - 1500,16,62,18,62,17,62,1385,318,336,132,8,0,0,79,2258,9,28
ORD,Terminal 5,1/5/2018,1500 - 1600,21,78,32,78,25,78,754,257,361,219,136,0,0,69,1796,7,27
ORD,Terminal 5,1/5/2018,1600 - 1700,21,59,24,60,22,60,615,441,311,183,0,0,0,65,1615,9,25
ORD,Terminal 5,1/5/2018,1700 - 1800,10,30,16,36,12,36,734,292,26,0,0,0,0,34,1086,5,28
ORD,Terminal 5,1/5/2018,1800 - 1900,9,31,13,33,10,33,1591,374,7,0,0,0,0,74,2046,9,25
ORD,Terminal 5,1/5/2018,1900 - 2000,12,38,10,35,11,38,992,186,78,0,0,0,0,53,1309,7,25
ORD,Terminal 5,1/5/2018,2000 - 2100,12,41,24,62,16,62,555,286,149,10,7,0,0,67,1074,4,14
ORD,Terminal 5,1/5/2018,2300 - 0000,26,34,26,34,26,34,2,118,30,0,0,0,0,8,158,1,9
ORD,Terminal 5,1/6/2018,0000 - 0100,28,53,22,53,27,53,216,162,129,184,0,0,0,24,715,4,9
ORD,Terminal 5,1/6/2018,0500 - 0600,11,44,22,49,16,49,376,168,103,20,0,0,0,25,692,4,10
ORD,Terminal 5,1/6/2018,0600 - 0700,10,55,35,56,26,56,118,68,86,65,0,0,0,7,344,1,12
ORD,Terminal 5,1/6/2018,0700 - 0800,6,24,11,26,9,26,378,104,0,0,0,0,0,12,494,2,12
ORD,Terminal 5,1/6/2018,0800 - 0900,6,21,23,46,17,46,216,84,85,3,0,0,0,11,399,2,12
ORD,Terminal 5,1/6/2018,0900 - 1000,21,58,17,54,19,58,209,73,125,17,0,0,0,12,436,2,12
ORD,Terminal 5,1/6/2018,1000 - 1100,8,34,15,35,11,35,372,153,25,0,0,0,0,20,570,4,12
ORD,Terminal 5,1/6/2018,1100 - 1200,4,35,45,75,37,75,144,86,89,94,151,0,0,19,583,2,28
ORD,Terminal 5,1/6/2018,1200 - 1300,12,50,22,50,16,50,706,460,146,7,0,0,0,48,1367,6,27
ORD,Terminal 5,1/6/2018,1300 - 1400,16,54,36,79,25,79,729,618,442,204,102,0,0,93,2188,11,29
ORD,Terminal 5,1/6/2018,1400 - 1500,13,82,39,91,23,91,1222,827,347,151,211,4,0,109,2871,11,25
ORD,Terminal 5,1/6/2018,1500 - 1600,15,65,47,90,27,90,745,427,253,151,248,0,0,87,1911,9,32
ORD,Terminal 5,1/6/2018,1600 - 1700,16,65,34,68,21,68,932,446,312,175,54,0,0,83,2002,9,29
ORD,Terminal 5,1/6/2018,1700 - 1800,21,71,30,71,24,71,724,482,458,217,20,0,0,86,1987,10,27
ORD,Terminal 5,1/6/2018,1800 - 1900,25,57,27,56,25,57,522,848,634,167,0,0,0,99,2270,13,22
ORD,Terminal 5,1/6/2018,1900 - 2000,12,34,13,34,12,34,678,290,14,0,0,0,0,25,1007,6,20
ORD,Terminal 5,1/6/2018,2000 - 2100,7,27,10,27,8,27,283,41,0,0,0,0,0,15,339,2,19
ORD,Terminal 5,1/6/2018,2100 - 2200,15,41,15,31,15,41,525,275,86,0,0,0,0,38,924,5,10
ORD,Terminal 5,1/6/2018,2300 - 0000,7,21,10,23,8,23,448,43,0,0,0,0,0,15,506,3,9
ORD,Terminal 5,1/7/2018,0000 - 0100,8,20,13,20,9,20,158,26,0,0,0,0,0,5,189,1,9
ORD,Terminal 5,1/7/2018,0100 - 0200,8,23,11,21,9,23,152,21,0,0,0,0,0,9,182,1,7
ORD,Terminal 5,1/7/2018,0400 - 0500,6,16,9,19,7,19,115,11,0,0,0,0,0,3,129,1,4
ORD,Terminal 5,1/7/2018,0500 - 0600,17,54,30,61,23,61,262,90,135,99,2,0,0,21,609,3,12
ORD,Terminal 5,1/7/2018,0600 - 0700,12,49,31,55,22,55,218,125,94,51,0,0,0,16,504,2,13
ORD,Terminal 5,1/7/2018,0700 - 0800,8,20,12,26,11,26,172,72,0,0,0,0,0,9,253,1,10
ORD,Terminal 5,1/7/2018,0800 - 0900,5,13,16,36,11,36,282,75,34,0,0,0,0,9,400,2,10
ORD,Terminal 5,1/7/2018,1000 - 1100,10,34,16,38,12,38,758,346,46,0,0,0,0,44,1194,6,12
ORD,Terminal 5,1/7/2018,1100 - 1200,5,42,32,58,21,58,412,76,185,119,0,0,0,22,814,4,32
ORD,Terminal 5,1/7/2018,1200 - 1300,9,32,19,43,14,43,695,454,95,0,0,0,0,49,1293,5,34
ORD,Terminal 5,1/7/2018,1300 - 1400,11,30,14,32,13,32,756,451,13,0,0,0,0,42,1262,7,34
ORD,Terminal 5,1/7/2018,1400 - 1500,16,77,25,94,20,94,1724,655,484,286,57,4,0,108,3318,14,33
ORD,Terminal 5,1/7/2018,1500 - 1600,11,50,26,62,18,62,658,269,144,105,6,0,0,55,1237,5,26
ORD,Terminal 5,1/7/2018,1600 - 1700,24,38,28,46,25,46,233,494,472,4,0,0,0,53,1256,7,31
ORD,Terminal 5,1/7/2018,1700 - 1800,12,41,17,69,14,69,800,235,96,26,17,0,0,47,1221,6,20
ORD,Terminal 5,1/7/2018,1800 - 1900,22,79,24,72,23,79,1566,469,392,470,119,0,0,125,3141,16,24
ORD,Terminal 5,1/7/2018,1900 - 2000,29,81,34,81,30,81,459,129,7,12,295,0,0,38,940,4,12
ORD,Terminal 5,1/7/2018,2000 - 2100,6,26,15,28,10,28,346,119,0,0,0,0,0,13,478,2,14
ORD,Terminal 5,1/7/2018,2300 - 0000,9,23,9,22,9,23,246,60,0,0,0,0,0,10,316,2,10
ORD,Terminal 5,1/8/2018,0000 - 0100,6,19,9,19,7,19,337,30,0,0,0,0,0,5,372,2,10
ORD,Terminal 5,1/8/2018,0200 - 0300,8,19,11,17,8,19,166,11,0,0,0,0,0,5,182,1,5
ORD,Terminal 5,1/8/2018,0400 - 0500,5,21,19,50,15,50,249,67,81,13,0,0,0,11,421,2,9
ORD,Terminal 5,1/8/2018,0600 - 0700,9,26,12,27,11,27,244,94,0,0,0,0,0,11,349,1,14
ORD,Terminal 5,1/8/2018,0700 - 0800,6,15,7,17,7,17,229,13,0,0,0,0,0,6,248,1,13
ORD,Terminal 5,1/8/2018,0800 - 0900,3,14,12,31,11,31,298,143,9,0,0,0,0,13,463,2,12
ORD,Terminal 5,1/8/2018,1000 - 1100,8,28,18,54,14,54,655,214,92,28,0,0,0,34,1023,5,13
ORD,Terminal 5,1/8/2018,1100 - 1200,10,36,34,65,22,65,375,117,133,99,17,0,0,29,770,4,23
ORD,Terminal 5,1/8/2018,1200 - 1300,10,31,13,35,12,35,960,400,21,0,0,0,0,41,1422,6,37
ORD,Terminal 5,1/8/2018,1300 - 1400,9,22,8,22,9,22,1301,149,0,0,0,0,0,35,1485,7,33
ORD,Terminal 5,1/8/2018,1400 - 1500,15,62,24,75,19,75,1041,925,295,87,16,0,0,88,2452,9,37
ORD,Terminal 5,1/8/2018,1500 - 1600,14,43,15,47,14,47,881,599,115,5,0,0,0,55,1655,8,29
ORD,Terminal 5,1/8/2018,1600 - 1700,18,61,14,61,16,61,847,339,38,130,3,0,0,49,1406,6,30
ORD,Terminal 5,1/8/2018,1700 - 1800,9,24,10,28,9,28,1141,204,0,0,0,0,0,47,1392,8,27
ORD,Terminal 5,1/8/2018,1800 - 1900,12,42,15,41,13,42,1545,562,171,0,0,0,0,68,2346,12,23
ORD,Terminal 5,1/8/2018,1900 - 2000,17,44,15,44,16,44,197,135,61,0,0,0,0,12,405,2,13
ORD,Terminal 5,1/8/2018,2000 - 2100,9,30,13,30,11,30,193,63,0,0,0,0,0,2,258,1,11
ORD,Terminal 5,1/8/2018,2100 - 2200,7,14,10,11,7,14,169,0,0,0,0,0,0,8,177,1,4
ORD,Terminal 5,1/8/2018,2200 - 2300,11,30,10,29,11,30,173,84,0,0,0,0,0,11,268,2,7
ORD,Terminal 5,1/8/2018,2300 - 0000,8,16,8,17,8,17,127,5,0,0,0,0,0,8,140,1,9
ORD,Terminal 5,1/9/2018,0000 - 0100,10,28,15,28,11,28,242,121,0,0,0,0,0,12,375,2,9
ORD,Terminal 5,1/9/2018,0500 - 0600,12,56,30,56,23,56,237,125,151,77,0,0,0,20,610,2,14
ORD,Terminal 5,1/9/2018,0700 - 0800,4,18,5,18,5,18,455,12,0,0,0,0,0,11,478,2,14
ORD,Terminal 5,1/9/2018,0800 - 0900,1,20,12,25,11,25,137,79,0,0,0,0,0,6,222,1,15
ORD,Terminal 5,1/9/2018,0900 - 1000,10,25,12,29,11,29,498,151,0,0,0,0,0,27,676,3,15
ORD,Terminal 5,1/9/2018,1000 - 1100,9,28,22,45,17,45,235,142,86,0,0,0,0,20,483,2,13
ORD,Terminal 5,1/9/2018,1100 - 1200,8,30,18,37,12,37,283,128,20,0,0,0,0,14,445,2,14
ORD,Terminal 5,1/9/2018,1200 - 1300,11,43,14,47,12,47,922,298,95,5,0,0,0,50,1370,7,26
ORD,Terminal 5,1/9/2018,1300 - 1400,12,33,16,33,14,33,660,493,25,0,0,0,0,42,1220,6,30
ORD,Terminal 5,1/9/2018,1400 - 1500,9,44,15,48,12,48,1600,562,99,4,0,0,0,83,2348,9,35
ORD,Terminal 5,1/9/2018,1500 - 1600,6,18,12,35,9,35,629,115,11,0,0,0,0,27,782,4,22
ORD,Terminal 5,1/9/2018,1600 - 1700,16,42,22,42,18,42,383,411,130,0,0,0,0,30,954,5,30
ORD,Terminal 5,1/9/2018,1700 - 1800,11,35,11,35,11,35,1324,394,20,0,0,0,0,60,1798,8,29
ORD,Terminal 5,1/9/2018,1800 - 1900,17,47,14,48,16,48,861,612,216,2,0,0,0,71,1762,9,19
ORD,Terminal 5,1/9/2018,1900 - 2000,6,19,8,20,6,20,586,54,0,0,0,0,0,22,662,3,13
ORD,Terminal 5,1/9/2018,2100 - 2200,7,16,8,15,7,16,156,5,0,0,0,0,0,5,166,1,5
ORD,Terminal 5,1/9/2018,2300 - 0000,8,24,10,24,9,24,280,32,0,0,0,0,0,11,323,2,10
ORD,Terminal 5,1/10/2018,0000 - 0100,7,21,9,20,8,21,380,29,0,0,0,0,0,17,426,3,11
ORD,Terminal 5,1/10/2018,0400 - 0500,6,28,22,47,20,47,119,63,68,10,0,0,0,8,268,1,7
ORD,Terminal 5,1/10/2018,0600 - 0700,9,39,16,40,13,40,352,176,36,0,0,0,0,18,582,2,11
ORD,Terminal 5,1/10/2018,0700 - 0800,4,20,8,22,7,22,184,38,0,0,0,0,0,9,231,1,11
ORD,Terminal 5,1/10/2018,0800 - 0900,5,28,21,41,19,41,78,92,42,0,0,0,0,8,220,1,9
ORD,Terminal 5,1/10/2018,0900 - 1000,10,36,14,37,12,37,325,114,32,0,0,0,0,17,488,3,9
ORD,Terminal 5,1/10/2018,1100 - 1200,23,104,55,123,38,123,474,358,270,177,276,123,7,64,1749,8,24
ORD,Terminal 5,1/10/2018,1200 - 1300,14,60,27,75,20,75,309,111,102,28,25,0,0,20,595,3,20
ORD,Terminal 5,1/10/2018,1300 - 1400,9,34,15,34,11,34,478,187,7,0,0,0,0,19,691,4,21
ORD,Terminal 5,1/10/2018,1400 - 1500,11,47,17,48,14,48,708,422,96,6,0,0,0,47,1279,6,29
ORD,Terminal 5,1/10/2018,1500 - 1600,17,76,39,86,27,86,936,502,295,237,279,0,0,70,2319,10,30
ORD,Terminal 5,1/10/2018,1600 - 1700,23,54,40,63,29,63,66,166,88,66,9,0,0,14,409,2,23
ORD,Terminal 5,1/10/2018,1700 - 1800,11,42,13,35,12,42,1161,402,107,0,0,0,0,64,1734,9,25
ORD,Terminal 5,1/10/2018,1800 - 1900,20,53,19,53,19,53,595,460,288,40,0,0,0,49,1432,8,20
ORD,Terminal 5,1/10/2018,1900 - 2000,13,42,21,46,16,46,588,409,119,1,0,0,0,47,1164,5,20
ORD,Terminal 5,1/10/2018,2100 - 2200,14,24,16,24,14,24,95,71,0,0,0,0,0,9,175,1,6
ORD,Terminal 5,1/10/2018,2200 - 2300,3,12,4,12,3,12,135,0,0,0,0,0,0,3,138,1,10
ORD,Terminal 5,1/10/2018,2300 - 0000,7,21,10,22,8,22,442,59,0,0,0,0,0,15,516,3,10
ORD,Terminal 5,1/11/2018,0600 - 0700,9,46,32,83,24,83,403,172,155,94,49,0,0,29,902,3,13
ORD,Terminal 5,1/11/2018,0700 - 0800,9,56,27,61,21,61,124,22,22,48,2,0,0,11,229,1,9
ORD,Terminal 5,1/11/2018,0900 - 1000,6,38,31,61,22,61,228,80,103,81,3,0,0,17,512,3,10
ORD,Terminal 5,1/11/2018,1000 - 1100,7,32,15,46,10,46,306,46,17,2,0,0,0,18,389,2,11
ORD,Terminal 5,1/11/2018,1100 - 1200,14,63,42,70,28,70,342,186,162,191,56,0,0,34,971,5,26
ORD,Terminal 5,1/11/2018,1200 - 1300,13,38,24,38,17,38,141,99,51,0,0,0,0,11,302,2,15
ORD,Terminal 5,1/11/2018,1300 - 1400,10,27,12,29,11,29,723,264,0,0,0,0,0,35,1022,6,29
ORD,Terminal 5,1/11/2018,1400 - 1500,9,39,14,44,11,44,1423,355,87,0,0,0,0,74,1939,8,35
ORD,Terminal 5,1/11/2018,1500 - 1600,12,79,31,79,21,79,885,391,225,191,84,0,0,71,1847,9,27
ORD,Terminal 5,1/11/2018,1600 - 1700,16,42,21,44,17,44,405,398,153,0,0,0,0,46,1002,6,25
ORD,Terminal 5,1/11/2018,1700 - 1800,8,20,9,19,9,20,311,28,0,0,0,0,0,12,351,3,11
ORD,Terminal 5,1/11/2018,1800 - 1900,12,43,16,46,13,46,1089,440,113,2,0,0,0,61,1705,11,18
ORD,Terminal 5,1/11/2018,1900 - 2000,11,57,26,59,17,59,423,205,82,63,0,0,0,34,807,3,15
ORD,Terminal 5,1/11/2018,2000 - 2100,3,23,9,24,5,24,203,29,0,0,0,0,0,7,239,1,16
ORD,Terminal 5,1/11/2018,2100 - 2200,8,36,22,50,13,50,393,113,71,12,0,0,0,18,607,3,12
ORD,Terminal 5,1/11/2018,2200 - 2300,4,17,5,17,4,17,151,8,0,0,0,0,0,3,162,1,12
ORD,Terminal 5,1/11/2018,2300 - 0000,11,33,12,33,11,33,339,145,19,0,0,0,0,18,521,3,11
ORD,Terminal 5,1/12/2018,0000 - 0100,5,15,6,15,5,15,151,0,0,0,0,0,0,5,156,1,7
ORD,Terminal 5,1/12/2018,0500 - 0600,2,22,28,48,23,48,98,50,95,20,0,0,0,7,270,1,12
ORD,Terminal 5,1/12/2018,0600 - 0700,11,71,31,72,24,72,354,102,76,98,68,0,0,23,721,3,13
ORD,Terminal 5,1/12/2018,0900 - 1000,9,39,14,39,11,39,199,103,10,0,0,0,0,15,327,2,9
ORD,Terminal 5,1/12/2018,1000 - 1100,17,41,22,51,19,51,68,175,20,5,0,0,0,16,284,2,13
ORD,Terminal 5,1/12/2018,1100 - 1200,11,61,38,75,25,75,531,266,199,151,94,0,0,48,1289,6,26
ORD,Terminal 5,1/12/2018,1200 - 1300,11,35,21,40,15,40,318,304,49,0,0,0,0,20,691,4,25
ORD,Terminal 5,1/12/2018,1300 - 1400,18,70,21,69,19,70,697,465,49,92,54,0,0,62,1419,8,29
ORD,Terminal 5,1/12/2018,1400 - 1500,10,92,14,115,12,115,890,117,15,3,58,13,0,44,1140,6,25
ORD,Terminal 5,1/12/2018,1500 - 1600,13,76,31,75,21,76,1067,602,383,115,103,0,0,97,2367,11,32
ORD,Terminal 5,1/12/2018,1600 - 1700,8,47,25,49,14,49,395,93,92,13,0,0,0,21,614,3,24
ORD,Terminal 5,1/12/2018,1700 - 1800,23,49,18,45,22,49,448,197,444,7,0,0,0,57,1153,6,28
ORD,Terminal 5,1/12/2018,1800 - 1900,18,64,21,61,19,64,631,438,172,72,3,0,0,59,1375,10,21
ORD,Terminal 5,1/12/2018,1900 - 2000,9,42,17,42,12,42,610,240,47,0,0,0,0,41,938,4,19
ORD,Terminal 5,1/12/2018,2000 - 2100,9,23,10,23,9,23,332,105,0,0,0,0,0,15,452,2,16
ORD,Terminal 5,1/12/2018,2100 - 2200,9,23,10,20,9,23,158,10,0,0,0,0,0,6,174,1,3
ORD,Terminal 5,1/12/2018,2200 - 2300,16,27,12,27,15,27,73,73,0,0,0,0,0,5,151,1,6
ORD,Terminal 5,1/12/2018,2300 - 0000,37,74,38,69,37,74,65,125,107,101,87,0,0,16,501,4,8
ORD,Terminal 5,1/13/2018,0400 - 0500,17,59,32,59,22,59,85,19,31,29,0,0,0,6,170,1,7
ORD,Terminal 5,1/13/2018,0500 - 0600,4,52,50,69,44,69,51,15,27,92,77,0,0,7,269,1,14
ORD,Terminal 5,1/13/2018,0600 - 0700,6,33,14,35,11,35,383,106,35,0,0,0,0,14,538,2,13
