airport,terminal,date,hour,us_avg_wait,us_max_wait,non_us_avg_wait,non_us_max_wait,all_avg_wait,all_max_wait,all_n_0..15,all_n_16..30,all_n_31..45,all_n_46..60,all_n_61..90,all_n_91..120,all_n_120..,all_excluded,all_total,all_flights,all_booths
ORD,Terminal 5,2019-01-02,1900 - 2000,8,27,11,27,8,27,708,136,0,0,0,0,0,30,874,4,19
ORD,Terminal 5,2019-01-02,2000 - 2100,8,23,8,20,8,23,594,47,0,0,0,0,0,9,650,3,16
ORD,Terminal 5,2019-01-02,2100 - 2200,8,28,16,33,12,33,176,64,9,0,0,0,0,7,256,1,20
ORD,Terminal 5,2019-01-02,2200 - 2300,7,20,11,20,7,20,252,22,0,0,0,0,0,9,283,2,8
ORD,Terminal 5,2019-01-02,2300 - 0000,6,19,7,19,6,19,562,40,0,0,0,0,0,19,621,4,9
ORD,Terminal 5,2019-01-03,0000 - 0100,3,16,5,18,4,18,158,3,0,0,0,0,0,4,165,1,10
ORD,Terminal 5,2019-01-03,0100 - 0200,5,24,8,25,6,25,252,18,0,0,0,0,0,7,277,2,10
ORD,Terminal 5,2019-01-03,0500 - 0600,6,26,15,42,12,42,259,93,29,0,0,0,0,9,390,2,8
ORD,Terminal 5,2019-01-03,0600 - 0700,9,32,14,40,12,40,164,49,20,0,0,0,0,6,239,1,6
ORD,Terminal 5,2019-01-03,0700 - 0800,10,57,35,57,24,57,277,37,102,139,0,0,0,12,567,2,14
ORD,Terminal 5,2019-01-03,0800 - 0900,6,17,8,17,7,17,260,13,0,0,0,0,0,7,280,1,15
ORD,Terminal 5,2019-01-03,1000 - 1100,8,26,10,28,9,28,465,149,0,0,0,0,0,22,636,4,16
ORD,Terminal 5,2019-01-03,1100 - 1200,13,62,28,66,20,66,678,430,149,122,30,0,0,46,1455,7,20
ORD,Terminal 5,2019-01-03,1200 - 1300,9,54,18,54,13,54,948,347,96,18,0,0,0,46,1455,6,23
ORD,Terminal 5,2019-01-03,1300 - 1400,13,77,31,91,20,91,836,600,182,96,70,3,0,52,1839,7,23
ORD,Terminal 5,2019-01-03,1400 - 1500,11,40,16,40,12,40,1724,765,78,0,0,0,0,93,2660,11,21
ORD,Terminal 5,2019-01-03,1500 - 1600,4,29,11,30,7,30,280,46,0,0,0,0,0,11,337,2,24
ORD,Terminal 5,2019-01-03,1600 - 1700,7,27,11,27,8,27,1413,257,0,0,0,0,0,49,1719,8,25
ORD,Terminal 5,2019-01-03,1700 - 1800,10,31,11,26,10,31,918,227,3,0,0,0,0,34,1182,6,23
ORD,Terminal 5,2019-01-03,1800 - 1900,8,21,8,21,8,21,1390,181,0,0,0,0,0,31,1602,9,20
ORD,Terminal 5,2019-01-03,1900 - 2000,8,28,12,29,9,29,1215,336,0,0,0,0,0,48,1599,7,17
ORD,Terminal 5,2019-01-03,2200 - 2300,5,15,5,15,5,15,259,0,0,0,0,0,0,9,268,2,12
ORD,Terminal 5,2019-01-03,2300 - 0000,7,18,9,17,7,18,133,12,0,0,0,0,0,4,149,1,11
ORD,Terminal 5,2019-01-04,0000 - 0100,5,15,8,15,6,15,345,0,0,0,0,0,0,4,349,2,11
ORD,Terminal 5,2019-01-04,0100 - 0200,5,21,11,24,6,24,157,14,0,0,0,0,0,6,177,1,4
ORD,Terminal 5,2019-01-04,0200 - 0300,9,41,23,44,12,44,163,64,27,0,0,0,0,9,263,2,4
ORD,Terminal 5,2019-01-04,0400 - 0500,5,23,9,23,6,23,102,5,0,0,0,0,0,0,107,1,4
ORD,Terminal 5,2019-01-04,0500 - 0600,9,23,10,23,10,23,212,52,0,0,0,0,0,6,270,1,13
ORD,Terminal 5,2019-01-04,0700 - 0800,5,26,12,34,9,34,338,98,23,0,0,0,0,14,473,2,9
ORD,Terminal 5,2019-01-04,0800 - 0900,6,26,11,29,8,29,475,97,0,0,0,0,0,19,591,2,12
ORD,Terminal 5,2019-01-04,1000 - 1100,5,22,8,24,6,24,566,53,0,0,0,0,0,14,633,4,14
ORD,Terminal 5,2019-01-04,1100 - 1200,7,41,30,69,21,69,266,95,94,64,17,0,0,17,553,2,15
ORD,Terminal 5,2019-01-04,1200 - 1300,8,35,16,36,11,36,1212,391,26,0,0,0,0,52,1681,8,21
ORD,Terminal 5,2019-01-04,1300 - 1400,10,46,20,55,13,55,1440,524,143,44,0,0,0,68,2219,9,21
ORD,Terminal 5,2019-01-04,1400 - 1500,11,87,34,102,17,102,1388,440,180,96,102,15,0,82,2303,9,22
ORD,Terminal 5,2019-01-04,1500 - 1600,11,81,48,104,26,104,760,200,55,82,193,37,0,49,1376,6,20
ORD,Terminal 5,2019-01-04,1600 - 1700,11,88,44,95,18,95,956,317,38,42,111,9,0,39,1512,7,15
ORD,Terminal 5,2019-01-04,1700 - 1800,14,71,32,74,18,74,958,540,122,72,72,0,0,70,1834,9,18
ORD,Terminal 5,2019-01-04,1800 - 1900,10,49,18,53,11,53,1369,250,37,17,0,0,0,44,1717,10,14
ORD,Terminal 5,2019-01-04,1900 - 2000,10,31,17,39,11,39,511,162,19,0,0,0,0,26,718,3,11
ORD,Terminal 5,2019-01-04,2000 - 2100,9,26,12,26,10,26,388,82,0,0,0,0,0,13,483,2,12
ORD,Terminal 5,2019-01-04,2100 - 2200,7,20,10,24,8,24,226,31,0,0,0,0,0,7,264,1,11
ORD,Terminal 5,2019-01-04,2200 - 2300,6,18,8,20,6,20,267,9,0,0,0,0,0,8,284,2,12
ORD,Terminal 5,2019-01-04,2300 - 0000,3,17,6,16,4,17,336,5,0,0,0,0,0,8,349,2,13
ORD,Terminal 5,2019-01-05,0000 - 0100,6,18,9,18,7,18,353,22,0,0,0,0,0,16,391,2,14
ORD,Terminal 5,2019-01-05,0200 - 0300,6,22,10,22,7,22,146,14,0,0,0,0,0,3,163,1,6
ORD,Terminal 5,2019-01-05,0400 - 0500,7,29,16,43,13,43,203,37,30,0,0,0,0,7,277,1,6
ORD,Terminal 5,2019-01-05,0500 - 0600,8,37,21,37,13,37,81,18,23,0,0,0,0,3,125,1,6
ORD,Terminal 5,2019-01-05,0600 - 0700,7,21,9,22,7,22,460,52,0,0,0,0,0,23,535,2,15
ORD,Terminal 5,2019-01-05,0700 - 0800,5,23,12,28,9,28,357,117,0,0,0,0,0,12,486,2,15
ORD,Terminal 5,2019-01-05,0800 - 0900,8,19,7,18,7,19,416,35,0,0,0,0,0,10,461,2,14
ORD,Terminal 5,2019-01-05,0900 - 1000,8,19,11,19,8,19,235,30,0,0,0,0,0,3,268,1,10
ORD,Terminal 5,2019-01-05,1000 - 1100,10,59,24,100,17,100,609,185,64,26,41,14,0,27,966,5,15
ORD,Terminal 5,2019-01-05,1100 - 1200,10,75,50,99,32,99,461,90,26,124,197,23,0,35,956,4,23
ORD,Terminal 5,2019-01-05,1200 - 1300,7,29,24,52,17,52,418,172,116,25,0,0,0,24,755,4,23
ORD,Terminal 5,2019-01-05,1300 - 1400,12,85,32,90,21,90,1020,492,68,43,200,0,0,59,1882,7,25
ORD,Terminal 5,2019-01-05,1400 - 1500,14,87,37,105,21,105,1667,820,246,113,211,28,0,96,3181,13,21
ORD,Terminal 5,2019-01-05,1500 - 1600,13,70,45,97,26,97,740,217,78,93,223,8,0,43,1402,6,25
ORD,Terminal 5,2019-01-05,1600 - 1700,9,56,30,58,14,58,1013,246,53,138,0,0,0,47,1497,8,19
ORD,Terminal 5,2019-01-05,1700 - 1800,10,34,12,30,10,34,1438,432,8,0,0,0,0,47,1925,10,20
ORD,Terminal 5,2019-01-05,1800 - 1900,15,36,14,36,14,36,1119,840,46,0,0,0,0,65,2070,11,22
ORD,Terminal 5,2019-01-05,1900 - 2000,9,28,12,27,9,28,1353,292,0,0,0,0,0,29,1674,10,18
ORD,Terminal 5,2019-01-05,2000 - 2100,20,56,24,56,21,56,601,448,420,44,0,0,0,41,1554,8,11
ORD,Terminal 5,2019-01-05,2100 - 2200,5,14,2,2,5,14,155,0,0,0,0,0,0,5,160,1,3
ORD,Terminal 5,2019-01-05,2200 - 2300,5,16,5,14,5,16,266,2,0,0,0,0,0,4,272,2,12
ORD,Terminal 5,2019-01-05,2300 - 0000,6,18,9,16,7,18,336,11,0,0,0,0,0,10,357,2,13
ORD,Terminal 5,2019-01-06,0000 - 0100,7,25,10,28,8,28,605,110,0,0,0,0,0,18,733,4,13
ORD,Terminal 5,2019-01-06,0500 - 0600,8,45,18,51,13,51,488,188,43,19,0,0,0,22,760,4,14
ORD,Terminal 5,2019-01-06,0700 - 0800,9,53,26,57,20,57,458,111,92,141,0,0,0,26,828,3,12
ORD,Terminal 5,2019-01-06,0800 - 0900,6,26,15,30,10,30,207,67,0,0,0,0,0,9,283,1,12
ORD,Terminal 5,2019-01-06,0900 - 1000,8,16,4,16,7,16,234,11,0,0,0,0,0,8,253,2,12
ORD,Terminal 5,2019-01-06,1000 - 1100,7,44,11,53,8,53,270,44,11,6,0,0,0,9,340,2,12
ORD,Terminal 5,2019-01-06,1100 - 1200,10,56,50,114,31,114,665,183,104,71,228,89,0,43,1383,6,27
ORD,Terminal 5,2019-01-06,1200 - 1300,9,33,30,77,18,77,396,91,33,61,22,0,0,18,621,3,21
ORD,Terminal 5,2019-01-06,1300 - 1400,9,65,22,74,15,74,1197,327,186,92,21,0,0,57,1880,7,23
ORD,Terminal 5,2019-01-06,1400 - 1500,16,106,43,145,26,145,1252,789,351,145,88,129,48,88,2890,12,20
ORD,Terminal 5,2019-01-06,1500 - 1600,24,134,55,141,34,141,224,657,308,76,46,73,49,48,1481,6,24
ORD,Terminal 5,2019-01-06,1600 - 1700,9,60,41,131,21,131,1054,239,107,37,62,52,37,49,1637,7,21
ORD,Terminal 5,2019-01-06,1700 - 1800,10,80,36,88,14,88,739,196,17,4,44,0,0,26,1026,6,15
ORD,Terminal 5,2019-01-06,1800 - 1900,10,30,13,33,10,33,1491,355,14,0,0,0,0,52,1912,11,18
ORD,Terminal 5,2019-01-06,1900 - 2000,9,24,15,33,11,33,740,215,13,0,0,0,0,43,1011,4,16
ORD,Terminal 5,2019-01-06,2000 - 2100,10,24,9,24,9,24,554,116,0,0,0,0,0,16,686,3,12
ORD,Terminal 5,2019-01-06,2100 - 2200,6,16,8,15,6,16,172,8,0,0,0,0,0,2,182,2,6
ORD,Terminal 5,2019-01-06,2200 - 2300,9,29,12,30,10,30,405,132,0,0,0,0,0,18,555,3,12
ORD,Terminal 5,2019-01-06,2300 - 0000,8,22,12,25,8,25,282,54,0,0,0,0,0,8,344,2,12
ORD,Terminal 5,2019-01-07,0000 - 0100,8,20,8,20,8,20,330,42,0,0,0,0,0,10,382,2,10
ORD,Terminal 5,2019-01-07,0200 - 0300,8,23,11,27,9,27,116,31,0,0,0,0,0,7,154,1,4
ORD,Terminal 5,2019-01-07,0300 - 0400,6,32,14,36,9,36,113,22,10,0,0,0,0,5,150,1,3
ORD,Terminal 5,2019-01-07,0500 - 0600,5,33,14,35,10,35,286,69,30,0,0,0,0,11,396,2,10
ORD,Terminal 5,2019-01-07,0700 - 0800,21,102,45,117,34,117,476,66,207,55,213,48,0,29,1094,4,14
ORD,Terminal 5,2019-01-07,0800 - 0900,8,49,29,53,17,53,196,8,32,43,0,0,0,8,287,1,11
ORD,Terminal 5,2019-01-07,0900 - 1000,4,13,6,17,5,17,142,2,0,0,0,0,0,6,150,2,12
ORD,Terminal 5,2019-01-07,1000 - 1100,7,22,16,42,15,42,150,82,26,0,0,0,0,7,265,1,12
ORD,Terminal 5,2019-01-07,1100 - 1200,17,94,41,112,27,112,599,599,134,101,174,45,0,58,1710,8,18
ORD,Terminal 5,2019-01-07,1200 - 1300,10,73,51,112,28,112,262,7,9,25,94,7,0,13,417,2,18
ORD,Terminal 5,2019-01-07,1300 - 1400,11,59,22,77,16,77,961,202,151,39,53,0,0,51,1457,6,18
ORD,Terminal 5,2019-01-07,1400 - 1500,15,96,34,102,23,102,913,673,178,100,140,37,0,70,2111,8,21
ORD,Terminal 5,2019-01-07,1500 - 1600,28,139,51,143,39,143,623,565,313,254,319,206,29,74,2383,10,21
ORD,Terminal 5,2019-01-07,1600 - 1700,22,97,56,115,35,115,261,518,174,46,88,115,0,36,1238,6,17
ORD,Terminal 5,2019-01-07,1700 - 1800,17,67,25,67,18,67,388,247,118,14,5,0,0,27,799,5,13
ORD,Terminal 5,2019-01-07,1800 - 1900,20,63,24,60,22,63,608,858,380,97,9,0,0,51,2003,10,21
ORD,Terminal 5,2019-01-07,1900 - 2000,28,62,32,64,29,64,144,457,505,106,8,0,0,35,1255,6,16
ORD,Terminal 5,2019-01-07,2100 - 2200,7,16,7,16,7,16,182,4,0,0,0,0,0,4,190,1,15
ORD,Terminal 5,2019-01-07,2200 - 2300,6,22,7,20,7,22,233,13,0,0,0,0,0,13,259,2,12
ORD,Terminal 5,2019-01-07,2300 - 0000,5,18,7,24,6,24,205,8,0,0,0,0,0,7,220,2,13
ORD,Terminal 5,2019-01-08,0000 - 0100,4,18,4,15,4,18,359,13,0,0,0,0,0,9,381,2,12
ORD,Terminal 5,2019-01-08,0200 - 0300,7,20,11,20,8,20,162,21,0,0,0,0,0,5,188,1,5
ORD,Terminal 5,2019-01-08,0500 - 0600,8,37,14,43,11,43,306,92,27,0,0,0,0,12,437,2,8
ORD,Terminal 5,2019-01-08,0600 - 0700,10,24,19,48,15,48,217,80,27,13,0,0,0,10,347,1,14
ORD,Terminal 5,2019-01-08,0700 - 0800,6,53,24,54,17,54,283,41,131,25,0,0,0,12,492,2,14
ORD,Terminal 5,2019-01-08,0800 - 0900,6,18,5,19,6,19,262,11,0,0,0,0,0,8,281,1,15
ORD,Terminal 5,2019-01-08,0900 - 1000,3,17,2,18,2,18,58,4,0,0,0,0,0,2,64,1,13
ORD,Terminal 5,2019-01-08,1000 - 1100,7,18,7,19,7,19,307,19,0,0,0,0,0,11,337,2,13
ORD,Terminal 5,2019-01-08,1100 - 1200,6,31,19,43,13,43,465,158,76,0,0,0,0,19,718,3,19
ORD,Terminal 5,2019-01-08,1200 - 1300,7,27,11,28,9,28,656,136,0,0,0,0,0,34,826,4,21
ORD,Terminal 5,2019-01-08,1300 - 1400,9,31,13,38,11,38,1094,428,9,0,0,0,0,45,1576,7,26
ORD,Terminal 5,2019-01-08,1400 - 1500,11,53,21,75,15,75,1349,611,153,66,14,0,0,80,2273,9,20
ORD,Terminal 5,2019-01-08,1500 - 1600,12,61,31,84,19,84,764,348,90,79,78,0,0,39,1398,6,24
ORD,Terminal 5,2019-01-08,1600 - 1700,11,45,22,52,15,52,679,237,94,32,0,0,0,29,1071,5,24
ORD,Terminal 5,2019-01-08,1700 - 1800,8,25,9,24,9,25,896,121,0,0,0,0,0,32,1049,5,23
ORD,Terminal 5,2019-01-08,1800 - 1900,8,25,12,35,9,35,1058,220,8,0,0,0,0,40,1326,7,18
ORD,Terminal 5,2019-01-08,1900 - 2000,9,34,14,41,11,41,927,299,50,0,0,0,0,43,1319,6,20
ORD,Terminal 5,2019-01-08,2000 - 2100,3,12,6,13,4,13,457,0,0,0,0,0,0,13,470,2,21
ORD,Terminal 5,2019-01-08,2100 - 2200,9,17,13,16,9,17,167,10,0,0,0,0,0,4,181,1,9
ORD,Terminal 5,2019-01-08,2200 - 2300,4,11,7,14,6,14,76,0,0,0,0,0,0,3,79,1,9
ORD,Terminal 5,2019-01-08,2300 - 0000,8,18,10,20,8,20,276,25,0,0,0,0,0,8,309,2,14
ORD,Terminal 5,2019-01-09,0000 - 0100,6,24,8,24,6,24,519,38,0,0,0,0,0,15,572,3,14
ORD,Terminal 5,2019-01-09,0200 - 0300,12,36,18,42,14,42,98,42,16,0,0,0,0,5,161,1,4
ORD,Terminal 5,2019-01-09,0500 - 0600,7,45,17,45,13,45,306,61,57,0,0,0,0,10,434,2,11
ORD,Terminal 5,2019-01-09,0600 - 0700,13,61,28,66,20,66,181,71,45,23,10,0,0,11,341,1,5
ORD,Terminal 5,2019-01-09,0700 - 0800,27,88,42,92,35,92,170,213,109,79,148,1,0,20,740,3,12
ORD,Terminal 5,2019-01-09,0800 - 0900,9,41,30,49,17,49,166,37,55,21,0,0,0,6,285,1,9
ORD,Terminal 5,2019-01-09,0900 - 1000,1,3,3,7,2,7,48,0,0,0,0,0,0,2,50,1,8
ORD,Terminal 5,2019-01-09,1000 - 1100,8,27,11,28,9,28,437,93,0,0,0,0,0,17,547,3,12
ORD,Terminal 5,2019-01-09,1100 - 1200,9,71,33,81,20,81,583,135,86,68,97,0,0,32,1001,4,15
ORD,Terminal 5,2019-01-09,1200 - 1300,11,48,27,61,18,61,980,321,238,115,1,0,0,61,1716,9,21
ORD,Terminal 5,2019-01-09,1300 - 1400,16,74,31,76,22,76,642,493,174,113,56,0,0,44,1522,6,21
ORD,Terminal 5,2019-01-09,1400 - 1500,13,93,34,94,22,94,1059,341,223,159,148,8,0,63,2001,8,22
ORD,Terminal 5,2019-01-09,1500 - 1600,14,79,41,104,24,104,551,184,57,90,89,20,0,37,1028,4,22
ORD,Terminal 5,2019-01-09,1600 - 1700,13,52,35,71,22,71,502,301,110,99,60,0,0,31,1103,6,24
ORD,Terminal 5,2019-01-09,1700 - 1800,11,46,18,52,14,52,883,371,92,14,0,0,0,54,1414,6,23
ORD,Terminal 5,2019-01-09,1800 - 1900,9,31,13,34,10,34,1085,260,13,0,0,0,0,42,1400,9,14
ORD,Terminal 5,2019-01-09,1900 - 2000,9,28,12,28,10,28,764,174,0,0,0,0,0,26,964,5,13
ORD,Terminal 5,2019-01-09,2000 - 2100,9,24,14,36,11,36,404,138,19,0,0,0,0,23,584,2,12
ORD,Terminal 5,2019-01-09,2100 - 2200,11,22,16,22,11,22,120,60,0,0,0,0,0,5,185,1,9
ORD,Terminal 5,2019-01-09,2200 - 2300,8,18,11,18,9,18,248,27,0,0,0,0,0,9,284,2,11
ORD,Terminal 5,2019-01-09,2300 - 0000,7,25,8,22,7,25,431,52,0,0,0,0,0,14,497,3,14
ORD,Terminal 5,2019-01-10,0000 - 0100,5,22,9,22,6,22,328,36,0,0,0,0,0,9,373,2,14
ORD,Terminal 5,2019-01-10,0100 - 0200,6,17,10,17,7,17,179,3,0,0,0,0,0,5,187,1,13
ORD,Terminal 5,2019-01-10,0200 - 0300,7,30,12,29,10,30,104,28,0,0,0,0,0,5,137,1,5
ORD,Terminal 5,2019-01-10,0500 - 0600,8,20,11,24,10,24,202,66,0,0,0,0,0,9,277,1,13
ORD,Terminal 5,2019-01-10,0700 - 0800,11,46,22,59,17,59,448,198,76,66,0,0,0,26,814,3,15
ORD,Terminal 5,2019-01-10,0800 - 0900,7,19,7,19,7,19,256,21,0,0,0,0,0,9,286,1,12
ORD,Terminal 5,2019-01-10,0900 - 1000,3,7,4,10,4,10,38,0,0,0,0,0,0,1,39,1,7
ORD,Terminal 5,2019-01-10,1000 - 1100,5,21,9,21,6,21,476,40,0,0,0,0,0,14,530,3,13
ORD,Terminal 5,2019-01-10,1100 - 1200,5,19,18,39,12,39,295,85,52,0,0,0,0,10,442,2,12
ORD,Terminal 5,2019-01-10,1200 - 1300,7,46,16,53,11,53,938,231,77,10,0,0,0,45,1301,7,22
ORD,Terminal 5,2019-01-10,1300 - 1400,12,71,33,77,22,77,810,349,226,141,96,0,0,72,1694,7,19
ORD,Terminal 5,2019-01-10,1400 - 1500,10,75,33,77,19,77,1282,365,148,229,88,0,0,65,2177,10,22
ORD,Terminal 5,2019-01-10,1500 - 1600,7,28,16,33,11,33,233,72,8,0,0,0,0,8,321,2,22
ORD,Terminal 5,2019-01-10,1600 - 1700,8,25,14,32,10,32,812,214,5,0,0,0,0,30,1061,5,23
ORD,Terminal 5,2019-01-10,1700 - 1800,9,31,13,36,10,36,934,238,15,0,0,0,0,54,1241,7,22
ORD,Terminal 5,2019-01-10,1800 - 1900,7,27,12,28,9,28,1306,230,0,0,0,0,0,41,1577,9,27
ORD,Terminal 5,2019-01-10,1900 - 2000,9,24,11,27,10,27,595,151,0,0,0,0,0,29,775,3,21
ORD,Terminal 5,2019-01-10,2000 - 2100,7,20,9,20,7,20,392,20,0,0,0,0,0,11,423,2,16
ORD,Terminal 5,2019-01-10,2100 - 2200,4,12,5,11,4,12,166,0,0,0,0,0,0,5,171,1,17
ORD,Terminal 5,2019-01-10,2200 - 2300,7,17,10,19,8,19,100,9,0,0,0,0,0,4,113,1,9
ORD,Terminal 5,2019-01-10,2300 - 0000,7,28,12,30,9,30,235,49,0,0,0,0,0,8,292,2,8
ORD,Terminal 5,2019-01-11,0000 - 0100,6,22,11,22,7,22,304,29,0,0,0,0,0,7,340,2,9
ORD,Terminal 5,2019-01-11,0200 - 0300,9,17,11,20,9,20,149,9,0,0,0,0,0,4,162,1,5
ORD,Terminal 5,2019-01-11,0500 - 0600,6,33,15,41,13,41,174,71,24,0,0,0,0,9,278,1,8
ORD,Terminal 5,2019-01-11,0600 - 0700,11,46,21,49,16,49,197,74,45,9,0,0,0,9,334,1,7
ORD,Terminal 5,2019-01-11,0700 - 0800,5,29,18,47,14,47,279,108,52,6,0,0,0,10,455,2,14
ORD,Terminal 5,2019-01-11,0800 - 0900,8,29,12,29,9,29,212,63,0,0,0,0,0,7,282,1,8
ORD,Terminal 5,2019-01-11,0900 - 1000,1,10,3,11,2,11,135,0,0,0,0,0,0,4,139,2,5
ORD,Terminal 5,2019-01-11,1100 - 1200,6,62,39,85,21,85,817,147,121,135,155,0,0,42,1417,6,20
ORD,Terminal 5,2019-01-11,1200 - 1300,5,41,15,44,10,44,392,69,38,0,0,0,0,17,516,3,18
ORD,Terminal 5,2019-01-11,1300 - 1400,7,39,15,46,11,46,843,202,47,3,0,0,0,34,1129,6,15
ORD,Terminal 5,2019-01-11,1400 - 1500,24,124,44,126,32,126,857,423,574,364,212,87,10,87,2614,11,22
ORD,Terminal 5,2019-01-11,1500 - 1600,25,88,54,109,38,109,269,551,324,179,223,119,0,58,1723,7,22
ORD,Terminal 5,2019-01-11,1600 - 1700,10,49,39,78,22,78,590,171,101,122,77,0,0,30,1091,5,22
ORD,Terminal 5,2019-01-11,1700 - 1800,10,58,25,61,14,61,656,156,94,25,1,0,0,33,965,5,21
ORD,Terminal 5,2019-01-11,1800 - 1900,17,76,28,77,20,77,1008,572,387,63,75,0,0,66,2171,13,21
ORD,Terminal 5,2019-01-11,1900 - 2000,11,29,12,27,12,29,448,170,0,0,0,0,0,22,640,3,12
ORD,Terminal 5,2019-01-11,2000 - 2100,9,28,15,42,10,42,555,139,26,0,0,0,0,28,748,3,13
ORD,Terminal 5,2019-01-11,2200 - 2300,7,23,11,27,8,27,201,44,0,0,0,0,0,8,253,2,9
ORD,Terminal 5,2019-01-11,2300 - 0000,8,18,10,19,9,19,135,16,0,0,0,0,0,8,159,1,9
ORD,Terminal 5,2019-01-12,0000 - 0100,7,25,9,25,8,25,279,51,0,0,0,0,0,11,341,2,10
ORD,Terminal 5,2019-01-12,0100 - 0200,8,20,11,20,8,20,137,20,0,0,0,0,0,5,162,1,6
ORD,Terminal 5,2019-01-12,0200 - 0300,7,26,12,29,10,29,117,38,0,0,0,0,0,2,157,1,6
ORD,Terminal 5,2019-01-12,0500 - 0600,14,46,21,49,18,49,209,139,73,15,0,0,0,15,451,2,10
ORD,Terminal 5,2019-01-12,0600 - 0700,13,47,31,57,23,57,150,75,67,45,0,0,0,11,348,1,11
