airport,terminal,date,hour,us_avg_wait,us_max_wait,non_us_avg_wait,non_us_max_wait,all_avg_wait,all_max_wait,all_n_0..15,all_n_16..30,all_n_31..45,all_n_46..60,all_n_61..90,all_n_91..120,all_n_120..,all_excluded,all_total,all_flights,all_booths
ORD,Terminal 5,2020-01-03,1200 - 1300,15,40,23,42,18,42,97,156,32,0,0,0,0,8,293,1,13
ORD,Terminal 5,2020-01-03,1300 - 1400,8,37,14,40,10,40,1491,274,61,0,0,0,0,78,1904,8,22
ORD,Terminal 5,2020-01-03,1400 - 1500,8,28,12,34,9,34,1863,317,6,0,0,0,0,68,2254,9,16
ORD,Terminal 5,2020-01-03,1500 - 1600,13,62,20,62,15,62,1105,520,146,42,7,0,0,60,1880,8,18
ORD,Terminal 5,2020-01-03,1600 - 1700,8,30,17,54,10,54,1207,268,48,22,0,0,0,46,1591,7,21
ORD,Terminal 5,2020-01-03,1700 - 1800,15,51,27,51,17,51,742,322,278,34,0,0,0,41,1417,7,16
ORD,Terminal 5,2020-01-03,1800 - 1900,13,31,15,34,14,34,738,645,9,0,0,0,0,35,1427,8,12
ORD,Terminal 5,2020-01-03,1900 - 2000,9,28,10,24,9,28,1050,154,0,0,0,0,0,27,1231,5,12
ORD,Terminal 5,2020-01-03,2000 - 2100,13,45,15,42,13,45,400,91,78,0,0,0,0,11,580,3,14
ORD,Terminal 5,2020-01-03,2100 - 2200,10,24,12,24,10,24,357,108,0,0,0,0,0,18,483,2,13
ORD,Terminal 5,2020-01-03,2200 - 2300,20,61,31,73,23,73,278,133,164,70,21,0,0,21,687,4,8
ORD,Terminal 5,2020-01-03,2300 - 0000,12,43,23,43,14,43,206,92,38,0,0,0,0,8,344,2,9
ORD,Terminal 5,2020-01-04,0000 - 0100,15,27,17,28,16,28,72,84,0,0,0,0,0,5,161,1,6
ORD,Terminal 5,2020-01-04,0100 - 0200,8,20,10,20,9,20,162,21,0,0,0,0,0,4,187,1,8
ORD,Terminal 5,2020-01-04,0500 - 0600,19,47,19,50,19,50,236,36,123,28,0,0,0,11,434,2,10
ORD,Terminal 5,2020-01-04,0600 - 0700,17,93,35,96,24,96,194,185,58,12,45,8,0,18,520,2,9
ORD,Terminal 5,2020-01-04,0700 - 0800,14,80,39,85,24,85,360,172,114,23,100,0,0,26,795,3,7
ORD,Terminal 5,2020-01-04,0800 - 0900,5,25,24,47,11,47,215,22,30,8,0,0,0,8,283,1,6
ORD,Terminal 5,2020-01-04,0900 - 1000,5,17,7,17,6,17,223,6,0,0,0,0,0,8,237,2,6
ORD,Terminal 5,2020-01-04,1000 - 1100,10,33,37,96,25,96,266,110,48,28,44,20,0,15,531,2,19
ORD,Terminal 5,2020-01-04,1100 - 1200,9,39,45,95,23,95,583,118,22,6,153,14,0,27,923,4,25
ORD,Terminal 5,2020-01-04,1200 - 1300,9,39,21,48,15,48,691,239,150,16,0,0,0,47,1143,5,15
ORD,Terminal 5,2020-01-04,1300 - 1400,11,33,15,34,12,34,1407,661,49,0,0,0,0,59,2176,9,19
ORD,Terminal 5,2020-01-04,1400 - 1500,10,38,12,35,10,38,1583,401,20,0,0,0,0,67,2071,8,22
ORD,Terminal 5,2020-01-04,1500 - 1600,13,38,16,38,13,38,908,241,140,0,0,0,0,26,1315,6,15
ORD,Terminal 5,2020-01-04,1600 - 1700,11,40,17,40,12,40,1749,957,75,0,0,0,0,76,2857,13,21
ORD,Terminal 5,2020-01-04,1700 - 1800,10,43,19,43,12,43,1117,245,166,0,0,0,0,30,1558,8,18
ORD,Terminal 5,2020-01-04,1800 - 1900,8,23,9,24,8,24,1358,175,0,0,0,0,0,31,1564,8,14
ORD,Terminal 5,2020-01-04,1900 - 2000,10,36,14,36,10,36,1270,329,21,0,0,0,0,43,1663,10,14
ORD,Terminal 5,2020-01-04,2000 - 2100,10,27,10,27,10,27,1172,269,0,0,0,0,0,37,1478,8,13
ORD,Terminal 5,2020-01-04,2100 - 2200,8,22,6,12,7,22,364,27,0,0,0,0,0,6,397,2,6
ORD,Terminal 5,2020-01-04,2200 - 2300,5,15,7,16,6,16,333,2,0,0,0,0,0,8,343,2,7
ORD,Terminal 5,2020-01-04,2300 - 0000,8,28,11,31,9,31,453,59,1,0,0,0,0,16,529,3,10
ORD,Terminal 5,2020-01-05,0000 - 0100,17,34,17,35,17,35,76,84,13,0,0,0,0,10,183,1,11
ORD,Terminal 5,2020-01-05,0100 - 0200,11,29,14,30,11,30,208,121,0,0,0,0,0,12,341,2,11
ORD,Terminal 5,2020-01-05,0500 - 0600,8,34,20,47,14,47,368,120,73,11,0,0,0,17,589,3,9
ORD,Terminal 5,2020-01-05,0600 - 0700,10,58,27,60,16,60,335,78,38,45,0,0,0,19,515,2,9
ORD,Terminal 5,2020-01-05,0700 - 0800,5,48,22,49,16,49,272,84,107,15,0,0,0,14,492,2,10
ORD,Terminal 5,2020-01-05,0800 - 0900,5,16,7,17,6,17,266,10,0,0,0,0,0,9,285,1,8
ORD,Terminal 5,2020-01-05,0900 - 1000,9,22,10,26,9,26,209,38,0,0,0,0,0,7,254,2,9
ORD,Terminal 5,2020-01-05,1000 - 1100,27,73,46,101,33,101,2,152,65,8,26,5,0,8,266,1,18
ORD,Terminal 5,2020-01-05,1100 - 1200,22,85,48,112,34,112,449,447,334,149,282,47,0,48,1756,8,26
ORD,Terminal 5,2020-01-05,1200 - 1300,10,42,14,44,11,44,334,134,32,0,0,0,0,13,513,3,14
ORD,Terminal 5,2020-01-05,1300 - 1400,10,44,15,45,12,45,1924,685,143,0,0,0,0,98,2850,11,34
ORD,Terminal 5,2020-01-05,1400 - 1500,11,45,16,45,13,45,1462,502,201,0,0,0,0,67,2232,9,23
ORD,Terminal 5,2020-01-05,1500 - 1600,10,35,14,36,12,36,910,376,20,0,0,0,0,49,1355,7,16
ORD,Terminal 5,2020-01-05,1600 - 1700,7,22,11,28,8,28,1197,189,0,0,0,0,0,29,1415,6,21
ORD,Terminal 5,2020-01-05,1700 - 1800,8,26,11,27,9,27,1127,172,0,0,0,0,0,39,1338,7,15
ORD,Terminal 5,2020-01-05,1800 - 1900,14,30,14,29,14,30,793,662,0,0,0,0,0,37,1492,8,22
ORD,Terminal 5,2020-01-05,1900 - 2000,13,35,16,34,13,35,1401,932,46,0,0,0,0,67,2446,12,21
ORD,Terminal 5,2020-01-05,2000 - 2100,12,30,15,30,13,30,273,186,0,0,0,0,0,18,477,2,12
ORD,Terminal 5,2020-01-05,2200 - 2300,7,16,8,15,7,16,165,5,0,0,0,0,0,6,176,1,14
ORD,Terminal 5,2020-01-05,2300 - 0000,5,19,7,19,6,19,625,18,0,0,0,0,0,15,658,4,14
ORD,Terminal 5,2020-01-06,0000 - 0100,8,28,11,27,9,28,400,77,0,0,0,0,0,15,492,3,13
ORD,Terminal 5,2020-01-06,0500 - 0600,7,21,10,21,8,21,136,17,0,0,0,0,0,4,157,1,6
ORD,Terminal 5,2020-01-06,0600 - 0700,8,39,24,64,15,64,587,163,71,54,16,0,0,25,916,3,12
ORD,Terminal 5,2020-01-06,0700 - 0800,7,46,26,50,20,50,285,29,83,75,0,0,0,11,483,2,17
ORD,Terminal 5,2020-01-06,0800 - 0900,4,16,5,16,5,16,272,3,0,0,0,0,0,7,282,1,15
ORD,Terminal 5,2020-01-06,0900 - 1000,5,15,9,20,8,20,54,8,0,0,0,0,0,2,64,1,15
ORD,Terminal 5,2020-01-06,1000 - 1100,6,17,9,16,7,17,171,9,0,0,0,0,0,5,185,1,14
ORD,Terminal 5,2020-01-06,1100 - 1200,7,34,16,38,12,38,663,269,43,0,0,0,0,32,1007,4,25
ORD,Terminal 5,2020-01-06,1200 - 1300,9,30,10,30,9,30,1019,218,0,0,0,0,0,39,1276,6,27
ORD,Terminal 5,2020-01-06,1300 - 1400,10,26,11,26,10,26,1442,461,0,0,0,0,0,52,1955,8,35
ORD,Terminal 5,2020-01-06,1400 - 1500,10,35,11,34,10,35,1746,456,23,0,0,0,0,66,2291,9,30
ORD,Terminal 5,2020-01-06,1500 - 1600,9,25,9,24,9,25,1285,171,0,0,0,0,0,51,1507,7,28
ORD,Terminal 5,2020-01-06,1600 - 1700,8,20,9,23,8,23,1212,162,0,0,0,0,0,26,1400,6,30
ORD,Terminal 5,2020-01-06,1700 - 1800,10,25,9,25,9,25,890,164,0,0,0,0,0,30,1084,6,21
ORD,Terminal 5,2020-01-06,1800 - 1900,11,30,12,26,11,30,1252,523,0,0,0,0,0,44,1819,10,22
ORD,Terminal 5,2020-01-06,1900 - 2000,9,34,10,35,10,35,741,192,17,0,0,0,0,33,983,4,25
ORD,Terminal 5,2020-01-06,2000 - 2100,9,32,14,30,10,32,324,108,3,0,0,0,0,16,451,2,15
ORD,Terminal 5,2020-01-06,2100 - 2200,24,44,31,47,26,47,28,213,88,8,0,0,0,11,348,1,18
ORD,Terminal 5,2020-01-06,2200 - 2300,8,23,11,25,9,25,493,79,0,0,0,0,0,16,588,3,14
ORD,Terminal 5,2020-01-06,2300 - 0000,10,24,13,27,11,27,352,143,0,0,0,0,0,13,508,3,12
ORD,Terminal 5,2020-01-07,0000 - 0100,6,16,8,18,6,18,141,6,0,0,0,0,0,4,151,1,12
ORD,Terminal 5,2020-01-07,0100 - 0200,2,13,4,13,2,13,168,0,0,0,0,0,0,5,173,1,11
ORD,Terminal 5,2020-01-07,0500 - 0600,10,31,13,39,13,39,181,75,13,0,0,0,0,9,278,1,7
ORD,Terminal 5,2020-01-07,0600 - 0700,9,24,12,24,10,24,260,73,0,0,0,0,0,7,340,1,14
ORD,Terminal 5,2020-01-07,0700 - 0800,4,15,8,22,6,22,205,31,0,0,0,0,0,7,243,1,9
ORD,Terminal 5,2020-01-07,0800 - 0900,4,15,5,15,5,15,515,0,0,0,0,0,0,9,524,2,16
ORD,Terminal 5,2020-01-07,1000 - 1100,9,26,12,31,11,31,380,117,2,0,0,0,0,14,513,3,18
ORD,Terminal 5,2020-01-07,1100 - 1200,11,33,14,35,12,35,696,330,18,0,0,0,0,30,1074,5,23
ORD,Terminal 5,2020-01-07,1200 - 1300,8,28,9,28,9,28,769,139,0,0,0,0,0,28,936,4,36
ORD,Terminal 5,2020-01-07,1300 - 1400,10,41,14,45,12,45,1373,531,54,0,0,0,0,68,2026,8,33
ORD,Terminal 5,2020-01-07,1400 - 1500,7,43,11,48,9,48,835,194,35,4,0,0,0,31,1099,5,29
ORD,Terminal 5,2020-01-07,1500 - 1600,8,24,10,27,8,27,1128,195,0,0,0,0,0,43,1366,6,27
ORD,Terminal 5,2020-01-07,1600 - 1700,8,19,10,26,9,26,738,131,0,0,0,0,0,26,895,4,22
ORD,Terminal 5,2020-01-07,1700 - 1800,12,35,19,38,13,38,575,246,35,0,0,0,0,27,883,4,24
ORD,Terminal 5,2020-01-07,1800 - 1900,11,26,10,26,11,26,809,302,0,0,0,0,0,27,1138,6,20
ORD,Terminal 5,2020-01-07,1900 - 2000,10,34,11,35,11,35,920,274,14,0,0,0,0,41,1249,6,16
ORD,Terminal 5,2020-01-07,2000 - 2100,19,63,23,63,20,63,421,441,235,29,6,0,0,41,1173,5,11
ORD,Terminal 5,2020-01-07,2100 - 2200,7,16,14,25,8,25,167,14,0,0,0,0,0,4,185,1,4
ORD,Terminal 5,2020-01-07,2200 - 2300,9,23,11,23,10,23,243,64,0,0,0,0,0,8,315,2,11
ORD,Terminal 5,2020-01-08,0000 - 0100,8,34,13,33,9,34,379,105,6,0,0,0,0,11,501,3,11
ORD,Terminal 5,2020-01-08,0600 - 0700,11,37,17,37,13,37,390,188,22,0,0,0,0,25,625,2,9
ORD,Terminal 5,2020-01-08,0700 - 0800,15,53,21,58,19,58,215,187,40,46,0,0,0,14,502,2,10
ORD,Terminal 5,2020-01-08,0800 - 0900,8,25,9,25,8,25,403,93,0,0,0,0,0,15,511,2,13
ORD,Terminal 5,2020-01-08,0900 - 1000,3,7,5,14,5,14,51,0,0,0,0,0,0,2,53,1,11
ORD,Terminal 5,2020-01-08,1000 - 1100,14,60,40,98,27,98,437,255,98,34,115,27,0,29,995,4,28
ORD,Terminal 5,2020-01-08,1100 - 1200,21,83,43,83,27,83,189,413,110,40,93,0,0,26,871,4,18
ORD,Terminal 5,2020-01-08,1200 - 1300,7,34,18,38,12,38,354,119,53,0,0,0,0,17,543,3,16
ORD,Terminal 5,2020-01-08,1300 - 1400,12,34,18,49,15,49,928,585,66,6,0,0,0,51,1636,6,31
ORD,Terminal 5,2020-01-08,1400 - 1500,5,18,7,18,6,18,839,30,0,0,0,0,0,26,895,4,24
ORD,Terminal 5,2020-01-08,1500 - 1600,8,29,9,29,8,29,1840,233,0,0,0,0,0,76,2149,10,22
ORD,Terminal 5,2020-01-08,1600 - 1700,8,26,11,30,9,30,916,238,0,0,0,0,0,32,1186,5,30
ORD,Terminal 5,2020-01-08,1700 - 1800,7,23,11,33,8,33,704,134,5,0,0,0,0,26,869,4,23
ORD,Terminal 5,2020-01-08,1800 - 1900,12,30,12,30,12,30,943,515,0,0,0,0,0,38,1496,8,17
ORD,Terminal 5,2020-01-08,1900 - 2000,12,30,13,42,12,42,656,308,1,0,0,0,0,30,995,5,20
ORD,Terminal 5,2020-01-08,2000 - 2100,13,38,17,38,15,38,516,316,57,0,0,0,0,31,920,4,15
ORD,Terminal 5,2020-01-08,2100 - 2200,8,20,7,13,8,20,146,15,0,0,0,0,0,5,166,1,6
ORD,Terminal 5,2020-01-08,2200 - 2300,13,51,18,46,14,51,208,154,10,3,0,0,0,12,387,2,9
ORD,Terminal 5,2020-01-08,2300 - 0000,9,35,16,41,11,41,546,129,14,0,0,0,0,22,711,4,10
ORD,Terminal 5,2020-01-09,0000 - 0100,11,32,17,34,13,34,194,111,15,0,0,0,0,13,333,2,10
ORD,Terminal 5,2020-01-09,0600 - 0700,12,67,24,70,19,70,314,158,36,41,28,0,0,18,595,2,9
ORD,Terminal 5,2020-01-09,0700 - 0800,4,44,26,58,16,58,292,25,92,61,0,0,0,11,481,2,13
ORD,Terminal 5,2020-01-09,0800 - 0900,6,17,8,19,7,19,248,21,0,0,0,0,0,9,278,1,13
ORD,Terminal 5,2020-01-09,0900 - 1000,6,18,7,18,6,18,202,12,0,0,0,0,0,4,218,2,12
ORD,Terminal 5,2020-01-09,1000 - 1100,9,28,30,95,23,95,228,75,51,31,37,2,0,14,438,2,12
ORD,Terminal 5,2020-01-09,1100 - 1200,11,75,31,83,19,83,594,297,74,49,63,0,0,35,1112,5,22
ORD,Terminal 5,2020-01-09,1200 - 1300,5,23,10,37,8,37,272,26,12,0,0,0,0,12,322,2,18
ORD,Terminal 5,2020-01-09,1300 - 1400,8,33,12,34,10,34,1237,394,7,0,0,0,0,52,1690,7,28
ORD,Terminal 5,2020-01-09,1400 - 1500,10,32,14,36,12,36,1542,588,26,0,0,0,0,95,2251,9,29
ORD,Terminal 5,2020-01-09,1500 - 1600,9,39,15,42,11,42,1125,353,51,0,0,0,0,51,1580,8,18
ORD,Terminal 5,2020-01-09,1600 - 1700,9,26,8,28,9,28,472,76,0,0,0,0,0,15,563,3,19
ORD,Terminal 5,2020-01-09,1700 - 1800,8,23,9,23,8,23,763,106,0,0,0,0,0,24,893,5,21
ORD,Terminal 5,2020-01-09,1800 - 1900,12,34,15,34,13,34,911,460,40,0,0,0,0,44,1455,8,19
ORD,Terminal 5,2020-01-09,1900 - 2000,16,48,23,51,18,51,750,674,281,10,0,0,0,56,1771,8,15
ORD,Terminal 5,2020-01-09,2000 - 2100,13,49,20,49,16,49,206,183,33,6,0,0,0,11,439,2,10
ORD,Terminal 5,2020-01-09,2100 - 2200,8,16,9,15,8,16,178,1,0,0,0,0,0,6,185,1,8
ORD,Terminal 5,2020-01-09,2200 - 2300,7,17,8,17,7,17,131,8,0,0,0,0,0,4,143,1,14
ORD,Terminal 5,2020-01-09,2300 - 0000,7,21,10,22,8,22,279,38,0,0,0,0,0,5,322,2,16
ORD,Terminal 5,2020-01-10,0000 - 0100,8,20,14,25,10,25,120,21,0,0,0,0,0,5,146,1,14
ORD,Terminal 5,2020-01-10,0100 - 0200,5,15,5,16,5,16,184,1,0,0,0,0,0,6,191,1,13
ORD,Terminal 5,2020-01-10,0500 - 0600,4,18,11,30,9,30,186,59,0,0,0,0,0,6,251,1,8
ORD,Terminal 5,2020-01-10,0600 - 0700,13,43,22,45,17,45,164,82,52,0,0,0,0,9,307,1,9
ORD,Terminal 5,2020-01-10,0700 - 0800,12,39,15,39,14,39,470,235,72,0,0,0,0,15,792,3,12
ORD,Terminal 5,2020-01-10,0800 - 0900,6,19,9,23,8,23,216,51,0,0,0,0,0,7,274,1,11
ORD,Terminal 5,2020-01-10,0900 - 1000,7,19,9,20,8,20,220,15,0,0,0,0,0,12,247,2,11
ORD,Terminal 5,2020-01-10,1100 - 1200,12,83,42,92,28,92,722,318,204,172,236,7,0,50,1709,7,27
ORD,Terminal 5,2020-01-10,1200 - 1300,4,17,16,42,11,42,289,44,50,0,0,0,0,14,397,3,23
ORD,Terminal 5,2020-01-10,1300 - 1400,9,30,12,30,10,30,801,264,0,0,0,0,0,27,1092,5,35
ORD,Terminal 5,2020-01-10,1400 - 1500,11,37,18,44,14,44,821,440,90,0,0,0,0,44,1395,6,27
ORD,Terminal 5,2020-01-10,1500 - 1600,16,66,31,77,21,77,1147,899,353,171,86,0,0,91,2747,12,26
ORD,Terminal 5,2020-01-10,1600 - 1700,7,34,13,38,10,38,530,82,29,0,0,0,0,12,653,3,25
ORD,Terminal 5,2020-01-10,1700 - 1800,9,22,11,25,10,25,807,152,0,0,0,0,0,24,983,5,27
ORD,Terminal 5,2020-01-10,1800 - 1900,14,37,16,37,15,37,884,733,69,0,0,0,0,41,1727,11,25
ORD,Terminal 5,2020-01-10,1900 - 2000,10,25,11,25,10,25,1021,269,0,0,0,0,0,57,1347,6,25
ORD,Terminal 5,2020-01-10,2000 - 2100,5,21,10,24,7,24,380,61,0,0,0,0,0,14,455,2,16
ORD,Terminal 5,2020-01-10,2100 - 2200,8,43,25,70,17,70,361,92,45,41,18,0,0,21,578,3,13
ORD,Terminal 5,2020-01-10,2200 - 2300,10,42,21,47,14,47,93,28,22,1,0,0,0,5,149,1,6
ORD,Terminal 5,2020-01-10,2300 - 0000,8,31,19,31,10,31,292,67,3,0,0,0,0,15,377,2,7
ORD,Terminal 5,2020-01-11,0000 - 0100,13,41,19,41,15,41,266,169,46,0,0,0,0,17,498,3,9
ORD,Terminal 5,2020-01-11,0200 - 0300,17,44,29,50,20,50,55,65,17,6,0,0,0,4,147,1,3
ORD,Terminal 5,2020-01-11,0500 - 0600,20,55,25,55,23,55,164,133,89,53,0,0,0,12,451,2,8
ORD,Terminal 5,2020-01-11,0600 - 0700,19,46,24,54,22,54,77,180,55,9,0,0,0,10,331,1,10
ORD,Terminal 5,2020-01-11,0700 - 0800,4,34,18,50,13,50,302,97,56,11,0,0,0,15,481,2,11
ORD,Terminal 5,2020-01-11,0800 - 0900,11,39,18,41,14,41,364,139,62,0,0,0,0,22,587,2,12
ORD,Terminal 5,2020-01-11,1000 - 1100,7,21,13,25,9,25,150,28,0,0,0,0,0,6,184,1,11
ORD,Terminal 5,2020-01-11,1100 - 1200,11,40,39,86,29,86,591,365,138,113,272,0,0,41,1520,6,31
ORD,Terminal 5,2020-01-11,1200 - 1300,9,27,20,49,14,49,154,71,23,2,0,0,0,9,259,2,14
ORD,Terminal 5,2020-01-11,1300 - 1400,9,41,15,41,12,41,1337,516,98,0,0,0,0,62,2013,9,32
ORD,Terminal 5,2020-01-11,1400 - 1500,11,39,18,39,14,39,845,437,78,0,0,0,0,52,1412,6,26
ORD,Terminal 5,2020-01-11,1500 - 1600,7,43,19,43,12,43,1161,355,126,0,0,0,0,54,1696,9,24
ORD,Terminal 5,2020-01-11,1600 - 1700,9,32,16,39,11,39,1216,359,73,0,0,0,0,47,1695,9,22
ORD,Terminal 5,2020-01-11,1700 - 1800,18,42,18,41,18,42,570,570,206,0,0,0,0,35,1381,8,20
ORD,Terminal 5,2020-01-11,1800 - 1900,10,28,10,29,10,29,816,243,0,0,0,0,0,23,1082,7,15
ORD,Terminal 5,2020-01-11,1900 - 2000,15,38,21,38,17,38,275,428,39,0,0,0,0,26,768,3,21
ORD,Terminal 5,2020-01-11,2100 - 2200,7,15,13,26,8,26,257,25,0,0,0,0,0,9,291,2,10
ORD,Terminal 5,2020-01-11,2200 - 2300,13,29,18,29,15,29,93,80,0,0,0,0,0,6,179,1,13
ORD,Terminal 5,2020-01-11,2300 - 0000,11,36,14,35,11,36,653,267,15,0,0,0,0,33,968,6,15
ORD,Terminal 5,2020-01-12,0000 - 0100,11,53,17,54,13,54,650,237,49,19,0,0,0,37,992,5,14
ORD,Terminal 5,2020-01-12,0500 - 0600,6,19,18,52,17,52,147,75,30,16,0,0,0,8,276,1,6
ORD,Terminal 5,2020-01-12,0600 - 0700,16,106,47,106,33,106,199,105,42,42,64,40,0,13,505,2,9
ORD,Terminal 5,2020-01-12,0700 - 0800,8,93,32,94,23,94,293,51,3,26,81,11,0,13,478,2,8
ORD,Terminal 5,2020-01-12,0800 - 0900,5,20,34,83,28,83,153,16,16,31,65,0,0,6,287,1,6
ORD,Terminal 5,2020-01-12,0900 - 1000,6,15,6,18,6,18,51,2,0,0,0,0,0,2,55,1,9
ORD,Terminal 5,2020-01-12,1000 - 1100,9,18,10,19,9,19,160,23,0,0,0,0,0,5,188,1,10
ORD,Terminal 5,2020-01-12,1100 - 1200,22,70,37,99,31,99,497,396,325,94,229,28,0,55,1624,7,29
ORD,Terminal 5,2020-01-12,1200 - 1300,6,26,14,65,11,65,318,105,5,11,4,0,0,17,460,3,15
ORD,Terminal 5,2020-01-12,1300 - 1400,13,54,16,58,15,58,1052,505,129,59,0,0,0,55,1800,8,23
ORD,Terminal 5,2020-01-12,1400 - 1500,9,33,12,36,11,36,984,258,14,0,0,0,0,44,1300,6,19
ORD,Terminal 5,2020-01-12,1500 - 1600,19,78,24,88,22,88,1286,694,353,154,197,0,0,83,2767,11,25
