zip,obese_female_05-17,obese_female_18-34,obese_female_35-54,obese_female_55-74,obese_female_75-plus,obese_male_05-17,obese_male_18-34,obese_male_35-54,obese_male_55-74,obese_male_75-plus,bmi_female_05-17,bmi_female_18-34,bmi_female_35-54,bmi_female_55-74,bmi_female_75-plus,bmi_male_05-17,bmi_male_18-34,bmi_male_35-54,bmi_male_55-74,bmi_male_75-plus,pop_female_05-17,pop_female_18-34,pop_female_35-54,pop_female_55-74,pop_female_75-plus,pop_male_05-17,pop_male_18-34,pop_male_35-54,pop_male_55-74,pop_male_75-plus,pct_m_bach,pct_f_bach,households,income,urban,rural,population,p_urban
54540,NA,NA,23,71,32,NA,NA,28,77,30,NA,NA,50,176,108,NA,NA,62,168,105,66,18,105,163,74,33,64,137,166,82,34.1,22,463,43523,0,947,947,0
54541,NA,15,20,30,NA,NA,NA,NA,31,NA,NA,38,41,64,NA,NA,NA,NA,48,NA,124,116,153,190,101,105,81,112,174,58,13,19.8,481,50644,0,1552,1552,0
54542,NA,NA,NA,23,NA,NA,NA,NA,21,NA,NA,NA,NA,44,NA,NA,NA,NA,33,NA,10,15,45,88,28,10,8,41,107,37,6.3,6.5,219,29471,0,470,470,0
54545,NA,NA,16,45,23,NA,NA,NA,67,36,NA,NA,45,141,91,NA,NA,NA,127,89,30,23,89,177,72,33,43,94,151,86,43.5,36,481,57639,0,736,736,0
54546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,109,162,130,80,121,111,155,173,49,10.8,12,535,36713,0,1266,1266,0
54547,12,13,27,88,43,NA,NA,25,134,29,55,41,83,246,110,NA,NA,58,248,109,48,62,200,209,139,96,98,117,310,90,24.3,20.5,792,42500,0,1392,1392,0
54548,17,31,101,233,104,27,26,97,264,119,144,119,256,609,352,153,86,184,574,314,155,292,483,865,346,248,381,511,898,346,34.3,31.2,2120,55045,0,4626,4626,0
54550,10,19,27,26,NA,NA,13,28,32,NA,48,51,61,65,NA,NA,46,60,64,NA,80,52,93,72,22,55,47,119,78,14,23.6,26.6,274,40962,398,287,685,0.581021897810219
54552,20,65,153,257,95,29,41,159,291,94,113,184,294,520,263,142,123,286,532,222,216,256,518,564,329,262,308,527,687,251,18.1,16.2,2060,44036,0,4416,4416,0
54554,NA,NA,21,52,19,NA,NA,17,66,26,NA,NA,45,126,60,NA,NA,31,127,60,80,50,131,162,134,60,33,176,197,67,22.2,28.9,495,43162,0,1120,1120,0
54555,37,100,219,344,127,47,66,181,316,79,182,252,455,664,290,166,169,340,606,209,310,292,671,760,328,246,363,618,807,224,18.8,18.2,2309,47064,0,4872,4872,0
54556,14,33,72,99,19,16,12,71,91,NA,87,84,144,174,57,83,53,118,155,NA,109,105,147,186,60,117,85,187,156,28,9.8,13,582,43918,0,1298,1298,0
54557,NA,NA,14,55,20,NA,NA,NA,59,29,NA,NA,35,161,62,NA,NA,NA,137,80,51,30,99,242,62,91,31,107,236,64,37.5,40.2,471,57279,0,925,925,0
54558,NA,10,38,121,62,NA,NA,36,127,58,NA,32,88,294,150,NA,NA,71,251,158,148,98,271,377,127,75,125,273,395,118,21.9,25.6,997,39707,0,2177,2177,0
54559,NA,NA,13,NA,NA,NA,NA,18,NA,NA,NA,NA,33,NA,NA,NA,NA,30,NA,NA,92,73,112,88,35,71,48,122,61,29,10.5,17.6,344,44318,0,795,795,0
54560,NA,NA,NA,42,NA,NA,NA,NA,37,NA,NA,NA,NA,79,NA,NA,NA,NA,78,NA,18,34,47,92,12,18,26,71,85,18,18.7,42.1,285,61198,0,589,589,0
54561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,0,0,7,6,72,16.7,6,NA,0,35,35,0
54562,NA,21,31,94,31,NA,15,42,115,39,NA,69,87,221,102,NA,46,84,227,127,71,86,146,376,121,85,101,159,375,167,38.2,38.2,855,52863,0,1948,1948,0
54563,NA,NA,NA,29,NA,NA,NA,NA,29,NA,NA,NA,NA,58,NA,NA,NA,NA,45,NA,68,54,78,99,37,67,40,103,88,44,13.2,24.8,311,46023,0,720,720,0
54564,NA,NA,NA,19,NA,NA,NA,NA,23,NA,NA,NA,NA,34,NA,NA,NA,NA,37,NA,7,14,78,65,39,23,28,72,94,28,4.1,7.4,196,52500,0,387,387,0
54565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,4,12,4,3,5,16,11,4,24.1,25,33,NA,0,60,60,0
54566,NA,NA,26,36,15,NA,NA,42,53,14,NA,NA,45,89,44,NA,NA,64,90,41,145,116,185,184,55,101,120,165,185,74,8.9,17.5,590,47625,0,1496,1496,0
54568,21,40,92,267,126,33,31,100,272,113,176,126,264,583,399,192,81,199,531,298,315,340,562,874,360,560,284,556,708,237,23.4,23.1,2357,39678,0,5198,5198,0
54601,185,1072,1599,1840,547,191,655,1315,1602,423,1326,3660,3702,4259,1803,1396,2390,2865,3495,1217,2590,10941,4656,4787,2462,3043,9270,4880,4047,1351,37.7,39.2,20046,47362,44274,5008,49282,0.8983807475345968
54603,75,390,595,657,151,81,259,488,646,131,418,1039,1190,1343,414,456,689,986,1278,345,868,1458,1914,1444,521,968,2448,1840,1650,297,20.8,21.2,6352,45678,14305,0,14305,1
54610,NA,NA,15,20,NA,NA,NA,18,22,NA,NA,NA,32,50,NA,NA,NA,31,49,NA,59,118,164,252,88,80,119,189,289,89,20.3,20,713,55673,0,1624,1624,0
54611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,120,147,113,65,113,119,143,132,53,17.7,21.9,489,50625,0,1307,1307,0
54612,34,145,261,206,59,56,104,246,225,36,175,452,505,416,141,204,386,484,434,100,443,515,600,438,193,597,547,716,470,120,15.6,20.5,1905,52917,2993,2159,5152,0.5809394409937888
54613,NA,15,39,73,20,NA,NA,27,86,28,NA,40,74,162,42,NA,NA,57,154,61,85,98,176,355,82,72,174,213,417,88,8.4,9.1,809,42067,0,1826,1826,0
54614,12,72,142,125,31,22,50,115,125,26,87,205,305,258,82,110,143,236,264,71,259,347,374,322,110,311,305,346,361,96,12.7,21.9,1116,62241,0,2947,2947,0
54615,24,69,182,224,25,20,NA,144,182,40,105,170,325,414,108,95,NA,263,353,101,875,794,1316,1252,481,777,1491,1673,1334,360,12,16.3,4031,51943,5677,5065,10742,0.5284863153975051
54616,23,68,120,116,45,20,42,100,110,34,113,148,215,208,100,103,96,180,204,82,252,280,319,310,115,270,248,352,314,80,11.8,14.5,989,49291,0,2601,2601,0
54618,NA,45,99,98,28,10,20,86,90,23,NA,120,164,176,63,47,57,125,160,48,171,222,299,240,107,195,257,268,307,90,10.2,14.6,796,60313,0,2262,2262,0
54619,10,44,102,99,31,22,29,105,120,33,104,133,200,204,79,100,81,164,202,68,482,390,475,304,122,451,411,501,327,70,11.1,14.6,1196,56667,0,3923,3923,0
54621,NA,10,48,57,17,NA,11,35,70,16,NA,53,108,100,36,NA,34,72,122,31,133,68,164,143,47,129,73,167,171,43,19.2,20.7,517,61250,0,1147,1147,0
54622,NA,22,50,60,16,NA,12,45,77,17,NA,62,95,107,46,NA,56,79,152,40,164,178,233,286,134,146,195,239,317,113,15.2,23.5,896,55600,0,2121,2121,0
54623,NA,32,78,82,28,12,22,71,109,33,NA,116,170,177,87,74,74,130,197,71,193,126,278,234,87,180,133,275,248,83,24.4,32.8,816,64063,0,1930,1930,0
54624,NA,24,60,92,14,10,18,58,89,13,NA,61,144,193,41,41,44,89,189,44,100,94,167,218,67,115,93,174,280,54,14.4,18,649,53750,0,1383,1383,0
54625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,20,44,17,11,18,32,32,33,6,1,22.7,122,36250,0,240,240,0
54626,NA,26,47,66,NA,NA,15,48,81,19,NA,58,91,125,NA,NA,42,91,135,43,101,111,163,149,36,143,160,142,202,33,14.7,16.2,536,50833,0,1215,1215,0
54627,NA,37,95,120,20,16,33,104,131,31,NA,105,191,240,61,69,82,178,232,65,128,131,243,235,75,160,150,270,278,67,17.1,21.1,748,59211,0,1819,1819,0
54628,NA,13,34,63,19,NA,NA,28,71,19,NA,30,68,128,41,NA,NA,48,142,45,59,53,124,182,50,51,80,119,199,50,13.8,14.7,426,48281,0,1092,1092,0
54629,NA,21,65,82,17,NA,16,56,98,18,NA,68,152,163,54,NA,54,110,177,57,208,219,316,354,80,188,249,377,363,89,19.3,26.5,1117,57837,0,2576,2576,0
54630,23,91,220,212,50,25,68,182,220,45,156,290,441,435,141,146,200,342,383,111,302,402,629,459,156,352,369,594,483,138,19.8,26.8,1683,55250,0,3770,3770,0
54631,11,22,41,64,16,NA,11,49,48,22,35,58,86,131,44,NA,49,85,99,57,106,144,269,228,66,129,144,210,263,88,15.2,22.4,706,47885,0,1844,1844,0
54632,NA,17,48,69,NA,NA,NA,38,85,12,NA,53,99,134,NA,NA,NA,71,144,38,106,78,162,160,42,88,75,126,203,40,16.2,26.3,469,57039,0,1247,1247,0
54634,30,61,140,162,54,31,40,97,185,46,121,153,240,305,149,143,117,189,313,110,430,392,512,459,217,489,394,498,488,167,14.4,17.5,1692,49625,0,4258,4258,0
54635,NA,14,19,28,NA,NA,NA,20,31,NA,NA,32,38,50,NA,NA,NA,37,45,NA,121,155,226,234,52,102,168,241,252,71,12.2,14.9,787,55156,0,1799,1799,0
54636,83,291,722,625,122,121,229,673,669,110,704,1077,1753,1382,340,823,707,1301,1263,296,1473,1194,2112,1543,216,1627,1369,2085,1454,327,24.3,32,5256,78602,9918,3819,13737,0.7219917012448133
54637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,16,16,22,19,7,15,21,10,12,13.1,15.4,94,38125,0,187,187,0
54638,NA,33,54,80,15,14,16,27,87,23,NA,67,115,139,48,48,34,62,142,46,137,119,177,198,62,102,102,146,205,49,8.2,13.6,575,46298,0,1487,1487,0
54639,NA,13,36,67,13,NA,16,43,67,NA,NA,40,73,126,43,NA,36,72,119,NA,237,206,274,326,68,243,213,271,330,86,17.9,22.5,967,45236,0,2397,2397,0
54641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,0,0,1,0,100,0,1,NA,0,2,2,0
54642,13,34,86,77,17,15,21,70,91,19,65,110,163,150,41,67,64,131,146,44,179,212,250,196,105,183,254,290,210,59,14.9,19.3,817,54875,0,2125,2125,0
54643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,0,0,0,2,2,0,0,0,0,NA,0,12,12,0
54644,NA,23,78,72,17,12,20,61,102,NA,NA,80,158,151,45,60,67,121,175,NA,206,111,195,140,44,143,89,239,155,57,18.9,20,572,58906,0,1434,1434,0
54645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,10,5,0,6,5,8,9,2,19,29.2,31,30250,0,81,81,0
54646,NA,39,111,138,30,16,32,74,127,23,NA,102,196,244,70,66,78,140,222,62,412,329,458,524,192,345,269,526,555,157,11.9,14.5,1601,45966,0,3899,3899,0
54648,10,30,64,68,17,NA,16,40,65,14,37,82,105,128,36,NA,37,74,110,34,215,126,205,149,54,200,109,224,160,44,9.4,11.7,577,49271,0,1737,1737,0
54650,116,515,938,1167,316,155,328,786,1188,235,988,1853,2362,2694,914,1065,1147,1732,2350,647,2153,2556,3317,2803,1003,2134,2006,3162,2565,668,33.5,35.9,9827,60664,21471,1906,23377,0.918466869144886
54651,NA,22,37,52,16,NA,NA,31,37,NA,NA,48,62,93,37,NA,NA,54,70,NA,129,127,152,151,47,130,108,157,135,50,12,14.3,532,44706,0,1382,1382,0
54652,NA,NA,25,25,NA,NA,NA,25,36,NA,NA,NA,50,49,NA,NA,NA,49,60,NA,99,84,126,110,37,94,48,150,130,18,17.1,22.1,383,40268,0,953,953,0
54653,NA,30,50,64,NA,16,15,40,57,NA,NA,76,102,92,NA,49,47,80,94,NA,122,119,127,64,26,116,127,111,76,25,8.4,13.8,311,61094,0,894,894,0
54654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,3,18,6,6,19,15,13,1,25.8,12.8,46,NA,0,153,153,0
54655,NA,20,30,60,12,NA,NA,27,56,22,NA,48,71,117,33,NA,NA,53,107,57,153,133,186,285,128,149,167,177,294,63,12.6,16.5,698,43958,0,1778,1778,0
54656,100,499,894,948,220,110,302,756,926,161,507,1283,1751,1780,577,478,834,1408,1602,429,1496,1616,2173,2053,654,1473,1903,2490,1943,453,17.6,21.9,7266,58727,9907,7470,17377,0.5701214248719572
54657,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,36,39,53,52,7,46,33,65,56,16,5.8,17.3,146,46000,0,411,411,0
54658,17,44,108,129,34,21,27,104,176,26,83,156,236,300,90,96,93,176,312,67,167,196,262,342,112,212,220,284,371,74,19.2,29,1087,53594,233,2268,2501,0.09316273490603759
54659,NA,28,50,26,NA,NA,18,39,37,NA,NA,51,73,48,NA,NA,41,61,66,NA,144,144,147,108,39,136,183,173,148,38,8.4,14,553,56023,0,1409,1409,0
54660,87,410,767,808,176,81,188,613,670,146,421,1054,1451,1468,445,388,523,1106,1214,331,1413,1627,2109,1731,658,1682,1424,2083,1947,556,18.5,20.5,6403,54355,9002,6686,15688,0.573814380418154
54661,13,63,149,185,35,26,28,143,192,38,141,231,347,385,92,153,132,280,359,98,345,309,460,388,160,302,300,465,423,131,25.9,26.6,1583,60977,0,3415,3415,0
54664,NA,13,27,57,12,NA,NA,31,45,11,NA,39,57,104,34,NA,NA,49,94,31,248,139,204,245,54,139,133,227,219,39,15.3,24.3,638,43864,0,1516,1516,0
54665,25,84,206,311,128,44,74,206,313,75,212,273,444,589,325,195,215,363,571,201,627,617,1003,1145,520,684,685,1031,1056,369,20.4,25.8,3535,48895,4097,4330,8427,0.4861753886317788
54666,NA,52,95,122,25,11,28,84,109,25,NA,145,208,219,57,43,79,162,202,52,186,185,350,373,72,254,206,418,352,80,12.3,18.9,1105,60216,0,2593,2593,0
54667,18,66,145,176,57,39,39,121,164,48,151,211,316,331,154,179,118,220,309,110,379,476,617,469,290,521,397,615,559,148,23.1,24,1869,53596,0,4599,4599,0
54669,45,162,353,433,85,42,116,348,425,74,353,547,871,876,238,341,389,682,754,184,647,603,1114,820,453,697,748,1135,796,222,30.9,34.5,3048,73319,5309,2310,7619,0.6968106050662817
54670,NA,32,56,55,10,NA,19,36,76,NA,NA,57,108,117,31,NA,37,71,115,NA,292,188,268,113,56,284,255,240,147,31,7.4,13,574,57692,0,1878,1878,0
54701,93,314,429,440,92,124,NA,339,328,53,667,930,967,1014,302,713,NA,704,742,135,2947,7334,4590,4155,1774,3113,6310,4159,3785,1093,37.3,39.8,15904,52861,33205,5598,38803,0.8557328041646265
54703,123,375,581,524,104,136,247,467,478,60,837,1103,1172,1158,272,846,714,907,967,159,2818,6930,4742,4106,1244,3251,7023,5388,3663,745,23.6,29,17515,49699,38138,4134,42272,0.9022047691143074
54720,22,64,121,121,19,34,43,88,93,12,159,206,245,240,77,192,115,176,172,39,388,846,889,805,350,474,975,818,630,273,39.4,30.1,3133,53270,7037,2,7039,0.9997158687313539
54721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,140,157,143,41,129,118,217,162,45,8.5,16.4,573,51902,0,1373,1373,0
54722,33,60,96,108,41,29,35,75,99,19,154,128,163,186,89,141,83,128,168,55,373,404,410,454,151,401,480,475,446,117,10.7,13.7,1434,56042,0,4016,4016,0
54723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,134,165,138,46,84,170,168,137,45,14.2,18.5,530,60795,0,1191,1191,0
54724,27,51,116,118,28,37,NA,81,112,26,171,124,217,230,73,173,NA,139,194,51,688,800,904,712,300,560,685,1028,686,234,15.9,16.2,3051,54018,3348,3826,7174,0.4666852522999721
54725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,236,386,317,119,234,310,407,375,80,13.4,16.6,1129,50273,0,2897,2897,0
54726,NA,14,38,48,16,NA,NA,27,49,15,NA,44,69,92,37,NA,NA,48,74,34,181,166,217,184,48,167,159,274,189,54,10.7,12.4,664,52436,0,1690,1690,0
54727,37,55,133,157,37,33,39,107,162,28,173,161,233,296,101,194,118,203,278,69,436,452,724,553,197,479,509,716,607,154,16.5,15.8,1961,54555,79,4836,4915,0.01607324516785351
54728,24,62,122,197,40,31,34,96,212,34,129,164,240,430,139,135,95,165,360,102,400,513,697,893,389,538,437,763,996,316,15.6,18.9,2582,50726,2700,3439,6139,0.4398110441439974
54729,148,352,693,788,217,194,221,582,809,181,997,1032,1423,1673,682,1081,620,1107,1498,445,2624,2911,4175,3687,1478,3050,3511,4477,3572,950,19.8,26.9,13532,57679,24393,7076,31469,0.7751437923035368
54730,10,16,41,47,NA,15,NA,NA,NA,NA,61,55,98,95,NA,63,NA,NA,NA,NA,383,463,628,578,167,541,459,791,597,123,25.8,25.5,1930,66250,401,4502,4903,0.0817866612278197
54731,NA,NA,22,23,NA,NA,NA,NA,31,NA,NA,NA,34,43,NA,NA,NA,NA,51,NA,98,40,86,72,28,63,76,113,78,33,6.6,8.6,247,48750,0,802,802,0
54732,23,43,83,101,31,33,30,63,120,31,118,111,148,207,85,135,77,103,196,63,216,276,360,328,143,191,321,421,383,114,12.7,15.9,1181,44044,0,2924,2924,0
54733,NA,19,14,21,NA,NA,NA,NA,31,NA,NA,42,31,43,NA,NA,NA,NA,44,NA,86,118,157,147,48,79,90,184,160,60,9.8,16.7,493,61953,0,1340,1340,0
54734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,71,129,88,28,68,98,137,97,21,14.9,20.1,338,61786,0,856,856,0
54736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,334,496,488,230,372,397,511,492,163,15.8,17.3,1637,54112,0,4127,4127,0
54737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,46,75,60,20,60,51,92,60,18,14.5,22.7,235,66528,0,487,487,0
54738,NA,23,46,43,NA,11,15,41,41,NA,NA,67,99,76,NA,75,46,77,81,NA,328,264,401,354,128,290,235,443,366,106,20.6,22.8,1229,63355,0,3149,3149,0
54739,13,25,54,45,NA,22,NA,63,49,NA,110,70,127,105,NA,118,NA,107,74,NA,415,526,669,473,92,583,551,777,461,113,23,24.6,1810,69352,0,4950,4950,0
54740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,149,253,243,119,152,204,268,242,90,13.6,17.8,804,56563,0,2056,2056,0
54741,NA,14,32,35,NA,NA,NA,23,33,NA,NA,41,53,68,NA,NA,NA,46,64,NA,159,279,196,169,46,132,185,240,196,33,7.7,13,663,40069,0,1577,1577,0
54742,11,24,78,68,13,15,24,66,74,NA,103,93,142,149,31,113,65,118,132,NA,403,226,594,471,223,411,431,585,481,133,23.3,21.7,1740,58611,0,4459,4459,0
54745,10,18,50,94,35,16,16,45,102,36,52,54,88,208,76,64,37,79,182,82,161,149,226,350,74,152,117,219,406,93,16.3,15.5,836,51500,0,2261,2261,0
54746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,59,114,70,27,70,62,120,83,16,11.6,8.1,312,52000,0,746,746,0
54747,22,95,134,131,38,21,47,127,142,28,101,219,240,215,82,94,147,215,224,65,267,273,328,298,105,233,280,382,330,83,11.4,16.4,1057,50938,0,2534,2534,0
54748,NA,13,37,35,NA,NA,NA,30,38,NA,NA,40,69,76,NA,NA,NA,56,87,NA,130,162,155,219,53,54,199,136,211,73,16.2,6.2,554,37955,0,1217,1217,0
54749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,101,175,145,41,102,145,170,161,41,14.3,18.8,482,59375,0,1231,1231,0
54750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,66,163,137,40,93,77,135,124,37,18.5,19.1,429,59750,0,1062,1062,0
54751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1796,4852,2469,2405,1068,1633,5169,2543,2186,584,34.5,29.9,9513,51247,17443,8199,25642,0.6802511504562827
54754,NA,NA,23,27,NA,NA,NA,NA,35,NA,NA,NA,39,59,NA,NA,NA,NA,62,NA,116,115,206,248,64,151,138,233,263,50,11.1,8.1,799,42337,0,1552,1552,0
54755,21,41,58,51,NA,15,NA,NA,54,NA,70,127,112,111,NA,70,NA,NA,104,NA,672,638,1037,727,339,680,665,1012,821,239,16.2,18.1,2978,54109,0,7502,7502,0
54756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,46,130,132,41,59,71,135,160,30,13.7,18.2,405,50114,0,916,916,0
54757,12,25,28,71,NA,13,NA,36,59,NA,53,76,88,143,NA,69,NA,66,107,NA,292,292,422,444,125,296,285,444,482,130,16.2,23.6,1311,53589,0,3314,3314,0
54758,15,32,53,44,NA,19,17,42,56,NA,66,89,103,89,NA,67,57,71,85,NA,436,335,615,528,214,375,433,652,549,176,17.4,22.1,1862,56535,0,4626,4626,0
54759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,65,226,228,105,92,102,183,233,86,16.5,23.1,626,49700,0,1533,1533,0
54760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,7,28,30,33,2,15,25,35,21,17,28.2,113,36250,0,255,255,0
54761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,110,125,124,90,103,107,169,141,56,17.3,16.4,460,54079,0,1216,1216,0
54762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,81,186,144,80,131,94,177,149,46,12,19.6,512,44861,0,1246,1246,0
54763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,97,143,144,33,98,89,162,183,31,12.5,18,474,53636,0,1134,1134,0
54765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,10,0,0,15,0,0,0,0,70,11,23750,0,24,24,0
54766,20,10,42,52,13,16,NA,31,63,18,66,45,75,108,41,71,NA,58,117,31,125,132,160,157,72,148,107,190,203,54,8.2,10.5,629,44770,0,1707,1707,0
54767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,308,434,368,121,365,359,467,395,73,20.4,25.8,1376,67188,0,3221,3221,0
54768,17,35,65,83,14,21,NA,NA,78,10,129,101,123,142,40,124,NA,NA,133,35,434,426,558,493,210,467,1090,1200,729,112,6,11.9,1773,43314,3447,2543,5990,0.5754590984974959
54769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,27,81,112,12,53,33,61,113,12,33.5,37.2,288,53750,0,502,502,0
54770,16,22,16,25,NA,11,NA,34,24,NA,44,52,44,45,NA,34,NA,48,48,NA,175,178,273,206,102,196,172,331,286,51,16.2,16.8,828,61974,0,2101,2101,0
54771,14,21,48,69,18,19,NA,37,57,NA,104,77,90,120,48,95,NA,61,95,NA,437,363,446,448,172,416,427,524,428,137,4.9,12.8,1548,48688,0,4286,4286,0
54772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,106,156,105,26,84,107,145,129,30,19.6,20,392,53000,0,1103,1103,0
54773,26,68,157,137,39,20,38,143,153,37,105,203,287,260,118,116,129,244,272,83,330,276,476,417,168,256,277,479,373,128,15.1,19.3,1325,49726,0,3336,3336,0
54801,14,26,56,84,23,13,NA,NA,69,23,63,70,107,169,66,71,NA,NA,145,51,440,557,838,908,417,589,568,737,880,262,25,23.7,3016,48306,2673,3820,6493,0.4116741105806253
54805,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,121,137,147,141,58,146,188,211,138,42,9.3,13.8,544,43871,0,1471,1471,0
54806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865,1212,1506,1379,519,965,1259,1593,1332,383,25.2,28.3,4807,44875,7293,4517,11810,0.6175275190516512
54810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,115,277,357,109,147,204,328,327,91,16.1,19.4,947,53828,0,2512,2512,0
54812,23,51,62,77,26,22,NA,63,70,21,91,116,125,166,59,85,NA,108,118,41,384,507,577,625,265,335,888,729,540,171,13.3,14.9,2060,47619,3292,2436,5728,0.57472067039106145
54813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,42,71,96,8,32,37,127,98,15,9.1,11.2,255,48036,0,601,601,0
54814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,237,279,411,76,177,235,314,420,63,25.3,32.8,1104,48618,0,2478,2478,0
54817,12,21,46,88,30,NA,NA,47,121,35,59,53,102,214,91,NA,NA,74,228,84,126,143,242,388,118,88,139,255,425,106,27.5,20.1,1062,51786,0,2188,2188,0
54819,NA,21,60,99,38,22,14,61,90,18,NA,63,108,178,86,82,37,99,162,54,190,167,323,344,155,225,185,350,367,104,11.6,14.8,1104,41154,0,2544,2544,0
54820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,21,109,103,33,76,37,135,127,32,13.9,23.2,330,48333,0,864,864,0
54821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,57,148,275,90,83,58,124,295,97,29.4,23.9,643,42772,0,1276,1276,0
54822,17,35,96,119,29,20,21,66,100,28,135,123,206,238,70,116,80,128,211,55,494,417,598,604,86,431,404,667,567,99,16.9,17.3,1866,49951,137,4379,4516,0.030336581045172718
54824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227,264,278,274,58,268,223,290,276,53,10.5,14.2,955,49803,0,2271,2271,0
54826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,30,92,127,30,76,43,90,130,29,16.2,17.6,315,52841,0,807,807,0
